Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Plafun_PRP73675	2385	2436	795	812	1
Plafun_PRP73675	2596	2719	865	906	1
Plafun_PRP73675	2742	2924	914	974	1.894736842
Plafun_PRP73675	2932	3088	977	1029	1.555555556
Plafun_PRP73675	3185	3236	1061	1078	1
Plafun_PRP73675	3282	3637	1094	1212	1.823529412
Plafun_PRP73675	3638	3823	1212	1274	1.928571429
Plafun_PRP73716	3	76	1	25	1
Plafun_PRP73716	95	152	31	50	1
Plafun_PRP73716	154	275	51	91	1.555555556
Plafun_PRP73716	440	491	146	163	1
Plafun_PRP73716	580	653	193	217	1.2
Plafun_PRP73716	664	794	221	264	2.210526316
Plafun_PRP73716	930	994	310	331	1.333333333
Plafun_PRP73885	74	125	24	41	1
Plafun_PRP73885	185	236	61	78	1
Plafun_PRP73885	314	365	104	121	1
Plafun_PRP73885	433	484	144	161	1
Plafun_PRP73885	528	579	176	193	1
Plafun_PRP73885	774	825	258	275	1
Plafun_PRP73885	931	982	310	327	1
Plafun_PRP73885	1224	1336	408	445	1.25
Plafun_PRP73885	1590	1641	530	547	1
Plafun_PRP73885	1858	1949	619	649	1
Plafun_PRP73885	2179	2230	726	743	1
Plafun_PRP73885	2628	2679	876	893	1
Plafun_PRP73885	3230	3332	1076	1110	1
Plafun_PRP73885	3440	3495	1146	1165	1
Plafun_PRP73885	3559	3610	1186	1203	1
Plafun_PRP73885	3912	3963	1304	1321	1
Plafun_PRP73885	4157	4208	1385	1402	1
Plafun_PRP73885	4427	4491	1475	1497	1
Plafun_PRP73885	5002	5053	1667	1684	1
Plafun_PRP73885	5077	5128	1692	1709	1
Plafun_PRP73885	5148	5214	1716	1738	2.111111111
Plafun_PRP74586	171	281	57	93	1
Plafun_PRP74586	886	937	295	312	1
Plafun_PRP74586	1585	1636	528	545	1
Plafun_PRP74586	1803	1875	601	625	1
Plafun_PRP74586	2003	2054	667	684	1
Plafun_PRP74586	2141	2192	713	730	1
Plafun_PRP74586	2296	2347	765	782	1
Plafun_PRP74586	2451	2502	817	834	1
Plafun_PRP74586	2655	2877	885	959	1.347826087
Plafun_PRP74586	2927	2981	975	993	1
Plafun_PRP74586	3220	3325	1073	1108	1.25
Plafun_PRP74586	3396	3452	1132	1150	1
Plafun_PRP74586	3475	3585	1158	1195	1
Plafun_PRP74592	0	128	0	42	1.166666667
Plafun_PRP74592	178	330	59	110	1.272727273
Plafun_PRP74592	405	498	135	166	1.2
Plafun_PRP74592	664	753	221	251	1.2
Plafun_PRP74592	794	884	264	294	1.285714286
Plafun_PRP74592	908	959	302	319	1
Plafun_PRP74592	1172	1242	390	414	1
Plafun_PRP74592	1280	1332	426	444	1
Plafun_PRP74592	1395	1493	465	497	1.166666667
Plafun_PRP74592	1662	1739	554	579	1.333333333
Plafun_PRP74592	1911	1973	637	657	1
Plafun_PRP74592	2003	2099	667	699	1.25
Plafun_PRP74592	2121	2328	707	776	1.157894737
Plafun_PRP74592	2343	2394	781	798	1
Plafun_PRP74592	2452	2574	817	858	1.166666667
Plafun_PRP74592	2599	2677	866	892	1.666666667
Plafun_PRP74592	2710	2870	903	956	1
Plafun_PRP74592	2929	2980	976	993	2
Plafun_PRP74592	3304	3393	1101	1131	1.2
Plafun_PRP74592	3429	3480	1143	1160	1
Plafun_PRP74592	3726	3777	1242	1259	1
Plafun_PRP74592	3790	3899	1263	1299	1.588235294
Plafun_PRP74592	3905	3982	1301	1327	1.2
Plafun_PRP74592	3983	4071	1327	1357	1
Plafun_PRP74592	4146	4233	1382	1411	1
Plafun_PRP74592	4446	4509	1482	1503	1.666666667
Plafun_PRP74592	4537	4614	1512	1538	1
Plafun_PRP74592	4618	4917	1539	1639	1.973684211
Plafun_PRP74592	4962	5013	1654	1671	1
Plafun_PRP74592	5171	5222	1723	1740	1
Plafun_PRP74592	5421	5478	1807	1826	1
Plafun_PRP74592	5552	5931	1850	1977	2.416666667
Plafun_PRP74592	5937	6080	1979	2026	1.2
Plafun_PRP74592	6139	6190	2046	2063	1
Plafun_PRP74592	6266	6518	2088	2172	1.590909091
Plafun_PRP74592	6525	6591	2175	2197	1
Plafun_PRP74592	6600	6723	2200	2241	1.125
Plafun_PRP74592	6734	6801	2244	2267	1
Plafun_PRP74592	7007	7139	2335	2379	1.2
Plafun_PRP74592	7296	7368	2432	2456	1
Plafun_PRP74592	7580	7631	2526	2543	1
Plafun_PRP74592	7645	7738	2548	2579	1.733333333
Plafun_PRP74592	7742	7972	2580	2657	1.4375
Plafun_PRP74592	8120	8240	2706	2746	2.071428571
Plafun_PRP74592	8257	8308	2752	2769	1
Plafun_PRP74592	8362	8413	2787	2804	1
Plafun_PRP74592	8510	8561	2836	2853	1
Plafun_PRP74592	8620	8713	2873	2904	1
Plafun_PRP74592	8736	8873	2912	2957	1.2
Plafun_PRP74592	8955	9047	2985	3015	1.571428571
Plafun_PRP74592	9124	9190	3041	3063	1.2
Plafun_PRP74592	9243	9575	3081	3191	2.382352941
Plafun_PRP74592	9585	9784	3195	3261	1.315789474
Plafun_PRP74940	5	56	1	18	1
Plafun_PRP74940	104	155	34	51	1
Plafun_PRP74940	157	208	52	69	1
Plafun_PRP74940	280	403	93	134	1
Plafun_PRP74940	426	477	142	159	1
Plafun_PRP74940	504	614	168	204	1.363636364
Plafun_PRP74940	616	667	205	222	1
Plafun_PRP74940	670	726	223	242	1
Plafun_PRP74940	814	961	271	320	1.222222222
Plafun_PRP74940	977	1374	325	458	1.711538462
Plafun_PRP74940	1415	1759	471	586	1907.692044
Plafun_PRP76895	202	253	67	84	1
Plafun_PRP76895	2258	2309	752	769	1
Plafun_PRP76895	3512	3622	1170	1207	4.676056338
Plafun_PRP76895	3625	3686	1208	1228	2
Plafun_PRP76895	3741	4038	1247	1346	89.0410628
Plafun_PRP78085	88	139	29	46	1
Plafun_PRP78085	317	368	105	122	2
Plafun_PRP78085	551	602	183	200	1
Plafun_PRP78085	653	744	217	248	1
Plafun_PRP78085	796	918	265	306	1.708333333
Plafun_PRP78085	1046	1097	348	365	1
Plafun_PRP78085	1593	1652	531	550	1.636363636
Plafun_PRP78085	1654	1713	551	571	1.142857143
Plafun_PRP78085	1862	1948	620	649	1.285714286
Plafun_PRP78085	2088	2276	696	758	1.791666667
Plafun_PRP78085	2278	2399	759	799	1.555555556
Plafun_PRP78085	2476	2535	825	845	1
Plafun_PRP78085	2779	2858	926	952	1
Plafun_PRP78085	2984	3172	994	1057	1.142857143
Plafun_PRP78085	3177	3326	1059	1108	1.944444444
Plafun_PRP78085	3337	3532	1112	1177	2.2
Plafun_PRP78085	3545	3718	1181	1239	2
Plafun_PRP78806	168	219	56	73	1
Plafun_PRP78806	628	688	209	229	1
Plafun_PRP78806	977	1028	325	342	1
Plafun_PRP78806	1032	1145	344	381	1
Plafun_PRP78806	1186	1258	395	419	1.25
Plafun_PRP78806	1328	1389	442	463	1
Plafun_PRP81976	0	4827	0	1609	39.09209175
Plafun_PRP82664	10	61	3	20	1
Plafun_PRP82664	104	201	34	67	1.25
Plafun_PRP82664	207	294	69	98	1
Plafun_PRP82664	311	455	103	151	1.142857143
Plafun_PRP82664	519	570	173	190	1
Plafun_PRP82664	586	676	195	225	1
Plafun_PRP82664	750	801	250	267	1
Plafun_PRP82664	948	1034	316	344	1
Plafun_PRP82664	1564	1615	521	538	1
Plafun_PRP82696	111	204	37	68	1
Plafun_PRP82696	221	365	73	121	1.142857143
Plafun_PRP82696	429	480	143	160	1
Plafun_PRP82696	660	711	220	237	1
Plafun_PRP82696	1012	1080	337	360	8.433070866
Plafun_PRP82731	4	55	1	18	1
Plafun_PRP82731	202	268	67	89	1
Plafun_PRP82731	290	555	96	185	1.4375
Plafun_PRP82731	570	621	190	207	1
Plafun_PRP82731	657	835	219	278	1.736842105
Plafun_PRP82731	848	983	282	327	1.695652174
Plafun_PRP82731	1009	1090	336	363	1.285714286
Plafun_PRP82731	1200	1343	400	447	1.2
Plafun_PRP82731	1362	1453	454	484	1
Plafun_PRP82731	1458	1509	486	503	1
Plafun_PRP82731	1529	1854	509	618	1.52
Plafun_PRP82731	1879	1986	626	662	1.142857143
Plafun_PRP82731	2089	2140	696	713	1
Plafun_PRP82731	2411	2478	803	826	1
Plafun_PRP82731	2534	2614	844	871	1
Plafun_PRP82731	2615	2687	871	895	1
Plafun_PRP82731	2695	2900	898	966	1.181818182
Plafun_PRP82731	3231	3290	1077	1096	1.7
Plafun_PRP82731	3341	3392	1113	1130	1
Plafun_PRP82731	3406	3459	1135	1153	1.333333333
Plafun_PRP82731	3471	3570	1157	1190	1.166666667
Plafun_PRP82731	3576	3648	1192	1216	1
Plafun_PRP82731	3684	3807	1228	1269	1
Plafun_PRP82731	3811	3878	1270	1292	1.454545455
Plafun_PRP82731	3940	4018	1313	1339	1.333333333
Plafun_PRP82731	4057	4175	1352	1391	1.285714286
Plafun_PRP82731	4273	4324	1424	1441	1
Plafun_PRP82731	4347	4457	1449	1485	1.25
Plafun_PRP82731	4469	4535	1489	1511	1.333333333
Plafun_PRP82731	4559	4640	1519	1546	1.2
Plafun_PRP82731	4689	4819	1563	1606	1
Plafun_PRP82731	4945	5041	1648	1680	1.571428571
Plafun_PRP82731	5327	5378	1775	1792	1
Plafun_PRP82731	5508	5612	1836	1870	1.866666667
Plafun_PRP82731	5699	5762	1899	1920	1.2
Plafun_PRP83468	308	359	102	119	1
Plafun_PRP83468	402	453	134	151	1
Plafun_PRP83468	594	645	198	215	1
Plafun_PRP83468	1123	1176	374	392	1
Plafun_PRP83468	1648	1699	549	566	1
Plafun_PRP83468	2420	2471	806	823	1
Plafun_PRP85156	0	1052	0	350	43.94745259
Plafun_PRP85156	1231	1292	410	430	1.666666667
Plafun_PRP85156	1327	1378	442	459	1
Plafun_PRP85645	36	87	12	29	1
Plafun_PRP85645	172	223	57	74	1
Plafun_PRP85645	300	351	100	117	1
Plafun_PRP85645	757	810	252	270	1
Plafun_PRP85645	2009	2073	669	691	1.333333333
Plafun_PRP88087	58	3554	19	1184	32.96019248
Plafun_PRP88087	3568	3945	1189	1315	51.01991798
