Transcript	start_cds	end_cds	start_pep	end_pep	NumReads
Emue_Em0024g304a.t1	692	1235	230	411	2.970588235
Emue_Em0024g304a.t1	1248	1415	416	471	2.666666667
Emue_Em0024g304a.t1	1494	1911	498	637	2.647058824
Emue_Em0024g316a.t1	231	444	77	148	1.333333333
Emue_Em0024g316a.t1	524	1067	174	355	2.970588235
Emue_Em0024g316a.t1	1080	1247	360	415	2.666666667
Emue_Em0024g316a.t1	1326	1743	442	581	2.647058824
Emue_Em0033g8a.t1	193	594	64	198	2.68
Emue_Em0033g8a.t1	756	935	252	311	2
Emue_Em0033g8a.t1	1146	1398	382	466	2.153846154
Emue_Em0070g10a.t1	104	248	34	82	1.333333333
Emue_Em0070g10a.t1	829	2087	276	695	14.19589258
Emue_Em0070g10a.t1	2230	3150	743	1050	23.95725534
Emue_Em0092g8a.t1	193	456	64	152	1.333333333
Emue_Em0092g8a.t1	524	1067	174	355	2.970588235
Emue_Em0092g8a.t1	1331	1618	443	539	2.666666667
Emue_Em0120g8a.t1	0	3064	0	1021	19.67608604
Emue_Em0120g8a.t1	3182	3584	1060	1194	41.42816092
Emue_Em0120g8a.t1	3685	5079	1228	1693	16.46693122
Emue_Em0120g8a.t1	5300	5573	1766	1857	5.56
Emue_Em0120g8a.t1	5898	6525	1966	2175	7.976076555
Emue_Em0516g4a.t1	0	1917	0	639	20.81110402
