#                                                               --- full sequence ---- --- best 1 domain ---- --- domain number estimation ----
# target name        accession  query name           accession    E-value  score  bias   E-value  score  bias   exp reg clu  ov env dom rep inc description of target
#------------------- ---------- -------------------- ---------- --------- ------ ----- --------- ------ -----   --- --- --- --- --- --- --- --- ---------------------
H2B_canonical        -          Acas_ELR11270_764-844 -            4.1e-22   68.0   0.2   4.8e-22   67.8   0.2   1.0   1   0   0   1   1   1   1 -
H2B_H2B.Z            -          Acas_ELR11270_764-844 -              3e-18   55.7   0.2   3.5e-18   55.5   0.2   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acas_ELR11270_764-844 -            4.1e-07   19.3   0.3   4.5e-07   19.1   0.3   1.1   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acas_ELR11270_764-844 -            2.9e-06   15.8   0.2   3.2e-06   15.7   0.2   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acas_ELR11270_764-844 -            3.7e-06   16.0   0.2     4e-06   15.9   0.2   1.1   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acas_ELR11270_764-844 -            1.6e-05   14.1   0.1   1.7e-05   14.1   0.1   1.1   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acas_ELR13945_43-109 -            5.9e-37  115.8   0.3   6.1e-37  115.7   0.3   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acas_ELR13945_43-109 -            4.6e-36  112.9   0.4   5.3e-36  112.7   0.4   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acas_ELR13945_43-109 -            3.7e-34  107.2   0.4   3.9e-34  107.1   0.4   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acas_ELR13945_43-109 -            2.2e-31   98.4   0.2   2.4e-31   98.3   0.2   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acas_ELR13945_43-109 -            1.2e-28   89.2   0.1   1.2e-28   89.1   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acas_ELR14213_6-105  -            1.2e-57  183.1   0.1   1.3e-57  183.0   0.1   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acas_ELR14213_6-105  -            5.3e-44  138.5   0.1   5.6e-44  138.5   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acas_ELR14213_6-105  -            5.6e-41  128.8   0.1     6e-41  128.7   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acas_ELR14213_6-105  -            1.6e-37  118.1   0.2   1.7e-37  118.1   0.2   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acas_ELR14213_6-105  -            2.8e-37  117.8   0.2   3.1e-37  117.7   0.2   1.0   1   0   0   1   1   1   1 -
H2B_canonical        -          Acas_ELR16498_1-88   -            1.6e-38  121.1   0.2   1.6e-38  121.0   0.2   1.0   1   0   0   1   1   1   1 -
H2B_H2B.Z            -          Acas_ELR16498_1-88   -            3.5e-33  104.0   0.1   3.6e-33  103.9   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acas_ELR17600_15-135 -            8.2e-09   24.6   0.0     1e-08   24.3   0.0   1.1   1   0   0   1   1   1   1 -
H2A_canonical        -          Acas_ELR17600_15-135 -            4.1e-08   22.5   0.0   4.9e-08   22.2   0.0   1.1   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acas_ELR17600_15-135 -            2.5e-05   13.6   0.0   3.1e-05   13.2   0.0   1.1   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acas_ELR17600_15-135 -            6.1e-05   11.4   0.0   7.2e-05   11.2   0.0   1.1   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acas_ELR17600_15-135 -            7.1e-05   12.1   0.0     8e-05   12.0   0.0   1.1   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acas_ELR19194_43-94  -            2.6e-23   71.6   0.2   2.7e-23   71.5   0.2   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acas_ELR19194_43-94  -            6.1e-23   70.4   0.2   6.7e-23   70.3   0.2   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acas_ELR19194_43-94  -            7.5e-23   70.5   0.2   8.2e-23   70.3   0.2   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acas_ELR19194_43-94  -            2.1e-20   62.3   0.1   2.1e-20   62.3   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acas_ELR19194_43-94  -            1.5e-17   53.2   0.1   1.6e-17   53.1   0.1   1.0   1   0   0   1   1   1   1 -
H2B_canonical        -          Acas_ELR19361_1-139  -            1.7e-50  159.7   3.7   3.3e-50  158.8   3.7   1.5   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acas_ELR19361_1-139  -            1.4e-43  137.6   1.2   1.4e-43  137.6   1.2   1.6   1   1   1   2   2   2   1 -
H2A_H2A.X            -          Acas_ELR19361_1-139  -             0.0004    9.4   4.9   0.00098    8.2   4.9   1.9   1   1   0   1   1   1   1 -
H3_H3.3              -          Acas_ELR19361_1-139  -             0.0045    6.5   8.7     0.023    4.2   8.7   2.1   1   1   0   1   1   1   0 -
H3_canonical         -          Acas_ELR19361_1-139  -               0.11    1.9  12.0       3.9   -3.1  12.0   2.7   1   1   0   1   1   1   0 -
H3_H3.3              -          Acas_ELR19918_1-134  -            2.2e-81  260.0   5.0   2.4e-81  259.9   5.0   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acas_ELR19918_1-134  -            1.2e-80  257.6   3.9   1.3e-80  257.5   3.9   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acas_ELR19918_1-134  -            5.1e-64  206.2   2.9   5.5e-64  206.1   2.9   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acas_ELR20612_32-176 -            4.3e-62  199.8   1.8   5.1e-62  199.6   1.8   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acas_ELR20612_32-176 -            1.4e-49  156.9   0.3     2e-49  156.5   0.3   1.1   1   0   0   1   1   1   1 -
H3_H3.3              -          Acas_ELR20612_32-176 -            1.3e-47  150.7   0.6   1.8e-47  150.2   0.6   1.2   1   0   0   1   1   1   1 -
H3_H3.3              -          Acas_ELR20748_1-88   -            2.2e-45  143.5   3.7   2.6e-45  143.2   3.7   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acas_ELR20748_1-88   -            1.1e-43  137.8   3.4   1.3e-43  137.7   3.4   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acas_ELR20748_1-88   -            3.5e-28   88.7   1.4     4e-28   88.5   1.4   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Acas_ELR20748_80-121 -            1.2e-21   66.6   0.1   1.3e-21   66.5   0.1   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acas_ELR20748_80-121 -            1.3e-21   67.2   0.1   1.4e-21   67.0   0.1   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acas_ELR20748_80-121 -            1.7e-21   66.1   0.0   1.8e-21   66.0   0.0   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acas_ELR25487_130-227 -            1.9e-31   99.4   0.2   2.1e-31   99.2   0.2   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acas_ELR25487_130-227 -            9.6e-27   83.0   0.1   1.1e-26   82.9   0.1   1.1   1   0   0   1   1   1   1 -
H3_H3.3              -          Acas_ELR25487_130-227 -            8.9e-26   80.0   0.1     1e-25   79.8   0.1   1.1   1   0   0   1   1   1   1 -
H3_canonical         -          Acoe_PIA28244.1_7-96 -              2e-06   17.3   0.0   2.2e-06   17.1   0.0   1.1   1   0   0   1   1   1   1 -
H3_H3.3              -          Acoe_PIA28244.1_7-96 -            2.4e-05   13.8   0.0   2.8e-05   13.6   0.0   1.0   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA29277.1_1-127 -            1.2e-53  169.9   2.6   1.4e-53  169.6   2.6   1.1   1   0   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA29277.1_1-127 -            4.4e-42  132.7   0.5   5.2e-42  132.5   0.5   1.1   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA29277.1_1-127 -            1.1e-05   14.5   0.4   1.7e-05   13.8   0.4   1.3   1   1   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA29277.1_1-127 -            3.1e-05   13.2   0.1   4.5e-05   12.7   0.1   1.2   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA29962.1_7-96 -            1.5e-49  156.5   0.2   1.6e-49  156.4   0.2   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA29962.1_7-96 -            1.1e-48  153.7   0.3   1.1e-48  153.7   0.3   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA29962.1_7-96 -            2.5e-48  153.2   0.5   2.6e-48  153.2   0.5   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA29962.1_7-96 -            4.1e-42  133.7   0.2   4.6e-42  133.6   0.2   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acoe_PIA29962.1_7-96 -            1.8e-36  114.5   0.1   1.9e-36  114.4   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA29968.1_6-102 -              5e-53  167.8   0.2   5.3e-53  167.7   0.2   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA29968.1_6-102 -            5.3e-52  164.4   0.2   5.6e-52  164.4   0.2   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA29968.1_6-102 -            1.4e-51  163.8   0.4   1.5e-51  163.7   0.4   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA29968.1_6-102 -            1.9e-44  141.4   0.1   2.1e-44  141.3   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acoe_PIA29968.1_6-102 -            1.6e-38  121.2   0.0   1.6e-38  121.1   0.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA30845.1_65-181 -            4.7e-08   22.2   0.0   6.3e-08   21.8   0.0   1.2   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA30845.1_65-181 -            5.3e-07   18.9   0.0   6.3e-07   18.7   0.0   1.1   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA30845.1_65-181 -            6.2e-05   12.3   0.0   7.8e-05   11.9   0.0   1.1   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acoe_PIA31597.1_9-113 -            3.7e-59  188.0   0.6   4.2e-59  187.8   0.6   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA31597.1_9-113 -              3e-44  139.4   0.6   3.2e-44  139.3   0.6   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA31597.1_9-113 -              6e-42  131.9   0.5   6.5e-42  131.8   0.5   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA31597.1_9-113 -            7.3e-39  122.5   0.7   8.1e-39  122.3   0.7   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA31597.1_9-113 -            1.4e-36  115.5   0.4   1.6e-36  115.4   0.4   1.0   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA32103.1_1-136 -            2.8e-53  168.7   9.8   1.2e-52  166.7   9.8   1.8   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA32103.1_1-136 -            2.5e-43  136.7   0.7   2.5e-43  136.7   0.7   1.4   2   0   0   2   2   2   1 -
H2B_canonical        -          Acoe_PIA32366.1_1-139 -            6.9e-53  167.4  11.6   6.8e-52  164.2  11.6   1.9   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA32366.1_1-139 -            3.3e-43  136.4   0.6   3.3e-43  136.4   0.6   1.5   2   0   0   2   2   2   1 -
H2A_H2A.Z            -          Acoe_PIA32958.1_1-76 -            4.1e-35  110.1   0.0   4.5e-35  110.0   0.0   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA32958.1_1-76 -            4.3e-29   90.3   0.0   4.6e-29   90.2   0.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA32958.1_1-76 -            9.2e-27   82.7   0.0   9.8e-27   82.6   0.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA32958.1_1-76 -            3.9e-26   81.1   0.1   4.1e-26   81.0   0.1   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA32958.1_1-76 -            1.6e-23   72.6   0.0   1.7e-23   72.5   0.0   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA33793.1_1-136 -            3.6e-07   19.3   0.0   5.3e-07   18.8   0.0   1.2   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA33793.1_1-136 -            5.7e-07   18.8   0.0   7.6e-07   18.4   0.0   1.2   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA33793.1_1-136 -            8.8e-05   11.8   0.0   0.00011   11.4   0.0   1.1   1   0   0   1   1   1   1 -
H3_canonical         -          Acoe_PIA36109.1_12-107 -            2.8e-58  185.1   1.0   3.4e-58  184.9   1.0   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Acoe_PIA36109.1_12-107 -            3.5e-57  181.7   1.0     4e-57  181.4   1.0   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acoe_PIA36109.1_12-107 -            4.2e-55  176.9   3.1   4.6e-55  176.8   3.1   1.0   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA38711.1_1-132 -            6.1e-53  167.6  12.5   5.1e-52  164.6  12.5   1.9   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA38711.1_1-132 -            8.2e-42  131.9   1.8   1.1e-41  131.5   1.7   1.3   1   1   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA38711.1_1-132 -            1.9e-05   13.7   0.2   2.8e-05   13.2   0.2   1.3   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA38983.1_1-108 -            1.7e-68  218.8   4.2   1.8e-68  218.7   4.2   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA38983.1_1-108 -            8.7e-54  170.3   0.9   9.9e-54  170.1   0.9   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA38983.1_1-108 -            1.8e-52  166.0   1.0     2e-52  165.8   1.0   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA38983.1_1-108 -            1.1e-46  148.7   0.7   1.4e-46  148.5   0.7   1.1   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acoe_PIA38983.1_1-108 -            2.1e-40  127.3   0.1   2.2e-40  127.2   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA39411.1_1-103 -            2.3e-58  185.1   0.6   2.5e-58  185.0   0.6   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA39411.1_1-103 -            4.1e-54  171.3   0.5   4.4e-54  171.2   0.5   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA39411.1_1-103 -            1.2e-53  170.6   1.2   1.2e-53  170.5   1.2   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA39411.1_1-103 -            5.1e-46  146.6   0.4   5.7e-46  146.4   0.4   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acoe_PIA39411.1_1-103 -            2.6e-40  126.9   0.1   2.8e-40  126.9   0.1   1.0   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA41554.1_1-129 -            8.8e-54  170.3   8.3   1.9e-53  169.3   8.3   1.5   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA41554.1_1-129 -            2.4e-43  136.8   0.8   3.1e-43  136.5   0.8   1.2   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA41554.1_1-129 -            2.3e-05   13.4   0.2   3.2e-05   13.0   0.2   1.3   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA43755.1_1-134 -            1.9e-52  166.0   8.2   4.8e-52  164.7   8.2   1.6   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA43755.1_1-134 -            1.9e-42  133.9   0.7   2.5e-42  133.5   0.7   1.1   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA44564.1_30-113 -            1.3e-05   14.7   0.0   1.5e-05   14.4   0.0   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Acoe_PIA44667.1_33-157 -            4.1e-79  252.7   1.6   4.7e-79  252.5   1.6   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acoe_PIA44667.1_33-157 -            5.7e-78  248.9   1.0   6.7e-78  248.7   1.0   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acoe_PIA44667.1_33-157 -            5.2e-65  209.4   1.8     6e-65  209.2   1.8   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Acoe_PIA44668.1_1-130 -              9e-61  193.3   3.9     5e-52  165.0   0.2   2.0   2   0   0   2   2   2   2 -
H3_canonical         -          Acoe_PIA44668.1_1-130 -            1.5e-60  192.5   2.8   6.5e-53  167.8   0.2   2.0   2   0   0   2   2   2   2 -
H3_cenH3             -          Acoe_PIA44668.1_1-130 -            4.4e-49  157.2   1.5     6e-49  156.8   1.5   1.2   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA44671.1_6-103 -            2.7e-57  181.6   0.6   2.9e-57  181.5   0.6   1.0   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA44671.1_6-103 -            7.6e-54  170.4   0.5   8.1e-54  170.3   0.5   1.0   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA44671.1_6-103 -            2.7e-53  169.4   1.1   2.9e-53  169.3   1.1   1.0   1   0   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA44671.1_6-103 -            3.4e-46  147.2   0.5   3.6e-46  147.1   0.5   1.0   1   0   0   1   1   1   1 -
H2A_H2A.Z            -          Acoe_PIA44671.1_6-103 -            7.4e-40  125.5   0.1   7.7e-40  125.4   0.1   1.0   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA44805.1_69-181 -              3e-08   22.8   0.0   4.2e-08   22.3   0.0   1.1   1   0   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA44805.1_69-181 -            3.7e-07   19.4   0.0   4.6e-07   19.1   0.0   1.1   1   0   0   1   1   1   1 -
H2A_H2A.W            -          Acoe_PIA44805.1_69-181 -            5.7e-05   12.4   0.0   6.9e-05   12.1   0.0   1.1   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA47218.1_1-139 -            8.2e-53  167.2  12.5     1e-51  163.6  12.5   1.9   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA47218.1_1-139 -            2.9e-42  133.3   1.3   2.9e-42  133.3   1.3   1.7   1   1   1   2   2   2   1 -
H2A_H2A.X            -          Acoe_PIA47218.1_1-139 -            1.9e-05   13.7   0.6   2.7e-05   13.2   0.3   1.4   1   1   0   1   1   1   1 -
H2A_canonical        -          Acoe_PIA47860.1_1-98 -            8.2e-08   21.5   0.0   8.3e-08   21.5   0.0   1.1   1   0   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA47860.1_1-98 -            1.8e-06   17.0   0.0   1.9e-06   16.9   0.0   1.1   1   0   0   1   1   1   1 -
H2B_canonical        -          Acoe_PIA48246.1_1-130 -            1.1e-53  170.0  10.3   4.2e-53  168.1  10.3   1.7   1   1   0   1   1   1   1 -
H2B_H2B.Z            -          Acoe_PIA48246.1_1-130 -            7.2e-42  132.0   3.3   1.1e-41  131.4   3.3   1.4   1   1   0   1   1   1   1 -
H2A_H2A.X            -          Acoe_PIA48246.1_1-130 -            3.2e-05   13.0   0.4   4.8e-05   12.4   0.4   1.3   1   1   0   1   1   1   1 -
H2A_macroH2A         -          Acoe_PIA48246.1_1-130 -             0.0092    4.3  11.8    0.0017    6.7   0.0   2.0   1   1   1   2   2   2   1 -
H3_H3.3              -          Acoe_PIA48468.1_748-892 -            2.9e-78  249.9   0.8   3.2e-78  249.7   0.8   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acoe_PIA48468.1_748-892 -            5.9e-75  239.2   0.3   6.5e-75  239.0   0.3   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acoe_PIA48468.1_748-892 -            3.3e-59  190.4   0.5   3.5e-59  190.3   0.5   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acoe_PIA49025.1_1-135 -            5.6e-59  189.6   2.7     6e-59  189.5   2.7   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acoe_PIA49025.1_1-135 -            5.5e-51  161.5   0.6   6.3e-51  161.4   0.6   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Acoe_PIA49025.1_1-135 -            1.9e-48  153.4   0.5   2.2e-48  153.1   0.5   1.0   1   0   0   1   1   1   1 -
H3_cenH3             -          Acoe_PIA49026.1_1-96 -              5e-30   94.7   4.0   5.2e-30   94.6   4.0   1.0   1   0   0   1   1   1   1 -
H3_canonical         -          Acoe_PIA49026.1_1-96 -            1.5e-29   92.1   1.2   1.7e-29   92.0   1.2   1.0   1   0   0   1   1   1   1 -
H3_H3.3              -          Acoe_PIA49026.1_1-96 -            5.1e-27   84.0   0.6   5.6e-27   83.9   0.6   1.0   1   0   0   1   1   1   1 -
