#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
H2A_H2A.W            -            156 Aano_EGB10091_4-102  -             99   1.3e-48  154.2   3.6   1   1   6.9e-49   1.4e-48  154.1   3.6    12   109     1    98     1    99 0.98 -
H2A_macroH2A         -            369 Aano_EGB10091_4-102  -             99   1.1e-44  142.2   0.6   1   1   6.2e-45   1.2e-44  142.0   0.6     4    95     6    98     3    99 0.96 -
H2A_H2A.Z            -            140 Aano_EGB10091_4-102  -             99   3.9e-38  119.9   0.0   1   1     2e-38   4.1e-38  119.8   0.0    19   112     6    98     1    99 0.92 -
H2A_H2A.Z            -            140 Aano_EGB12231_7-111  -            105   1.6e-54  173.0   0.1   1   1   8.8e-55   1.8e-54  172.9   0.1    15   115     4   105     1   105 0.91 -
H2A_canonical        -            130 Aano_EGB12231_7-111  -            105   3.1e-43  136.1   0.1   1   1   1.7e-43   3.5e-43  135.9   0.1     6   100     9   104     2   105 0.87 -
H2A_H2A.X            -            137 Aano_EGB12231_7-111  -            105     2e-41  130.2   0.1   1   1   1.1e-41   2.2e-41  130.1   0.1     3   102     3   103     1   105 0.94 -
H2A_H2A.W            -            156 Aano_EGB12231_7-111  -            105   4.4e-39  123.2   0.7   1   1   2.4e-39   4.7e-39  123.1   0.7    10   110     2   103     1   105 0.93 -
H2A_macroH2A         -            369 Aano_EGB12231_7-111  -            105   3.8e-35  110.8   0.1   1   1   2.2e-35   4.5e-35  110.6   0.1     3    96     6   103     4   105 0.93 -
H2B_canonical        -            126 Acas_ELR11270_764-844 -             81   4.1e-22   68.0   0.2   1   1   2.9e-22   4.8e-22   67.8   0.2    38   105     9    76     5    80 0.94 -
H2B_H2B.Z            -            123 Acas_ELR11270_764-844 -             81     3e-18   55.7   0.2   1   1   2.1e-18   3.5e-18   55.5   0.2    37   101    12    76     6    80 0.93 -
H2A_canonical        -            130 Acas_ELR11270_764-844 -             81   4.1e-07   19.3   0.3   1   1   2.7e-07   4.5e-07   19.1   0.3    45    90    27    72    11    77 0.86 -
H2A_macroH2A         -            369 Acas_ELR11270_764-844 -             81   2.9e-06   15.8   0.2   1   1   1.9e-06   3.2e-06   15.7   0.2    36    86    21    71    11    76 0.85 -
H2A_H2A.X            -            137 Acas_ELR11270_764-844 -             81   3.7e-06   16.0   0.2   1   1   2.4e-06     4e-06   15.9   0.2    57    93    36    72    14    76 0.86 -
H2A_H2A.W            -            156 Acas_ELR11270_764-844 -             81   1.6e-05   14.1   0.1   1   1     1e-05   1.7e-05   14.1   0.1    61   101    32    72    12    77 0.86 -
H2A_H2A.X            -            137 Acas_ELR13945_43-109 -             67   5.9e-37  115.8   0.3   1   1   3.1e-37   6.1e-37  115.7   0.3    42   102     7    67     1    67 0.95 -
H2A_canonical        -            130 Acas_ELR13945_43-109 -             67   4.6e-36  112.9   0.4   1   1   2.6e-36   5.3e-36  112.7   0.4    39    99     7    67     2    67 0.96 -
H2A_H2A.W            -            156 Acas_ELR13945_43-109 -             67   3.7e-34  107.2   0.4   1   1     2e-34   3.9e-34  107.1   0.4    50   109     7    66     1    67 0.95 -
H2A_macroH2A         -            369 Acas_ELR13945_43-109 -             67   2.2e-31   98.4   0.2   1   1   1.2e-31   2.4e-31   98.3   0.2    37    96     8    67     2    67 0.95 -
H2A_H2A.Z            -            140 Acas_ELR13945_43-109 -             67   1.2e-28   89.2   0.1   1   1   6.1e-29   1.2e-28   89.1   0.1    49   112     3    66     1    67 0.95 -
H2A_H2A.Z            -            140 Acas_ELR14213_6-105  -            100   1.2e-57  183.1   0.1   1   1   6.6e-58   1.3e-57  183.0   0.1    21   115     6   100     1   100 0.96 -
H2A_canonical        -            130 Acas_ELR14213_6-105  -            100   5.3e-44  138.5   0.1   1   1   2.8e-44   5.6e-44  138.5   0.1     9   100     7    99     1   100 0.91 -
H2A_H2A.X            -            137 Acas_ELR14213_6-105  -            100   5.6e-41  128.8   0.1   1   1     3e-41     6e-41  128.7   0.1     8   102     3    98     1   100 0.91 -
H2A_H2A.W            -            156 Acas_ELR14213_6-105  -            100   1.6e-37  118.1   0.2   1   1   8.4e-38   1.7e-37  118.1   0.2    22   110     9    98     1   100 0.90 -
H2A_macroH2A         -            369 Acas_ELR14213_6-105  -            100   2.8e-37  117.8   0.2   1   1   1.6e-37   3.1e-37  117.7   0.2     8    96     9    98     3   100 0.94 -
H2B_canonical        -            126 Acas_ELR16498_1-88   -             88   1.6e-38  121.1   0.2   1   1   3.3e-39   1.6e-38  121.0   0.2    32   109     9    86     1    88 0.92 -
H2B_H2B.Z            -            123 Acas_ELR16498_1-88   -             88   3.5e-33  104.0   0.1   1   1   7.3e-34   3.6e-33  103.9   0.1    30   105    11    86     1    88 0.91 -
H2A_H2A.X            -            137 Acas_ELR17600_15-135 -            121   8.2e-09   24.6   0.0   1   1     5e-09     1e-08   24.3   0.0    21    94    41   115    28   121 0.88 -
H2A_canonical        -            130 Acas_ELR17600_15-135 -            121   4.1e-08   22.5   0.0   1   1   2.4e-08   4.9e-08   22.2   0.0    15    95    38   118    26   121 0.82 -
H2A_H2A.W            -            156 Acas_ELR17600_15-135 -            121   2.5e-05   13.6   0.0   1   1   1.6e-05   3.1e-05   13.2   0.0    30   102    42   115    32   119 0.81 -
H2A_macroH2A         -            369 Acas_ELR17600_15-135 -            121   6.1e-05   11.4   0.0   1   1   3.6e-05   7.2e-05   11.2   0.0    19    91    45   117    34   121 0.82 -
H2A_H2A.Z            -            140 Acas_ELR17600_15-135 -            121   7.1e-05   12.1   0.0   1   1     4e-05     8e-05   12.0   0.0    21   112    31   121     9   121 0.80 -
H2A_H2A.X            -            137 Acas_ELR19194_43-94  -             52   2.6e-23   71.6   0.2   1   1   1.4e-23   2.7e-23   71.5   0.2    42    82     7    47     1    51 0.92 -
H2A_canonical        -            130 Acas_ELR19194_43-94  -             52   6.1e-23   70.4   0.2   1   1   3.3e-23   6.7e-23   70.3   0.2    39    80     7    48     1    51 0.93 -
H2A_H2A.W            -            156 Acas_ELR19194_43-94  -             52   7.5e-23   70.5   0.2   1   1   4.1e-23   8.2e-23   70.3   0.2    50    91     7    48     1    51 0.92 -
H2A_macroH2A         -            369 Acas_ELR19194_43-94  -             52   2.1e-20   62.3   0.1   1   1     1e-20   2.1e-20   62.3   0.1    37    77     8    48     2    52 0.90 -
H2A_H2A.Z            -            140 Acas_ELR19194_43-94  -             52   1.5e-17   53.2   0.1   1   1     8e-18   1.6e-17   53.1   0.1    49    94     3    48     1    51 0.92 -
H2B_canonical        -            126 Acas_ELR19361_1-139  -            139   1.7e-50  159.7   3.7   1   1   1.6e-50   3.3e-50  158.8   3.7     6   111    33   139     2   139 0.84 -
H2B_H2B.Z            -            123 Acas_ELR19361_1-139  -            139   1.4e-43  137.6   1.2   1   2      0.28      0.55   -0.0   0.3     3    18    10    30     8    42 0.44 -
H2B_H2B.Z            -            123 Acas_ELR19361_1-139  -            139   1.4e-43  137.6   1.2   2   2   6.8e-44   1.4e-43  137.6   1.2     4   107    33   139    29   139 0.89 -
H2A_H2A.X            -            137 Acas_ELR19361_1-139  -            139    0.0004    9.4   4.9   1   1   0.00049   0.00098    8.2   4.9    18    92    54   128     1   137 0.80 -
H3_H3.3              -            136 Acas_ELR19361_1-139  -            139    0.0045    6.5   8.7   1   1     0.012     0.023    4.2   8.7     9   131     5   129     2   135 0.76 -
H3_canonical         -            136 Acas_ELR19361_1-139  -            139      0.11    1.9  12.0   1   1       1.9       3.9   -3.1  12.0    10   130     6   128     2   136 0.58 -
H3_H3.3              -            136 Acas_ELR19918_1-134  -            134   2.2e-81  260.0   5.0   1   1   7.3e-82   2.4e-81  259.9   5.0     1   136     1   134     1   134 0.98 -
H3_canonical         -            136 Acas_ELR19918_1-134  -            134   1.2e-80  257.6   3.9   1   1   3.9e-81   1.3e-80  257.5   3.9     1   136     1   134     1   134 0.97 -
H3_cenH3             -            268 Acas_ELR19918_1-134  -            134   5.1e-64  206.2   2.9   1   1   1.7e-64   5.5e-64  206.1   2.9   128   256     5   132     1   134 0.88 -
H3_cenH3             -            268 Acas_ELR20612_32-176 -            145   4.3e-62  199.8   1.8   1   1   1.5e-62   5.1e-62  199.6   1.8   126   257     7   141     1   144 0.79 -
H3_canonical         -            136 Acas_ELR20612_32-176 -            145   1.4e-49  156.9   0.3   1   1   6.1e-50     2e-49  156.5   0.3     3   135    13   141    10   142 0.91 -
H3_H3.3              -            136 Acas_ELR20612_32-176 -            145   1.3e-47  150.7   0.6   1   1   5.4e-48   1.8e-47  150.2   0.6     3   135    13   141    11   142 0.90 -
H3_H3.3              -            136 Acas_ELR20748_1-88   -             88   2.2e-45  143.5   3.7   1   1   7.8e-46   2.6e-45  143.2   3.7     1    81     1    79     1    82 0.97 -
H3_canonical         -            136 Acas_ELR20748_1-88   -             88   1.1e-43  137.8   3.4   1   1   3.9e-44   1.3e-43  137.7   3.4     1    82     1    80     1    83 0.95 -
H3_cenH3             -            268 Acas_ELR20748_1-88   -             88   3.5e-28   88.7   1.4   1   1   1.2e-28     4e-28   88.5   1.4   127   201     4    79     1    83 0.79 -
H3_H3.3              -            136 Acas_ELR20748_80-121 -             42   1.2e-21   66.6   0.1   1   1   3.8e-22   1.3e-21   66.5   0.1   102   136     8    42     3    42 0.95 -
H3_cenH3             -            268 Acas_ELR20748_80-121 -             42   1.3e-21   67.2   0.1   1   1   4.3e-22   1.4e-21   67.0   0.1   225   256     9    40     9    42 0.96 -
H3_canonical         -            136 Acas_ELR20748_80-121 -             42   1.7e-21   66.1   0.0   1   1   5.3e-22   1.8e-21   66.0   0.0   103   136     9    42     4    42 0.96 -
H3_cenH3             -            268 Acas_ELR25487_130-227 -             98   1.9e-31   99.4   0.2   1   1   6.4e-32   2.1e-31   99.2   0.2   152   234     7    91     1    92 0.89 -
H3_canonical         -            136 Acas_ELR25487_130-227 -             98   9.6e-27   83.0   0.1   1   1   3.2e-27   1.1e-26   82.9   0.1    25   113     7    92     1    98 0.88 -
H3_H3.3              -            136 Acas_ELR25487_130-227 -             98   8.9e-26   80.0   0.1   1   1     3e-26     1e-25   79.8   0.1    23   113     5    92     1    98 0.91 -
H3_canonical         -            136 Acoe_PIA28244.1_7-96 -             90     2e-06   17.3   0.0   1   1   4.4e-07   2.2e-06   17.1   0.0    63   128    14    79     2    83 0.87 -
H3_H3.3              -            136 Acoe_PIA28244.1_7-96 -             90   2.4e-05   13.8   0.0   1   1   5.7e-06   2.8e-05   13.6   0.0    62   126    13    77     2    82 0.89 -
H2B_canonical        -            126 Acoe_PIA29277.1_1-127 -            127   1.2e-53  169.9   2.6   1   1   5.8e-54   1.4e-53  169.6   2.6     6   111    20   127     7   127 0.84 -
H2B_H2B.Z            -            123 Acoe_PIA29277.1_1-127 -            127   4.4e-42  132.7   0.5   1   1   2.1e-42   5.2e-42  132.5   0.5    16   107    36   127    19   127 0.88 -
H2A_H2A.X            -            137 Acoe_PIA29277.1_1-127 -            127   1.1e-05   14.5   0.4   1   1     7e-06   1.7e-05   13.8   0.4    11    92    38   116    27   125 0.75 -
H2A_canonical        -            130 Acoe_PIA29277.1_1-127 -            127   3.1e-05   13.2   0.1   1   1   1.8e-05   4.5e-05   12.7   0.1     8    89    36   116    29   125 0.75 -
H2A_H2A.X            -            137 Acoe_PIA29962.1_7-96 -             90   1.5e-49  156.5   0.2   1   1     8e-50   1.6e-49  156.4   0.2    12    95     7    89     1    90 0.93 -
H2A_canonical        -            130 Acoe_PIA29962.1_7-96 -             90   1.1e-48  153.7   0.3   1   1   5.6e-49   1.1e-48  153.7   0.3     9    92     6    89     1    90 0.94 -
H2A_H2A.W            -            156 Acoe_PIA29962.1_7-96 -             90   2.5e-48  153.2   0.5   1   1   1.3e-48   2.6e-48  153.2   0.5    20   103     6    89     1    90 0.95 -
H2A_macroH2A         -            369 Acoe_PIA29962.1_7-96 -             90   4.1e-42  133.7   0.2   1   1   2.3e-42   4.6e-42  133.6   0.2     8    89     8    89     3    90 0.95 -
H2A_H2A.Z            -            140 Acoe_PIA29962.1_7-96 -             90   1.8e-36  114.5   0.1   1   1   9.5e-37   1.9e-36  114.4   0.1    21   106     5    89     1    90 0.94 -
H2A_H2A.X            -            137 Acoe_PIA29968.1_6-102 -             97     5e-53  167.8   0.2   1   1   2.6e-53   5.3e-53  167.7   0.2    10   102     6    97     1    97 0.92 -
H2A_canonical        -            130 Acoe_PIA29968.1_6-102 -             97   5.3e-52  164.4   0.2   1   1   2.8e-52   5.6e-52  164.4   0.2     8    99     6    97     1    97 0.94 -
H2A_H2A.W            -            156 Acoe_PIA29968.1_6-102 -             97   1.4e-51  163.8   0.4   1   1   7.3e-52   1.5e-51  163.7   0.4    20   109     7    96     1    97 0.94 -
H2A_macroH2A         -            369 Acoe_PIA29968.1_6-102 -             97   1.9e-44  141.4   0.1   1   1   1.1e-44   2.1e-44  141.3   0.1     8    95     9    96     3    97 0.96 -
H2A_H2A.Z            -            140 Acoe_PIA29968.1_6-102 -             97   1.6e-38  121.2   0.0   1   1   8.1e-39   1.6e-38  121.1   0.0    21   112     6    96     1    97 0.94 -
H2A_H2A.X            -            137 Acoe_PIA30845.1_65-181 -            117   4.7e-08   22.2   0.0   1   1   1.9e-08   6.3e-08   21.8   0.0    28    93    44   109    33   116 0.94 -
H2A_canonical        -            130 Acoe_PIA30845.1_65-181 -            117   5.3e-07   18.9   0.0   1   1   1.9e-07   6.3e-07   18.7   0.0    26    92    45   111    30   117 0.88 -
H2A_H2A.W            -            156 Acoe_PIA30845.1_65-181 -            117   6.2e-05   12.3   0.0   1   1   2.3e-05   7.8e-05   11.9   0.0    37   100    45   108    36   114 0.91 -
H2A_H2A.Z            -            140 Acoe_PIA31597.1_9-113 -            105   3.7e-59  188.0   0.6   1   1   2.1e-59   4.2e-59  187.8   0.6    15   115     5   105     2   105 0.97 -
H2A_canonical        -            130 Acoe_PIA31597.1_9-113 -            105     3e-44  139.4   0.6   1   1   1.6e-44   3.2e-44  139.3   0.6     7   100    10   104     2   105 0.89 -
H2A_H2A.X            -            137 Acoe_PIA31597.1_9-113 -            105     6e-42  131.9   0.5   1   1   3.2e-42   6.5e-42  131.8   0.5     3   102     4   103     2   105 0.91 -
H2A_H2A.W            -            156 Acoe_PIA31597.1_9-113 -            105   7.3e-39  122.5   0.7   1   1     4e-39   8.1e-39  122.3   0.7    14   111     7   104     2   105 0.90 -
H2A_macroH2A         -            369 Acoe_PIA31597.1_9-113 -            105   1.4e-36  115.5   0.4   1   1   7.9e-37   1.6e-36  115.4   0.4     5    97    11   104     7   105 0.94 -
H2B_canonical        -            126 Acoe_PIA32103.1_1-136 -            136   2.8e-53  168.7   9.8   1   1   2.3e-53   1.2e-52  166.7   9.8     5   111    24   136     1   136 0.78 -
H2B_H2B.Z            -            123 Acoe_PIA32103.1_1-136 -            136   2.5e-43  136.7   0.7   1   2       1.7       8.7   -3.9   0.4     4    15     7    18     5    19 0.72 -
H2B_H2B.Z            -            123 Acoe_PIA32103.1_1-136 -            136   2.5e-43  136.7   0.7   2   2     5e-44   2.5e-43  136.7   0.7     3   107    25   136    23   136 0.82 -
H2B_canonical        -            126 Acoe_PIA32366.1_1-139 -            139   6.9e-53  167.4  11.6   1   1   1.4e-52   6.8e-52  164.2  11.6     5   111    27   139     1   139 0.80 -
H2B_H2B.Z            -            123 Acoe_PIA32366.1_1-139 -            139   3.3e-43  136.4   0.6   1   2       0.9       4.5   -3.0   0.6     4    16     7    19     5    24 0.72 -
H2B_H2B.Z            -            123 Acoe_PIA32366.1_1-139 -            139   3.3e-43  136.4   0.6   2   2   6.6e-44   3.3e-43  136.4   0.6     3   107    28   139    26   139 0.81 -
H2A_H2A.Z            -            140 Acoe_PIA32958.1_1-76 -             76   4.1e-35  110.1   0.0   1   1   2.2e-35   4.5e-35  110.0   0.0    40   114     2    76     1    76 0.99 -
H2A_canonical        -            130 Acoe_PIA32958.1_1-76 -             76   4.3e-29   90.3   0.0   1   1   2.3e-29   4.6e-29   90.2   0.0    27    99     2    75     1    76 0.95 -
H2A_H2A.X            -            137 Acoe_PIA32958.1_1-76 -             76   9.2e-27   82.7   0.0   1   1   4.9e-27   9.8e-27   82.6   0.0    30   101     2    74     1    76 0.96 -
H2A_H2A.W            -            156 Acoe_PIA32958.1_1-76 -             76   3.9e-26   81.1   0.1   1   1   2.1e-26   4.1e-26   81.0   0.1    37   109     1    74     1    76 0.94 -
H2A_macroH2A         -            369 Acoe_PIA32958.1_1-76 -             76   1.6e-23   72.6   0.0   1   1   8.3e-24   1.7e-23   72.5   0.0    24    96     2    75     1    76 0.96 -
H2A_H2A.X            -            137 Acoe_PIA33793.1_1-136 -            136   3.6e-07   19.3   0.0   1   1   1.6e-07   5.3e-07   18.8   0.0    28    93    63   128    58   135 0.94 -
H2A_canonical        -            130 Acoe_PIA33793.1_1-136 -            136   5.7e-07   18.8   0.0   1   1   2.3e-07   7.6e-07   18.4   0.0    25    92    63   130    54   136 0.88 -
H2A_H2A.W            -            156 Acoe_PIA33793.1_1-136 -            136   8.8e-05   11.8   0.0   1   1   3.4e-05   0.00011   11.4   0.0    36   100    63   127    55   133 0.91 -
H3_canonical         -            136 Acoe_PIA36109.1_12-107 -             96   2.8e-58  185.1   1.0   1   1     1e-58   3.4e-58  184.9   1.0    50   136    10    96     6    96 0.98 -
H3_H3.3              -            136 Acoe_PIA36109.1_12-107 -             96   3.5e-57  181.7   1.0   1   1   1.2e-57     4e-57  181.4   1.0    50   136    10    96     5    96 0.98 -
H3_cenH3             -            268 Acoe_PIA36109.1_12-107 -             96   4.2e-55  176.9   3.1   1   1   1.4e-55   4.6e-55  176.8   3.1   170   256    10    94     2    96 0.96 -
H2B_canonical        -            126 Acoe_PIA38711.1_1-132 -            132   6.1e-53  167.6  12.5   1   1   1.5e-52   5.1e-52  164.6  12.5     4   111     4   132     1   132 0.81 -
H2B_H2B.Z            -            123 Acoe_PIA38711.1_1-132 -            132   8.2e-42  131.9   1.8   1   1   3.2e-42   1.1e-41  131.5   1.7    20   107    42   132    14   132 0.82 -
H2A_H2A.X            -            137 Acoe_PIA38711.1_1-132 -            132   1.9e-05   13.7   0.2   1   1   8.5e-06   2.8e-05   13.2   0.2     6    92    35   121    23   130 0.81 -
H2A_H2A.W            -            156 Acoe_PIA38983.1_1-108 -            108   1.7e-68  218.8   4.2   1   1     9e-69   1.8e-68  218.7   4.2     5   110     3   108     1   108 0.97 -
H2A_H2A.X            -            137 Acoe_PIA38983.1_1-108 -            108   8.7e-54  170.3   0.9   1   1     5e-54   9.9e-54  170.1   0.9     4   101    10   107     3   108 0.90 -
H2A_canonical        -            130 Acoe_PIA38983.1_1-108 -            108   1.8e-52  166.0   1.0   1   1     1e-52     2e-52  165.8   1.0     5    99    14   108     7   108 0.93 -
H2A_macroH2A         -            369 Acoe_PIA38983.1_1-108 -            108   1.1e-46  148.7   0.7   1   1   6.8e-47   1.4e-46  148.5   0.7     5    95    17   107    12   108 0.96 -
H2A_H2A.Z            -            140 Acoe_PIA38983.1_1-108 -            108   2.1e-40  127.3   0.1   1   1   1.1e-40   2.2e-40  127.2   0.1    10   112     5   107     1   108 0.90 -
H2A_H2A.X            -            137 Acoe_PIA39411.1_1-103 -            103   2.3e-58  185.1   0.6   1   1   1.3e-58   2.5e-58  185.0   0.6     1   102     1   103     1   103 0.96 -
H2A_canonical        -            130 Acoe_PIA39411.1_1-103 -            103   4.1e-54  171.3   0.5   1   1   2.2e-54   4.4e-54  171.2   0.5     1    99     1   103     1   103 0.89 -
H2A_H2A.W            -            156 Acoe_PIA39411.1_1-103 -            103   1.2e-53  170.6   1.2   1   1   6.1e-54   1.2e-53  170.5   1.2    12   109     5   102     1   103 0.91 -
H2A_macroH2A         -            369 Acoe_PIA39411.1_1-103 -            103   5.1e-46  146.6   0.4   1   1   2.9e-46   5.7e-46  146.4   0.4     3    95    10   102     6   103 0.95 -
H2A_H2A.Z            -            140 Acoe_PIA39411.1_1-103 -            103   2.6e-40  126.9   0.1   1   1   1.4e-40   2.8e-40  126.9   0.1    15   112     5   102     1   103 0.89 -
H2B_canonical        -            126 Acoe_PIA41554.1_1-129 -            129   8.8e-54  170.3   8.3   1   1   5.6e-54   1.9e-53  169.3   8.3     6   111     6   129     1   129 0.80 -
H2B_H2B.Z            -            123 Acoe_PIA41554.1_1-129 -            129   2.4e-43  136.8   0.8   1   1   9.2e-44   3.1e-43  136.5   0.8     3   107    18   129     5   129 0.83 -
H2A_H2A.X            -            137 Acoe_PIA41554.1_1-129 -            129   2.3e-05   13.4   0.2   1   1   9.6e-06   3.2e-05   13.0   0.2     6    92    34   118    22   127 0.84 -
H2B_canonical        -            126 Acoe_PIA43755.1_1-134 -            134   1.9e-52  166.0   8.2   1   1   9.6e-53   4.8e-52  164.7   8.2     5   111    22   134     1   134 0.80 -
H2B_H2B.Z            -            123 Acoe_PIA43755.1_1-134 -            134   1.9e-42  133.9   0.7   1   1     5e-43   2.5e-42  133.5   0.7     3   107    23   134    21   134 0.81 -
H2B_canonical        -            126 Acoe_PIA44564.1_30-113 -             84   1.3e-05   14.7   0.0   1   1   1.5e-06   1.5e-05   14.4   0.0    42    95    16    70    12    77 0.87 -
H3_H3.3              -            136 Acoe_PIA44667.1_33-157 -            125   4.1e-79  252.7   1.6   1   1   1.4e-79   4.7e-79  252.5   1.6    19   136     8   125     4   125 0.99 -
H3_canonical         -            136 Acoe_PIA44667.1_33-157 -            125   5.7e-78  248.9   1.0   1   1     2e-78   6.7e-78  248.7   1.0    19   136     8   125     3   125 0.98 -
H3_cenH3             -            268 Acoe_PIA44667.1_33-157 -            125   5.2e-65  209.4   1.8   1   1   1.8e-65     6e-65  209.2   1.8   154   256    16   123     5   125 0.90 -
H3_H3.3              -            136 Acoe_PIA44668.1_1-130 -            130     9e-61  193.3   3.9   1   2   7.8e-11   2.6e-10   29.9   0.4     1    31     1    31     1    37 0.88 -
