og_class	orthogroup	Pattern	og_id	og_tmp	og_name	og_name_short	og_id_short	gene_class	gene_type	domains	search	inflation	min_size	sum_gain	sum_loss	sum_pres_total	sum_pres_extant
Acetyltransf_1.HG1.28	Acetyltransf_1	Acetyltransf_1.HG1.28:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000030001000000000000000000000000000000000100001000000000000000000000020100000000000000000000	Acetyltransf_1.HG1.28	Acetyltransf_1.HG1.28:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.28 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	33.0579462461081	6
Acetyltransf_1.HG1.29	Acetyltransf_1	Acetyltransf_1.HG1.29:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000210000000000001000000000001000000000020000000000000000000000	Acetyltransf_1.HG1.29	Acetyltransf_1.HG1.29:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.29 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	25.6971442439327	6
Acetyltransf_1.HG1.3	Acetyltransf_1	Acetyltransf_1.HG1.3:like:NAT14:likeclu:23	0100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000010000	Acetyltransf_1.HG1.3	Acetyltransf_1.HG1.3:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.3 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	4.96707164365292	4
Acetyltransf_1.HG1.30	Acetyltransf_1	Acetyltransf_1.HG1.30:like:NAT8/NAT8L:likeclu:38	0000200000000000000000000000000000000000000001010000010110001100000000000010010020000000000000000000000000000000000000000000000020000000000000001001000000000000000000000000	Acetyltransf_1.HG1.30	Acetyltransf_1.HG1.30:like_NAT8/NAT8L	like:NAT8/NAT8L	like:NAT8/NAT8L	Acetyltransf_1.HG1.30 | like:NAT8/NAT8L	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	62.8095331853634	14
Acetyltransf_1.HG1.31	Acetyltransf_1	Acetyltransf_1.HG1.31:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001001010000000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.31	Acetyltransf_1.HG1.31:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.31 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	10.6548499578461	3
Acetyltransf_1.HG1.32	Acetyltransf_1	Acetyltransf_1.HG1.32:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000020100000000000000000000	Acetyltransf_1.HG1.32	Acetyltransf_1.HG1.32:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.32 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	5.68099117355046	3
Acetyltransf_1.HG1.33	Acetyltransf_1	Acetyltransf_1.HG1.33:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010100000000000000000000	Acetyltransf_1.HG1.33	Acetyltransf_1.HG1.33:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.33 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	4.05406862542666	2
Acetyltransf_1.HG1.34	Acetyltransf_1	Acetyltransf_1.HG1.34:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.34	Acetyltransf_1.HG1.34:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.34 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	3.05506002424666	2
Acetyltransf_1.HG1.35	Acetyltransf_1	Acetyltransf_1.HG1.35:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000000001000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.35	Acetyltransf_1.HG1.35:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.35 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	5.0155155449401	3
Acetyltransf_1.HG1.36	Acetyltransf_1	Acetyltransf_1.HG1.36:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110211110000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.36	Acetyltransf_1.HG1.36:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.36 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	14.1985961830325	7
Acetyltransf_1.HG1.37	Acetyltransf_1	Acetyltransf_1.HG1.37:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011211111111111110111000000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.37	Acetyltransf_1.HG1.37:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.37 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	39.3324322638295	19
Acetyltransf_1.HG1.38	Acetyltransf_1	Acetyltransf_1.HG1.38:NAT8/NAT8L	2508250001000001030008003418001000000055001000010000002000000100100000000010000200000001124000000000000001110000000021001000002010100001111100000000001001110000000111100000	Acetyltransf_1.HG1.38	Acetyltransf_1.HG1.38:NAT8/NAT8L	NAT8/NAT8L	NAT8/NAT8L	Acetyltransf_1.HG1.38 | NAT8/NAT8L	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	166.612973821376	49
Acetyltransf_1.HG1.39	Acetyltransf_1	Acetyltransf_1.HG1.39:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000002000111010010000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.39	Acetyltransf_1.HG1.39:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.39 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	14.3709507696778	6
Acetyltransf_1.HG1.4	Acetyltransf_1	Acetyltransf_1.HG1.4:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000110012100000000001100000001020000000000000000000000	Acetyltransf_1.HG1.4	Acetyltransf_1.HG1.4:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.4 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	42.3268230639928	10
Acetyltransf_1.HG1.40	Acetyltransf_1	Acetyltransf_1.HG1.40:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000001020000000000000000000000	Acetyltransf_1.HG1.40	Acetyltransf_1.HG1.40:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.40 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	7.26051500394542	3
Acetyltransf_1.HG1.41	Acetyltransf_1	Acetyltransf_1.HG1.41:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000022101000000000000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.41	Acetyltransf_1.HG1.41:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.41 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	9.83297927788958	4
Acetyltransf_1.HG1.42	Acetyltransf_1	Acetyltransf_1.HG1.42:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011111112000001000000000000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.42	Acetyltransf_1.HG1.42:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.42 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	19.3579916770539	9
Acetyltransf_1.HG1.43	Acetyltransf_1	Acetyltransf_1.HG1.43:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000001001100000010100000000000000000000	Acetyltransf_1.HG1.43	Acetyltransf_1.HG1.43:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.43 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	24.9730127273937	6
Acetyltransf_1.HG1.44	Acetyltransf_1	Acetyltransf_1.HG1.44:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110000000001011100000000000002000000000000000000000000000000	Acetyltransf_1.HG1.44	Acetyltransf_1.HG1.44:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.44 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	17.241242105945	7
Acetyltransf_1.HG1.45	Acetyltransf_1	Acetyltransf_1.HG1.45:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001100000000000000000000000010000000000000000000000	Acetyltransf_1.HG1.45	Acetyltransf_1.HG1.45:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.45 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	4.98197954701915	3
Acetyltransf_1.HG1.46	Acetyltransf_1	Acetyltransf_1.HG1.46:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000110111000000000000000000000041100000000000000000000	Acetyltransf_1.HG1.46	Acetyltransf_1.HG1.46:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.46 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	24.2937543989709	8
Acetyltransf_1.HG1.47	Acetyltransf_1	Acetyltransf_1.HG1.47:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	0000000000000000000000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.47	Acetyltransf_1.HG1.47:like_NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1.HG1.47 | like:NAA30/NAT8/NAT8L/NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	1.11361728061405	1
Acetyltransf_1.HG1.48	Acetyltransf_1	Acetyltransf_1.HG1.48:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000001000000000000000000000000000000000	Acetyltransf_1.HG1.48	Acetyltransf_1.HG1.48:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.48 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	1.2569568045311	1
Acetyltransf_1.HG1.49	Acetyltransf_1	Acetyltransf_1.HG1.49:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.49	Acetyltransf_1.HG1.49:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.49 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	1.11775631713549	1
Acetyltransf_1.HG1.5	Acetyltransf_1	Acetyltransf_1.HG1.5:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000110000100000000000000000000000000000000000000000001000000000000000	Acetyltransf_1.HG1.5	Acetyltransf_1.HG1.5:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.5 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	25.3642273215161	5
Acetyltransf_1.HG1.50	Acetyltransf_1	Acetyltransf_1.HG1.50:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000000000000000	Acetyltransf_1.HG1.50	Acetyltransf_1.HG1.50:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.50 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	1.12249174946995	1
Acetyltransf_1.HG1.51	Acetyltransf_1	Acetyltransf_1.HG1.51:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000000000000000	Acetyltransf_1.HG1.51	Acetyltransf_1.HG1.51:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.51 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	1.27428761092796	1
Acetyltransf_1.HG1.52	Acetyltransf_1	Acetyltransf_1.HG1.52:like:NAT8/NAT8L:likeclu:38	0000000000000000000001000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.52	Acetyltransf_1.HG1.52:like_NAT8/NAT8L	like:NAT8/NAT8L	like:NAT8/NAT8L	Acetyltransf_1.HG1.52 | like:NAT8/NAT8L	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	1.08188995221615	1
Acetyltransf_1.HG1.6	Acetyltransf_1	Acetyltransf_1.HG1.6:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	0000000000000000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000100000000	Acetyltransf_1.HG1.6	Acetyltransf_1.HG1.6:like_NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1.HG1.6 | like:NAA30/NAT8/NAT8L/NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	2.36934756799912	2
Acetyltransf_1.HG1.7	Acetyltransf_1	Acetyltransf_1.HG1.7:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	0000000000000000000000000000000000000000000000000000000100000000100100001000000000010000001000000000000001000000001000000000000000000010000000000020000000000000000000000100	Acetyltransf_1.HG1.7	Acetyltransf_1.HG1.7:like_NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1.HG1.7 | like:NAA30/NAT8/NAT8L/NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	51.1293325715586	11
Acetyltransf_1.HG1.8	Acetyltransf_1	Acetyltransf_1.HG1.8:like:NAT14:likeclu:23	0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000010000000000001100000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.8	Acetyltransf_1.HG1.8:like_NAT14	like:NAT14	like:NAT14	Acetyltransf_1.HG1.8 | like:NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	4.54380616232768	3
Acetyltransf_1.HG1.9	Acetyltransf_1	Acetyltransf_1.HG1.9:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	0000000000000000000000000000000000000000000000000000000010000000000100000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000	Acetyltransf_1.HG1.9	Acetyltransf_1.HG1.9:like_NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	like:NAA30/NAT8/NAT8L/NAT14	Acetyltransf_1.HG1.9 | like:NAA30/NAT8/NAT8L/NAT14	Acetylation	Acetylase	Acetyltransf_1	GA	1.1	2	NA	NA	3.39406335964343	2
