members	component	classification	posx	posy
Smoe_EFJ33683_17-114	0	H2B	0.058910612016916275	0.37632063031196594
Tetwil_Twilhelma_g11786.t2_329-445	0	H2B	-0.06984370946884155	-0.21615201234817505
Skow_XP_006825352.1_1-109	0	H2B	-0.21919666230678558	-0.15016654133796692
Styinc_Gene257_m257_25-137	0	H2B	0.16794069111347198	0.01394945103675127
Nvec_NVE9469_1-103	0	H2B	-0.0775759294629097	-0.3370357155799866
Mbre_EDQ86043_1-105	0	H2B	-0.16359072923660278	-0.09949350357055664
Acas_ELR11270_764-844	0	H2B	0.011221418157219887	0.2601695656776428
Cgig_EKC28011_1-108	0	H2B	-0.20250345766544342	-0.20665107667446136
Gracho_PXF49105.1_4-112	0	H2B	0.018371757119894028	-0.02846820279955864
Bralan_BL11704_evm0_1-64	0	H2B	-0.3061802089214325	-0.3287236988544464
Crei_PNW74917_1-138	0	H2B	0.089793361723423	0.46014419198036194
Sarc_Sarc4_g12928T_7-108	0	H2B	0.03465188294649124	-0.11654213070869446
Emue_0009g303a_12-106	0	H2B	0.03404798358678818	-0.22056278586387634
Crei_PNW81901_1-139	0	H2B	0.0864352211356163	0.48231443762779236
Drer_ENSDARP00000151365.1_1-109	0	H2B	-0.02427130937576294	-0.21959297358989716
Gefoke_MALSP_17332.mRNA.1_1-122	0	H2B	0.03057556040585041	0.14787885546684265
Sacu_v1.1_s0073.g017109_3-132	0	H2B	0.1257505565881729	0.5959398150444031
Ctel_CapteP205983_2-108	0	H2B	-0.24715428054332733	-0.21051141619682312
Crei_PNW81889_1-139	0	H2B	0.06991395354270935	0.5122619867324829
Lepsey_KPI89070_1-97	0	H2B	0.10324376076459885	0.06858348846435547
Dpul_EFX78516_1-107	0	H2B	-0.06634612381458282	-0.37594738602638245
Emue_0006g907a_1-121	0	H2B	-0.15739446878433228	-0.1926429122686386
Aque_Aqu2.1.08430_001_4-107	0	H2B	-0.26463380455970764	-0.2152797132730484
Lcom_lcpid206616_18-109	0	H2B	0.15834644436836243	-0.2384270876646042
Spis_XP_022782076_1_99-212	0	H2B	0.03735160827636719	-0.07838741689920425
Tvag_XP_001307632.1_1-52	0	H2B	-0.3240780830383301	-0.1813921332359314
Esil_CBJ32076_1-102	0	H2B	0.12075894325971603	-0.009877322241663933
Hsap_ENSP00000274764.3_1-112	0	H2B	0.015903737396001816	-0.15689121186733246
Dmel_FBpp0091113_1-108	0	H2B	-0.3409799337387085	-0.2150532454252243
Nvec_NVE14996_1-108	0	H2B	-0.043686263263225555	-0.18927009403705597
Azfi_s0447.g070669_1-131	0	H2B	0.10241444408893585	0.5890463590621948
Spur_XP_030836142.1_13-107	0	H2B	-0.00531033193692565	-0.15249617397785187
Carmem_614.p1_1-117	0	H2B	0.207070454955101	-0.1692701131105423
Lmaj_CAJ03947_5-98	0	H2B	0.24803811311721802	-0.02730443701148033
Chocri_XP_005715903.1_2-112	0	H2B	-0.05062900856137276	0.017573896795511246
Nvec_NVE18841_1-107	0	H2B	-0.03274897113442421	-0.19868400692939758
Emul_CDS36710.1_19-121	0	H2B	-0.08266818523406982	-0.15826362371444702
Umay_KIS70333_1-127	0	H2B	0.1895112246274948	-0.22331911325454712
Azfi_s0005.g008911_6-141	0	H2B	0.0903962180018425	0.5607207417488098
Nvec_NVE24007_10-108	0	H2B	-0.005843986291438341	-0.1891704946756363
Ptet_CAK92565_1-110	0	H2B	0.11449767649173737	-0.14687760174274445
Cocsub_XP_005646090.1_1-77	0	H2B	-0.13787467777729034	0.1446213573217392
Crei_PNW70169_1-139	0	H2B	0.08658304810523987	0.48797914385795593
Spom_SPCC622.09.1_pep_11-110	0	H2B	0.10962873697280884	-0.07091835886240005
Phoaus_g244.t1_1-107	0	H2B	-0.1832006871700287	-0.2461027055978775
Mbre_EDQ89967_1-105	0	H2B	-0.18169617652893066	-0.0827583521604538
Vcar_XP_002956800.1_1-141	0	H2B	0.1000051349401474	0.4747541546821594
Cvar_XP_005843124.1_1-108	0	H2B	0.11408144980669022	0.6486730575561523
Schagg_85068_1-106	0	H2B	0.11757903546094894	0.02253509871661663
Smoe_EFJ10219_1-127	0	H2B	0.09139013290405273	0.550274133682251
Carmem_b911.p1_5-122	0	H2B	0.19750870764255524	-0.15982474386692047
Hydvul_Sc4wPfr_14.g1835.t1_8-144	0	H2B	0.0005881729885004461	-0.23424068093299866
Nvec_NVE24022_1-52	0	H2B	-0.08957109600305557	-0.46356630325317383
Apla_XP_022092439.1_1-117	0	H2B	-0.23884332180023193	-0.17078930139541626
Acas_ELR19361_1-139	0	H2B	-0.06441280990839005	0.00348919746465981
Bdis_KQK10503_1-126	0	H2B	0.09622027724981308	0.5737108588218689
Drer_ENSDARP00000126726.1_2-109	0	H2B	-0.01942438818514347	-0.17199289798736572
Sphfal_Sphfalx15G007300.1.p_5-128	0	H2B	0.07508798688650131	0.37104490399360657
Bralan_BL04213_evm0_11-105	0	H2B	-0.006648137234151363	-0.14740391075611115
Spur_XP_011670730.1_1-108	0	H2B	-0.28892818093299866	-0.2218051701784134
Ttra_KNC50249_20-116	0	H2B	-0.02546652778983116	0.08521903306245804
Scil_scpid95679_2-113	0	H2B	-0.2762494385242462	-0.18289874494075775
Spur_XP_011662709.1_15-108	0	H2B	0.049480970948934555	-0.34572306275367737
Pbla_XP_018291088.1_1-133	0	H2B	0.1363449990749359	-0.06685356795787811
Spun_KND03296_14-117	0	H2B	0.030548300594091415	-0.2889879643917084
Aplker_23428_1-107	0	H2B	0.039158064872026443	0.13677801191806793
Tcas_XP_008190457.2_47-159	0	H2B	-0.25771936774253845	-0.20979952812194824
Perkma_EEQ98672_2-91	0	H2B	0.2928178906440735	-0.09079566597938538
Nvec_NVE8851_10-108	0	H2B	-0.01920211873948574	-0.26080071926116943
Ppat_Pp3c12_7610V3.1_1-121	0	H2B	0.09119512140750885	0.5521183013916016
Ppat_Pp3c4_20250V3.2_52-175	0	H2B	0.08453545719385147	0.5659230947494507
Coka_g12255.t1_1-102	0	H2B	0.12828882038593292	0.0011019069934263825
Nvec_NVE24632_10-108	0	H2B	0.02245541848242283	-0.24790601432323456
Carmem_b5137.p1_1-84	0	H2B	0.2699357569217682	-0.25111737847328186
Hsap_ENSP00000482674.2_1-111	0	H2B	-0.13727915287017822	-0.3015115261077881
Concor_KXN72409_1-113	0	H2B	-0.18898595869541168	-0.1157149150967598
Pbla_XP_018286970.1_10-110	0	H2B	0.12060796469449997	-0.019037514925003052
Maljak_MALJA_03918.mRNA.1_34-120	0	H2B	0.17032064497470856	-0.21140888333320618
Bralan_BL13750_cuf1_3-105	0	H2B	-0.10562056303024292	-0.2816813886165619
Amac_KNE60959_14-121	0	H2B	0.030967675149440765	-0.06405843794345856
Crei_PNW74885_1-139	0	H2B	0.07526937127113342	0.4667409658432007
Ddis_EAL60556_1-89	0	H2B	0.1811048686504364	0.012493171729147434
Umbram_229022_10-112	0	H2B	0.15948189795017242	-0.19568966329097748
Emul_CDS36085.1_27-131	0	H2B	-0.09289673715829849	-0.21525558829307556
Crei_PNW70244_1-139	0	H2B	0.08752664178609848	0.48921212553977966
Mgut_XP_012843352.1_1-133	0	H2B	0.11004497110843658	0.600738525390625
Acoe_PIA48246.1_1-130	0	H2B	0.10880676656961441	0.596451461315155
Lmaj_CAJ07088_1-94	0	H2B	0.14709776639938354	0.02965293638408184
Nvec_NVE24044_10-108	0	H2B	-0.008509112522006035	-0.250309020280838
Plebac_Pbla_mRNA_12611_10-110	0	H2B	0.12444000691175461	-0.015290400944650173
Atri_ERN07754_1-125	0	H2B	0.09407203644514084	0.5503422617912292
Hsap_ENSP00000445633.2_1-111	0	H2B	-0.12498309463262558	-0.3575578033924103
Drer_ENSDARP00000142243.1_2-109	0	H2B	-0.017507845535874367	-0.21196769177913666
Rirr_GBC46393_32-154	0	H2B	0.18902476131916046	-0.25839248299598694
Carmem_b12672.p1_5-122	0	H2B	0.2297135293483734	-0.15702961385250092
Bden_EGF83343_12-116	0	H2B	0.018383288756012917	-0.19227805733680725
Plabra_CEO95284_4-107	0	H2B	0.11189545691013336	-0.008249100297689438
Cgig_EKC28032_1-108	0	H2B	-0.20681463181972504	-0.21024511754512787
Drer_ENSDARP00000146810.1_2-109	0	H2B	-0.09094873815774918	-0.2675274908542633
Exapal_XP_020896927.1_98-211	0	H2B	-0.1481671780347824	-0.3073282539844513
Sacu_v1.1_s0001.g000331_2-124	0	H2B	0.10315568745136261	0.5532705187797546
Plafun_PRP83462_528-648	0	H2B	0.15078511834144592	-0.03976406157016754
Spur_XP_030837452.1_15-108	0	H2B	0.03884353116154671	-0.1527058631181717
Ehux_EOD36317_1-104	0	H2B	0.09421881288290024	0.14399439096450806
Drer_ENSDARP00000142232.1_4-109	0	H2B	-0.016406986862421036	-0.16722670197486877
Crei_PNW70310_1-139	0	H2B	0.07549897581338882	0.4963131844997406
Hemkuk_7606_TR2615_c0_g1_1-115	0	H2B	0.14039301872253418	-0.10869353264570236
Chabra_GBG60584_139-253	0	H2B	-0.10769332200288773	-0.010918419808149338
Emue_0009g293a_12-106	0	H2B	0.04630210995674133	-0.2255680114030838
Drer_ENSDARP00000127042.1_1-109	0	H2B	-0.017224766314029694	-0.1805565357208252
Bdis_KQK13244_1-139	0	H2B	0.10277720540761948	0.6022472381591797
Nvec_NVE19491_1-86	0	H2B	0.03286534547805786	-0.3995456099510193
Dmel_FBpp0091133_1-108	0	H2B	-0.338291734457016	-0.2117684930562973
Azfi_s0005.g008912_19-142	0	H2B	0.09145303815603256	0.5466433763504028
Emue_0007g228a_11-106	0	H2B	0.04441492632031441	-0.23935601115226746
Lcom_lcpid233487_1-108	0	H2B	-0.06690074503421783	0.016920721158385277
Adig_XP_015770236.1_98-207	0	H2B	-0.02214193530380726	-0.13450394570827484
Hemkuk_7607_TR2615_c0_g2_1-123	0	H2B	-0.006243440788239241	-0.33478471636772156
Morvir_scaffold37.g45.t1_6-123	0	H2B	-0.03744806349277496	-0.1435467153787613
Sarc_Sarc4_g3247T_7-108	0	H2B	-0.008281601592898369	-0.18267960846424103
Drer_ENSDARP00000118326.1_1-103	0	H2B	-0.17236195504665375	-0.10236097127199173
Acoe_PIA32103.1_1-136	0	H2B	0.0816931426525116	0.3928031027317047
Skow_XP_006820571.1_1-109	0	H2B	-0.18515393137931824	-0.1322665810585022
Lcom_lcpid187858_9-102	0	H2B	0.11292816698551178	-0.03235475718975067
Emul_CDS37480.1_5-107	0	H2B	-0.2998151481151581	-0.25617921352386475
Ppat_Pp3c14_21050V3.1_1-122	0	H2B	0.0774322971701622	0.5146094560623169
Sphfal_Sphfalx08G117800.2.p_2-120	0	H2B	0.09019072353839874	0.5921266674995422
Lcom_lcpid206822_2-98	0	H2B	0.09385081380605698	0.15079036355018616
Dmel_FBpp0091129_1-108	0	H2B	-0.360080361366272	-0.22303813695907593
Drer_ENSDARP00000128277.1_2-109	0	H2B	-0.026910224929451942	-0.24079236388206482
Carmem_b6984.p1_4-123	0	H2B	0.22030486166477203	-0.19213756918907166
Aano_EGB02157_1-106	0	H2B	0.18577775359153748	-0.11252137273550034
Cang_ORZ41075_10-112	0	H2B	0.15140265226364136	-0.09869668632745743
Azfi_s0019.g015127_1-116	0	H2B	0.07225196808576584	0.5521246194839478
Skow_XP_002730834.1_14-118	0	H2B	-0.3005343973636627	-0.22398068010807037
Tetwil_Twilhelma_g18014.t1_1-106	0	H2B	-0.2125212699174881	-0.28415781259536743
Cpar_Cpar_evm1s5696_16-141	0	H2B	-0.19417886435985565	0.07900284975767136
Bralan_BL03311_evm0_22-113	0	H2B	0.02529143914580345	-0.23087100684642792
Styinc_Gene49196_m49196_5-101	0	H2B	0.11466962099075317	0.6920101642608643
Emue_0007g188a_12-106	0	H2B	0.0462297685444355	-0.20921869575977325
Chabra_GBG59214_504-645	0	H2B	-0.07343250513076782	0.17095285654067993
Sros_EGD76769_1-106	0	H2B	-0.2961603105068207	-0.16327619552612305
Gefoke_MALSP_13867.mRNA.1_1-84	0	H2B	0.03184941038489342	0.25385692715644836
Tadh_P22613_1-107	0	H2B	-0.28660380840301514	-0.17983415722846985
Atri_ERN07750_1-125	0	H2B	0.003971478436142206	-0.19152632355690002
Drer_ENSDARP00000129663.1_2-109	0	H2B	0.10899653285741806	0.6022377610206604
Cvel_11131.t1-p1_1-109	0	H2B	0.1316637396812439	-0.06596868485212326
Spur_XP_011683150.1_1-108	0	H2B	-0.36342695355415344	-0.22570745646953583
Dmel_FBpp0091147_1-108	0	H2B	-0.16406357288360596	-0.13939699530601501
Spimul_10507_TR5625_c0_g1_3-119	0	H2B	0.0033203992061316967	0.09159982204437256
Jakbah_JAKBA_07693.mRNA.1_1-63	0	H2B	-0.12461509555578232	0.02478504367172718
Otau_XP_003080759.2_5-99	0	H2B	0.08121400326490402	0.3486177921295166
Drer_ENSDARP00000139362.1_1-109	0	H2B	-0.02710418589413166	-0.16353096067905426
Bralan_BL09074_evm0_1-105	0	H2B	-0.18124011158943176	-0.2966761291027069
Dpul_EFX78425_1-51	0	H2B	-0.2827717661857605	-0.43594837188720703
Gefoke_MALSP_04632.mRNA.1_1-140	0	H2B	0.03140801936388016	0.12086902558803558
Morvir_scaffold402.g12.t1_26-121	0	H2B	-0.0161721371114254	-0.3358100950717926
Perkma_EER12562_110-195	0	H2B	0.23971247673034668	-0.01843361370265484
Schagg_84698_1-106	0	H2B	0.12646663188934326	0.03200772404670715
Atha_AT3G09480.1_1-112	0	H2B	0.087191142141819	0.5936123132705688
Lcom_lcpid204157_1-124	0	H2B	-0.019923442974686623	0.05529036000370979
Nvec_NVE9689_1-107	0	H2B	-0.028481831774115562	-0.24079760909080505
Rigram_Gene.13180_11-101	0	H2B	0.2719026207923889	-0.1027541384100914
Ccin_EAU89258_1-128	0	H2B	0.14238713681697845	-0.06969797611236572
Sbic_EES15092_1-137	0	H2B	0.09859289228916168	0.5787957906723022
Bralan_BL17763_evm0_23-103	0	H2B	0.05735578015446663	-0.3583347201347351
Skow_XP_006820574.1_1-109	0	H2B	-0.1744137406349182	-0.15547268092632294
Andgod_ANDGO_08629.mRNA.1_1-116	0	H2B	-0.004900393076241016	0.1656278371810913
Cocsub_XP_005643326.1_11-108	0	H2B	0.11997576057910919	0.5340820550918579
Atha_AT1G07790.1_1-134	0	H2B	0.10704958438873291	0.5807269811630249
Exapal_XP_020906586.1_94-207	0	H2B	-0.11652220785617828	-0.27107226848602295
Emue_0008g1239a_7-106	0	H2B	0.04847971349954605	-0.289471298456192
Klenit_GAQ84028.1_8-147	0	H2B	0.0852871835231781	0.4225682318210602
Mvib_comp362211_c0_seq1_fr5_1-56	0	H2B	0.14174340665340424	-0.3473743498325348
Hsap_ENSP00000348924.3_1-111	0	H2B	-0.14622128009796143	-0.3772118091583252
Smoe_EFJ37036_9-107	0	H2B	0.10560274124145508	0.6412249803543091
Cocsub_XP_005643644.1_1-99	0	H2B	0.0568273663520813	0.27723079919815063
Bdis_KQK02276_5-142	0	H2B	0.11972308903932571	0.6793660521507263
Sros_EGD79490_1-106	0	H2B	-0.27569901943206787	-0.19252967834472656
Tvag_XP_001301678.1_13-115	0	H2B	0.05094144493341446	0.08091415464878082
Sbic_EER97675_1-137	0	H2B	0.09545282274484634	0.5739845037460327
Cfra_CFRG3671T1_7-108	0	H2B	0.07043607532978058	-0.1304999738931656
Rhidel_EIE83419_1-108	0	H2B	0.1012360006570816	-0.04235684499144554
Adig_XP_015767152.1_664-804	0	H2B	-0.032189104706048965	-0.19410128891468048
Rhidel_EIE91736_1-103	0	H2B	0.08831611275672913	-0.027263548225164413
Cowc_KJE91053_1-111	0	H2B	-0.17973770201206207	-0.38299497961997986
Adig_XP_015747488.1_98-206	0	H2B	-0.027915677055716515	-0.16431939601898193
Cavfas_EGG17760_1-145	0	H2B	0.24436543881893158	-0.023496516048908234
Tcru_EAN93695_11-120	0	H2B	-0.1889220029115677	0.07991079986095428
Nvec_NVE4607_15-110	0	H2B	0.039642442017793655	-0.12108500301837921
Sphfal_Sphfalx08G117800.1.p_2-120	0	H2B	0.11246580630540848	0.6559240221977234
Dmel_FBpp0091119_1-108	0	H2B	-0.3548329174518585	-0.22231996059417725
Vcar_XP_002946213.1_13-146	0	H2B	0.09246478229761124	0.49668222665786743
Phoaus_g7467.t1_11-107	0	H2B	-0.060365840792655945	-0.16326572000980377
Perkma_EER00638_3-98	0	H2B	0.22225704789161682	-0.03778566047549248
Gpro_KXS09017_1-122	0	H2B	0.1396496742963791	-0.09922510385513306
Nvec_NVE5229_9-108	0	H2B	-0.019696980714797974	-0.25072526931762695
Oxytri_EJY77706_104-239	0	H2B	0.2669718265533447	-0.08154530823230743
Tetwil_Twilhelma_g11987.t1_4-108	0	H2B	0.02587541937828064	-0.11298583447933197
Sacu_v1.1_s0204.g025680_4-130	0	H2B	0.10305189341306686	0.5806378722190857
Chabra_GBG65727_1-111	0	H2B	0.08534169942140579	0.5164138078689575
Cvel_19082.t1-p1_1-109	0	H2B	0.11941169947385788	-0.03919370844960213
Ccin_EAU89413_1-129	0	H2B	-0.07525259256362915	-0.03268815949559212
Lgig_LotgiP175997_100-201	0	H2B	-0.2661876082420349	-0.21738706529140472
Ngad_EWM21651_1-102	0	H2B	0.20587733387947083	-0.029163315892219543
Retfil_ETO11537_41-155	0	H2B	0.1984952837228775	-0.07727188616991043
Drer_ENSDARP00000103937.2_1-109	0	H2B	-0.1338958591222763	-0.26391249895095825
Spun_KNC96809_1-117	0	H2B	0.02070138230919838	-0.30988645553588867
Drer_ENSDARP00000126757.1_2-109	0	H2B	-0.03564789891242981	-0.1989576369524002
Maljak_MALJA_13247.mRNA.1_30-118	0	H2B	-0.14518332481384277	-0.06955119222402573
Plebac_Pbla_mRNA_8868_11-111	0	H2B	0.12125275284051895	-0.007535114884376526
Schagg_80068_1-108	0	H2B	-0.09206008166074753	0.006264409516006708
Apla_XP_022080479.1_13-107	0	H2B	-0.25640884041786194	-0.22029542922973633
Lcom_lcpid240859_12-107	0	H2B	0.7109229564666748	-0.0002621091844048351
Ctel_CapteP207719_128-230	0	H2B	-0.25727379322052	-0.19358126819133759
Spis_XP_022801281_1_7-106	0	H2B	0.008829934522509575	-0.1502021849155426
Spis_XP_022792397_1_3-108	0	H2B	0.00845459382981062	-0.1486871987581253
Spur_XP_011667593.1_1-108	0	H2B	-0.19539400935173035	-0.12249620258808136
Amobb2_AMBB2_09283.mRNA.1_1-132	0	H2B	-0.16154102981090546	-0.003962042275816202
Bdis_KQK20688_1-140	0	H2B	0.11955848336219788	0.6761976480484009
Sappar_KDO18666_1-104	0	H2B	0.13791871070861816	0.1047283485531807
Porpur_KAA8497740.1_6-110	0	H2B	-0.19042755663394928	-0.08588269352912903
Scer_YBL002W_1-114	0	H2B	0.1812705099582672	-0.07761681824922562
Spur_NP_999717.1_13-108	0	H2B	-0.278731107711792	-0.23486974835395813
Emul_CDS36284.1_24-130	0	H2B	-0.2091568410396576	-0.21633128821849823
Adig_XP_015747530.1_101-211	0	H2B	-0.006571601610630751	-0.23048308491706848
Sman_Smp_077790.1_pep_3-82	0	H2B	0.013866623863577843	-0.3830086290836334
Aque_Aqu2.1.42549_001_6-110	0	H2B	0.05987517163157463	-0.21043068170547485
Nk52_evm13s282_9-105	0	H2B	-0.13480694591999054	-0.3501589894294739
Gthe_EKX50507_1-110	0	H2B	0.0448489785194397	0.2818365693092346
Drer_ENSDARP00000099813.2_1-109	0	H2B	-0.015193944796919823	-0.20028181374073029
Azfi_s0019.g015129_1-132	0	H2B	0.09498312324285507	0.567528247833252
Dpul_EFX89003_1-114	0	H2B	-0.06967176496982574	-0.19450703263282776
Clim_evm20s1_12-106	0	H2B	0.037717510014772415	-0.12240394204854965
Crei_PNW73725_11-142	0	H2B	0.08922930806875229	0.504605233669281
Tgon_TGME49_305160-t26_1-p1-CDS1_5-102	0	H2B	0.1574060022830963	0.20812098681926727
Tpse_ACI64530_1-106	0	H2B	0.10919783264398575	-0.011072540655732155
Bnat_JGI_V11_136283_1-105	0	H2B	0.1472781002521515	0.07416746020317078
Hsap_ENSP00000321744.4_1-111	0	H2B	-0.15030702948570251	-0.38499435782432556
Cscu_XP_023244702.1_1-109	0	H2B	-0.24371854960918427	-0.1938968449831009
Acoe_PIA38711.1_1-132	0	H2B	0.13599377870559692	0.6007521748542786
Acoe_PIA43755.1_1-134	0	H2B	0.11017812043428421	0.6121748685836792
Atri_ERN02719_1-122	0	H2B	0.10276567190885544	0.5869547128677368
Ttra_KNC47386_2-77	0	H2B	-0.16883186995983124	0.13516865670681
Phatri_Phatr3_J11823.p1_1-102	0	H2B	0.16320490837097168	4.927652480546385e-05
Hsap_ENSP00000481622.1_1-111	0	H2B	-0.1332070380449295	-0.37891343235969543
Cang_ORZ40170_1-52	0	H2B	-0.13927747309207916	-0.33381175994873047
Skow_XP_006812123.1_1-109	0	H2B	-0.15398390591144562	-0.1616196632385254
Dmel_FBpp0091149_1-108	0	H2B	-0.3133389353752136	-0.2205040603876114
Clim_evm15s167_12-106	0	H2B	0.037732187658548355	-0.07645200937986374
Nvec_NVE21350_10-108	0	H2B	-0.02153279446065426	-0.1693917214870453
Skow_XP_002735169.1_2-109	0	H2B	-0.11304454505443573	-0.18396709859371185
Drer_ENSDARP00000147719.1_2-109	0	H2B	-0.09819343686103821	-0.2733798623085022
Klenit_GAQ82270.1_25-149	0	H2B	0.11107243597507477	0.5263969898223877
Dmel_FBpp0091145_1-108	0	H2B	-0.324150413274765	-0.22243843972682953
Auraur_scaffold1826.g10.t1_23-119	0	H2B	-0.02708636224269867	-0.11383506655693054
Eimten_CDJ44982_1-102	0	H2B	0.20923547446727753	0.2233484834432602
Morvir_scaffold376.g4.t1_11-102	0	H2B	0.05090160295367241	-0.3765963912010193
Rigram_Gene.3566_29-132	0	H2B	-0.16543178260326385	0.02213040180504322
Lcom_lcpid231718_1-109	0	H2B	0.10916637629270554	-0.0979355201125145
Cvar_XP_005843643.1_1-107	0	H2B	0.11034376919269562	0.6396763920783997
Pygbif_GCRY01005254.1.p1_1-96	0	H2B	0.11044337600469589	-0.0023191419895738363
Rall_EPZ35567_10-108	0	H2B	0.16913695633411407	-0.09019596129655838
Porumb_OSX77443.1_3-113	0	H2B	0.018606606870889664	-0.019785050302743912
Vcar_XP_002947842.1_1-140	0	H2B	0.058268968015909195	0.46972692012786865
Plamic_ANCSI_04748.mRNA.1_1-105	0	H2B	0.15363897383213043	0.25777915120124817
Skow_XP_002731993.1_2-109	0	H2B	-0.07633982598781586	-0.17466431856155396
Bdis_KQJ91633_142-278	0	H2B	0.07838637381792068	0.24080389738082886
Tgon_TGME49_251870-t26_1-p1-CDS1_1-101	0	H2B	0.21432353556156158	0.042042311280965805
Carmem_b3946.p1_1-79	0	H2B	0.4911946952342987	-0.26640987396240234
Lpol_XP_013793913.1_1-109	0	H2B	-0.32197386026382446	-0.2387867122888565
Cneo_AAW41759_1-124	0	H2B	0.14734205603599548	-0.09399969130754471
Ulvmut_UM001_04361_1-104	0	H2B	0.05279088765382767	0.2604820132255554
Chrtob_KOO24329.1_1-105	0	H2B	0.06656000763177872	0.15286312997341156
Eimten_CDJ37496_1-107	0	H2B	0.15146765112876892	-0.1087847501039505
Sbic_EER98531_151-284	0	H2B	0.10272687673568726	0.3418019115924835
Lcom_lcpid230938_1-97	0	H2B	0.15765972435474396	-0.07056503742933273
Vcar_XP_002948472.1_5-107	0	H2B	0.08654006570577621	0.32417768239974976
Atri_ERN07751_1-134	0	H2B	0.1096843034029007	0.5874757766723633
