members	component	classification	posx	posy
arc_RLE96575.1_1-84	0	H4	-0.00979685876518488	-0.04047074541449547
arc_ASJ00192.1_1-67	0	H4	0.056457389146089554	-0.035982463508844376
arc_SCG86168.1_1-67	0		-0.13028346002101898	0.06361334025859833
arc_WP_014122300.1_1-67	0	H4	0.03314642608165741	-0.020007651299238205
arc_KYK31004.1_1-69	0	H4	0.09215626865625381	-0.05095231905579567
arc_PWR73253.1_1-68	0		0.37417805194854736	-0.27391520142555237
arc_PIV67668.1_1-58	0		-0.050107575953006744	0.09126497805118561
arc_WP_130646315.1_1-69	0	H4	-0.09065455198287964	0.08246764540672302
arc_RLI67079.1_2-72	0		0.12440984696149826	0.3764296770095825
arc_OPY23116.1_21-96	0	H4	-0.13271914422512054	0.04841480031609535
arc_AMK15744.1_1-67	0		-0.15755239129066467	0.016909943893551826
arc_PWB86818.1_1-66	0		-0.016475645825266838	-0.0030627914238721132
arc_RLF96884.1_1-67	0	H4	0.033473264425992966	0.014833686873316765
arc_EEB74307.1_1-67	0		0.1288839727640152	0.3506292998790741
arc_TFG00391.1_3-73	0	H4	0.019399359822273254	-0.017370818182826042
arc_RLF76361.1_1-66	0	H3	0.036952897906303406	-0.0092849712818861
arc_TDA25456.1_1-68	0		0.03952552750706673	-0.007621482014656067
arc_WP_048080739.1_1-68	0	H4	-0.1440594345331192	0.05140233039855957
arc_RAP54286.1_1-66	0		-0.08636412024497986	0.1336878389120102
arc_OGI15890.1_1-73	0		0.09153246134519577	0.08505675941705704
arc_PIZ91265.1_1-67	0		0.02727610617876053	-0.003942058887332678
arc_TXT58909.1_1-70	0		0.13819415867328644	0.46374502778053284
arc_WP_048190279.1_1-69	0		-0.16916286945343018	0.08547612279653549
arc_pdb|1B67|A_1-68	0		-0.13194791972637177	0.0668829083442688
arc_WP_015858097.1_1-67	0		0.1085364818572998	-0.03970068320631981
arc_RLG35835.1_1-66	0	H4	0.024388469755649567	0.01013514306396246
arc_RLF96336.1_1-70	0	H4	0.03210344538092613	0.002681251848116517
arc_PIN73483.1_1-69	0		-0.023738088086247444	0.03667028248310089
arc_WP_099210113.1_1-67	0	H3	0.05570051819086075	-0.01206534169614315
arc_RME52459.1_1-71	0	H4	0.05508524551987648	0.13637471199035645
arc_OYT25932.1_1-75	0	H4	0.05305573344230652	-0.0042081861756742
arc_RLI21379.1_1-63	0	H4	-0.06547953188419342	-0.19659124314785004
arc_AIS32303.1_21-96	0		-0.14027449488639832	0.04523135721683502
arc_OPX71822.1_1-68	0	H3	0.35980525612831116	-0.2856088876724243
arc_PAV06868.1_1-65	0		-0.13103742897510529	0.07902389764785767
arc_WP_084174095.1_1-73	0	H3	0.09194950014352798	0.16823822259902954
arc_KUK74590.1_1-67	0	H4	-0.12849079072475433	0.08880776166915894
arc_AJB42660.1_1-50	0	H4	0.20772281289100647	-0.04277491569519043
arc_sp|P50486.2|HARB_PYRSG_1-67	0		0.06644725054502487	-0.04417577013373375
arc_OHE55411.1_1-72	0	H4	-0.1150166392326355	-0.2835611402988434
arc_WP_015590352.1_1-67	0	H4	0.044047750532627106	0.024227669462561607
arc_WP_069592641.1_1-66	0	H4	-0.1299991011619568	0.051482439041137695
arc_KKG16386.1_1-70	0	H4	0.1365516185760498	0.1876259446144104
arc_VVB94163.1_1-77	0		0.07682427018880844	0.1444334089756012
arc_WP_112125076.1_1-66	0	H4	-0.05206667631864548	0.012354551814496517
arc_KUL03367.1_1-69	0		-0.05628281831741333	0.09980005770921707
arc_WP_004032661.1_1-69	0		-0.0646718367934227	-0.028769483789801598
arc_ABC57012.1_1-69	0		-0.14994506537914276	0.09556685388088226
arc_OLS24625.1_1-70	0		0.13100174069404602	0.15454158186912537
arc_KKG50805.1_1-70	0	H4	0.15074093639850616	0.20722004771232605
arc_RAP51258.1_1-68	0		-0.07795919477939606	0.01624326966702938
arc_OLD28216.1_2-73	0	H4	-0.15175074338912964	-0.31892794370651245
arc_KUJ92703.1_1-67	0		0.038627445697784424	-0.01669812947511673
arc_TMI45074.1_1-73	0	H4	-0.10915777087211609	-0.24093325436115265
arc_PHY04599.1_1-73	0	H4	-0.15290680527687073	-0.29819369316101074
arc_WP_067958897.1_1-72	0		-0.16085027158260345	-0.3234383463859558
arc_OWT32665.1_1-66	0		-0.17272184789180756	0.02655201591551304
arc_KXA92314.1_1-66	0		-0.016504159197211266	0.05668918415904045
arc_WP_042701131.1_1-67	0		0.09199818223714828	-0.05750386044383049
arc_RLI07535.1_1-74	0	H4	-0.08299893140792847	-0.21425670385360718
arc_RJQ18744.1_1-71	0	other_CENP	-0.1365426927804947	-0.00616922602057457
arc_ODS40431.1_1-76	0		0.14446210861206055	0.17602302134037018
arc_WP_012899243.1_1-70	0	H3	-0.028321800753474236	-0.06007998064160347
arc_TDA41563.1_1-72	0	H4	-0.07399288564920425	0.005736478138715029
arc_TET72967.1_1-66	0		-0.6039723753929138	-0.26225796341896057
arc_RZN62484.1_1-76	0		-0.18719784915447235	-0.05396370589733124
arc_TMI24308.1_1-73	0	H4	-0.10343370586633682	-0.2340153008699417
arc_AJA92158.1_1-73	0	H4	-0.1146630346775055	-0.26066914200782776
arc_WP_013295109.1_1-68	0	H4	-0.11788449436426163	0.06529467552900314
arc_RSN75922.1_1-76	0		-0.19051416218280792	-0.081515833735466
arc_WP_109941938.1_10-107	0		0.3706769049167633	-0.29772835969924927
arc_EFC92968.1_1-69	0		-0.05514809116721153	-0.03177233785390854
arc_RLF19829.1_1-76	0	H4	0.06595262885093689	-0.03590720519423485
arc_KUO40711.1_1-68	0		0.07285331189632416	0.031163854524493217
arc_TFG23991.1_1-71	0	H4	0.1313151866197586	0.36261820793151855
arc_RAP52148.1_1-67	0	H3	-0.11449079215526581	0.06717890501022339
arc_AFK23282.1_1-68	0	H4	0.03466424345970154	-0.01816609688103199
arc_BAA77576.1_1-67	0		0.03939052298665047	-0.04324936866760254
arc_ACS32979.1_1-67	0		0.11562182754278183	-0.06945689022541046
arc_RLE40480.1_1-71	0		-0.49406296014785767	-0.016566036269068718
arc_TDA28754.1_1-65	0		0.04057412967085838	0.03858574107289314
arc_WP_103287154.1_1-76	0		-0.08912529051303864	-0.22983834147453308
arc_SDA40814.1_1-65	0		-0.10501165688037872	0.02722295932471752
arc_OYT62900.1_1-80	0	H4	-0.03341701254248619	-0.02395494654774666
arc_WP_068324793.1_1-67	0		0.06711004674434662	-0.04209970682859421
arc_RBQ24447.1_1-66	0		-0.19078882038593292	0.03470943868160248
arc_PIU59751.1_1-73	0	H4	-0.033093471080064774	-0.1518595665693283
arc_KXB02097.1_1-71	0		0.05451516434550285	0.004753048997372389
arc_PIN98305.1_1-67	0		0.08716968446969986	0.004758867900818586
arc_AAB99261.1_1-67	0		0.06606784462928772	-0.08267693966627121
arc_OLD03780.1_1-73	0	H4	-0.09244974702596664	-0.22116923332214355
arc_ASJ14408.1_1-67	0		0.037681061774492264	-0.021522559225559235
arc_TFG24252.1_18-87	0		0.15617947280406952	0.5157496333122253
arc_CDF28750.1_1-65	0		-0.1677742451429367	0.022291069850325584
arc_RLG37267.1_1-70	0		-0.05289706587791443	0.03279107064008713
arc_WP_048191214.1_1-67	0	H4	-0.13558855652809143	0.07495129853487015
arc_OFV67413.1_1-68	0		-0.0416613332927227	0.07465025782585144
arc_TFH14466.1_1-76	0		-0.5762974619865417	-0.2513141632080078
arc_KUO40594.1_1-68	0		0.05723753944039345	0.012423023581504822
arc_KKG06080.1_1-70	0	H4	0.14179347455501556	0.184555783867836
arc_PWI48864.1_1-67	0	H4	0.08379711955785751	0.09294359385967255
arc_PIO06233.1_1-67	0		0.03881559520959854	0.02573889121413231
arc_ANF22029.1_1-67	0	H4	0.06779476255178452	-0.029858238995075226
arc_PKL55789.1_1-68	0	H3	0.3597160279750824	-0.28521493077278137
arc_AFC99600.1_1-70	0		0.0020816894248127937	0.031170448288321495
arc_TFF96397.1_1-71	0	H4	0.11327711492776871	0.3481875956058502
arc_WP_094516696.1_1-65	0		-0.16931204497814178	0.021815842017531395
arc_BBE42816.1_1-73	0	H4	-0.12951651215553284	-0.28391727805137634
arc_WP_014405439.1_1-70	0		-0.005026158876717091	0.040004827082157135
arc_WP_042691314.1_1-66	0		-0.13593420386314392	0.011573432944715023
arc_WP_082391548.1_1-66	0		0.08756576478481293	-0.05163199082016945
arc_PAV07629.1_1-68	0	H4	-0.05700302869081497	0.1260221302509308
arc_WP_013867540.1_1-66	0		0.04312678053975105	-0.09037794917821884
arc_TFG19626.1_11-66	0		0.13138696551322937	0.3802737593650818
arc_TKJ26377.1_7-76	0		0.1506311446428299	0.5104452967643738
arc_PWI47547.1_1-67	0		0.08143901824951172	0.13575167953968048
arc_OPX66662.1_20-99	0	other_CENP	0.3652856945991516	-0.2764090597629547
arc_KXA97095.1_1-67	0	H4	0.10475095361471176	0.008129295893013477
arc_EKQ54952.1_1-67	0	H4	-0.12143085151910782	0.0635322630405426
arc_AMK15711.1_1-66	0	H4	-0.18007080256938934	0.021835820749402046
arc_OED05742.1_1-69	0		-0.0689205676317215	-0.02489744871854782
arc_RBQ23116.1_1-72	0		-0.14379310607910156	-0.0023825375828891993
arc_OPY29418.1_1-69	0		-0.050419289618730545	0.08190900832414627
arc_AAB53861.1_1-67	0	H4	0.036637697368860245	-0.012253881432116032
arc_KGK98166.1_1-73	0	H4	0.14964964985847473	0.203787162899971
arc_KKG58112.1_1-70	0	H4	0.15039721131324768	0.20738919079303741
arc_RLI56779.1_8-86	0		-0.028323158621788025	0.04965853691101074
arc_KQH82909.1_1-67	0	H4	0.05441352352499962	-0.04128735885024071
arc_OPY17159.1_1-74	0	H4	0.10744094103574753	0.1644643396139145
arc_CEA12962.1_1-74	0		-0.12453593313694	0.057270124554634094
arc_AKG91782.1_1-67	0	H4	0.04643688350915909	0.014695579186081886
arc_PXF24237.1_1-73	0	H4	-0.14685162901878357	-0.3034595847129822
arc_PKL71313.1_1-68	0		-0.13775713741779327	0.0924229770898819
arc_AEA47315.1_1-67	0	H4	0.01541171781718731	0.0017410776345059276
arc_RLJ00524.1_1-67	0	H4	0.09310846775770187	0.1736290454864502
arc_RXG34909.1_1-73	0		-0.017160555347800255	0.12431790679693222
arc_SES64178.1_1-73	0	H4	0.11488241702318192	0.19540958106517792
arc_AEK73791.1_1-67	0	H4	0.07031191140413284	-0.06492827087640762
arc_TES83494.1_1-70	0		0.06568998843431473	0.11273632943630219
arc_CBH37835.1_1-70	0		-0.1479078084230423	0.03948847949504852
arc_RLF90088.1_1-66	0	H3	0.03981900215148926	-0.016477778553962708
arc_RAP47177.1_1-69	0		-0.09846961498260498	0.06777788698673248
arc_WP_011976989.1_1-66	0		0.03297262638807297	-0.09424455463886261
arc_AAA67720.1_1-67	0	H4	-0.12266392260789871	0.06381934136152267
arc_TFF88098.1_9-70	0		0.15957123041152954	0.5725798606872559
arc_OLS12771.1_5-72	0		0.1142120510339737	0.3533281981945038
arc_TDA33076.1_1-67	0		0.06933178007602692	0.02650080807507038
arc_TMI33398.1_1-73	0	H4	-0.10256820917129517	-0.2337540239095688
arc_PKL68260.1_1-67	0	H3	0.3370164632797241	-0.26934581995010376
arc_KKG91587.1_1-70	0	H4	0.1349668800830841	0.21097026765346527
arc_KZX13186.1_1-69	0		-0.11706865578889847	0.03642316535115242
arc_WP_048181097.1_1-69	0	H4	0.14099159836769104	0.20059286057949066
arc_PIW40986.1_1-67	0	H3	0.0013058081967756152	-0.08352304250001907
arc_PVU68534.1_1-75	0		-0.0845470055937767	0.005272113252431154
arc_TFG27879.1_1-78	0		-0.05963462218642235	0.029616357758641243
arc_ADC47341.1_1-65	0		-0.15211869776248932	0.03330780938267708
arc_AIF10000.1_1-73	0	H4	-0.15475843846797943	-0.32345929741859436
arc_RPI86058.1_1-76	0		-0.13685479760169983	-0.2835097312927246
arc_RSD33375.1_1-35	0		0.011392846703529358	0.24713526666164398
arc_PSH02062.1_1-39	0		0.22189700603485107	-0.15928435325622559
arc_RAP51671.1_1-66	0		-0.12054479867219925	0.10673682391643524
arc_TFF88369.1_2-70	0		0.10002195835113525	0.289279580116272
arc_OLD44062.1_1-73	0	H4	-0.12940555810928345	-0.263284832239151
arc_RUM32907.1_1-67	0	H4	-0.013742991723120213	0.026944611221551895
arc_KXA91229.1_1-70	0		-0.010645867325365543	0.3121746778488159
arc_WP_104838271.1_1-66	0		0.016099730506539345	-0.08308408409357071
arc_RAP48712.1_1-65	0		-0.096163310110569	0.055116862058639526
arc_AEA47234.1_1-67	0		-0.005727361887693405	0.0028589286375790834
arc_RXA20530.1_1-69	0	H4	0.14782167971134186	0.20438575744628906
arc_RZD31824.1_1-71	0		-0.2500048577785492	0.04505057632923126
arc_ARS63938.1_1-72	0		-0.1593634933233261	-0.3377438485622406
arc_KYC47492.1_1-73	0	H4	0.09888742864131927	-0.032797470688819885
arc_PWR74771.1_1-69	0		0.36349961161613464	-0.29093706607818604
arc_WP_048205950.1_1-73	0	H4	0.12409716844558716	0.20057539641857147
arc_RLF21184.1_1-58	0		0.028366219252347946	-0.11772757023572922
arc_KYH42563.1_1-69	0	H4	-0.10360517352819443	-0.206977978348732
arc_RLF85317.1_1-67	0		0.02672620117664337	-0.00645164679735899
arc_OPX70996.1_13-91	0	H3	0.3738362789154053	-0.2996569871902466
arc_TRO59080.1_1-73	0	H4	-0.11816032230854034	-0.2746334671974182
arc_RLI39588.1_1-75	0	H4	-0.06323859095573425	-0.210211843252182
arc_WP_066797138.1_1-74	0		0.009370123967528343	-0.004773803520947695
arc_VVB68549.1_1-67	0	H4	0.03654051572084427	0.014236257411539555
arc_CCE69855.1_1-67	0		0.06283610314130783	-0.0487971156835556
arc_SMH71659.1_2-73	0		-0.1380331665277481	-0.2950853109359741
arc_OJH48981.1_1-73	0		0.01669812947511673	0.130769744515419
arc_RLI08119.1_1-56	0		-0.020443890243768692	-0.06054725497961044
arc_WP_048079919.1_1-68	0		-0.10117899626493454	0.06431008130311966
arc_ANF23023.1_1-67	0		0.0809352844953537	-0.045609988272190094
arc_DAC73442.1_1-69	0		-0.012084350921213627	-0.0028191646561026573
arc_PLC69067.1_1-76	0	H4	0.08082258701324463	-0.0139846783131361
arc_TFH30816.1_1-69	0		0.0959557592868805	0.2768569588661194
arc_KXB02769.1_1-71	0		0.07193602621555328	0.0065152691677212715
arc_RZN60196.1_1-72	0	H4	-0.06658069789409637	0.020299963653087616
arc_OYT34844.1_1-73	0		0.010386141017079353	-0.09327354282140732
arc_OIO24743.1_2-73	0		-0.12616702914237976	-0.013266794383525848
arc_WP_048056241.1_1-67	0		0.07575608044862747	-0.05566928908228874
arc_RLI11091.1_1-71	0	H4	-0.09447053074836731	-0.22088272869586945
arc_WP_069592542.1_1-68	0	H4	-0.19655652344226837	0.04462500661611557
arc_PWL07807.1_1-66	0	H4	-0.17848333716392517	0.02786131575703621
arc_RLI83720.1_1-67	0		-0.0017158614937216043	0.0030216695740818977
arc_WP_050002849.1_1-67	0	H3	0.02623584307730198	-0.030108267441391945
arc_WP_095609330.1_1-69	0		-0.05572418123483658	-0.0013347098138183355
arc_WP_013644214.1_1-67	0	H4	-0.13627268373966217	0.07480232417583466
arc_WP_167889396.1_1-46	0		0.09724682569503784	-0.013171554543077946
arc_RLI99046.1_1-71	0	other_CENP	0.028758816421031952	0.03675602003931999
arc_OLE68246.1_1-73	0	H4	-0.13054881989955902	-0.24583157896995544
arc_WP_088538782.1_1-69	0	H4	-0.15855251252651215	0.02119591273367405
arc_TEU10789.1_1-72	0	H4	-0.08863221853971481	-0.13050594925880432
arc_RCV65905.1_1-71	0	H4	-0.10919500887393951	0.06480548530817032
arc_WP_116669166.1_1-66	0		-0.16420868039131165	0.021429259330034256
arc_PIW32393.1_1-73	0		-0.14562438428401947	-0.303969144821167
arc_sp|O74092.2|HARB_PYRHO_1-67	0		0.06703051924705505	-0.04720384255051613
arc_PIX50397.1_1-67	0	H3	0.01710139401257038	-0.058218058198690414
arc_RLI32292.1_1-73	0	H4	-0.08545924723148346	-0.19301094114780426
arc_WP_062388222.1_1-67	0		0.05709438771009445	-0.05115055665373802
arc_KFM15319.1_1-73	0	H4	-0.1444743275642395	-0.2984316945075989
arc_RAP03820.1_1-68	0		-0.13213975727558136	0.0666598379611969
arc_RLG58087.1_1-62	0		0.3148386478424072	0.19439472258090973
arc_KUO88197.1_1-76	0	H4	0.06075887754559517	0.008455942384898663
arc_AHF80071.1_1-67	0		0.06322113424539566	-0.05936248227953911
arc_KFM15489.1_2-78	0		-0.1424170881509781	-0.3025793433189392
arc_TFG01382.1_1-71	0	H4	0.10406779497861862	0.36647936701774597
arc_OPY48265.1_2-84	0		0.35122400522232056	-0.25150832533836365
arc_KUK61887.1_1-68	0	H3	0.35057497024536133	-0.277768611907959
arc_KON33214.1_1-73	0		-0.07752237468957901	-0.17810142040252686
arc_RLG46771.1_1-77	0		-0.07054293155670166	0.014501027762889862
arc_WP_066971803.1_1-66	0		-0.16114725172519684	0.03527680039405823
arc_TMI50233.1_1-73	0	H4	-0.1281067281961441	-0.27094393968582153
arc_PIZ91865.1_1-70	0		-0.2594746947288513	-0.038513001054525375
arc_WP_011447427.1_1-68	0	H3	0.37463971972465515	-0.29895734786987305
arc_OED30417.1_1-66	0	H4	-0.1410973072052002	0.04505077004432678
arc_RLF87995.1_1-67	0	H4	0.06166549399495125	-0.03474590554833412
arc_PKL58353.1_1-67	0		0.33684614300727844	-0.26990389823913574
arc_TFH26046.1_16-83	0		0.16333115100860596	0.5509517788887024
arc_TET61604.1_1-36	0		0.17469161748886108	0.521506667137146
arc_RLG58736.1_1-66	0		0.0344768688082695	-0.005889326799660921
arc_AAB98153.1_1-67	0		0.07185106724500656	-0.1207185909152031
arc_OQD58869.1_1-68	0		-0.19286216795444489	0.014276022091507912
arc_BAM69466.1_1-67	0	H4	-0.12207871675491333	0.08722302317619324
arc_TFF88604.1_1-77	0		0.14732085168361664	0.5033153295516968
arc_RAP51231.1_1-65	0		-0.11387202143669128	0.054218973964452744
arc_AFV23417.1_1-70	0	H4	0.11986938863992691	0.1842217594385147
arc_AIF68887.1_1-66	0	H4	0.036454781889915466	-0.005058552138507366
arc_CAT71503.1_1-67	0		0.03980891779065132	-0.0372343473136425
arc_OIO24765.1_1-67	0		-0.17834970355033875	-0.06950557976961136
arc_PNV77368.1_1-76	0	H4	0.03502658009529114	0.012624946422874928
arc_OGD54161.1_1-72	0	H4	-0.0936405286192894	-0.13682550191879272
arc_VVC02324.1_1-65	0	H4	0.10907727479934692	0.14950262010097504
arc_WP_013645503.1_1-68	0	H4	-0.13666722178459167	0.06202511489391327
arc_WP_088853948.1_1-67	0	H3	0.018923744559288025	-0.021567948162555695
arc_AAA73427.1_1-67	0		0.06053639203310013	-0.03499922901391983
arc_RLI97525.1_1-73	0		0.09557849168777466	-0.046961572021245956
arc_RBQ24609.1_1-68	0		-0.20569194853305817	0.00971636176109314
arc_AXV37993.1_1-68	0		-0.12976615130901337	0.06547196954488754
arc_RLI90804.1_1-77	0		0.12878581881523132	0.037136975675821304
arc_KKH76832.1_1-70	0	H4	0.16187095642089844	0.23714539408683777
arc_WP_167893808.1_1-67	0		0.06754706054925919	-0.05368167534470558
arc_KUK16976.1_1-67	0		0.028524693101644516	-0.010770007967948914
arc_KZX14734.1_1-72	0		-0.12881064414978027	0.016883177682757378
arc_RLF82482.1_1-67	0	H4	0.06409051269292831	-0.04641612991690636
arc_AIJ05317.1_1-67	0		0.06893143057823181	-0.10402783751487732
arc_KON31263.1_9-62	0		-0.07539355009794235	-0.1992693990468979
arc_WP_067090294.1_1-69	0		-0.12581516802310944	0.0404837392270565
arc_OGD45227.1_1-73	0	H4	-0.061474625021219254	-0.19060668349266052
arc_WP_007044809.1_1-67	0		0.05836023762822151	-0.10047274827957153
arc_WP_014013473.1_1-67	0	H4	0.07997202128171921	-0.06354545056819916
arc_KUK01880.1_1-67	0	H4	-0.1172734871506691	0.05633131042122841
arc_RAP54547.1_1-66	0		-0.03459441289305687	0.05174390971660614
arc_PIW41408.1_1-73	0		0.06746423244476318	0.05892255902290344
arc_WP_010877844.1_1-72	0		0.03154810890555382	0.005213146563619375
arc_WP_088859137.1_1-61	0		0.10261611640453339	-0.06586825102567673
arc_WP_014585970.1_1-77	0	H4	0.031915877014398575	0.06923887133598328
arc_RAP50856.1_1-69	0		-0.12006491422653198	0.08607782423496246
arc_WP_015323859.1_1-74	0	other_CENP	0.11856435984373093	0.18911214172840118
arc_VVB76882.1_1-64	0		-0.24886450171470642	0.12137188762426376
arc_RLI83582.1_1-67	0	H4	0.032274916768074036	0.031028462573885918
arc_RLF16854.1_1-74	0	H4	0.03534158691763878	-0.022720906883478165
arc_RLG67885.1_1-80	0	H4	-0.018130017444491386	-0.02033546008169651
arc_PIY36379.1_1-67	0	H3	0.006660941056907177	-0.07399211078882217
arc_RLG65345.1_1-74	0	H4	0.01264046411961317	-0.039577510207891464
arc_EEB74510.1_1-67	0		0.054829783737659454	-0.041409365832805634
arc_KZX17367.1_1-66	0		-0.1436474323272705	0.010886002331972122
arc_TMI49845.1_1-73	0	H4	-0.1293925642967224	-0.26334768533706665
arc_WP_109939834.1_1-69	0		0.37703952193260193	-0.2997908294200897
arc_RLG71769.1_1-66	0		-0.05141260847449303	-0.01861688308417797
arc_EGQ43824.1_1-65	0		0.023438209667801857	0.0072294678539037704
arc_OLS19133.1_2-71	0	H4	0.04562356695532799	0.08053997159004211
arc_KFM16731.1_2-78	0		-0.14818459749221802	-0.31030693650245667
arc_QEE15114.1_1-68	0		0.12353349477052689	0.35775962471961975
arc_BAW32228.1_1-70	0	H4	-0.15801578760147095	0.08562121540307999
arc_WP_095609043.1_1-65	0		-0.09084522724151611	0.0895681232213974
arc_KKG32411.1_1-70	0	H4	0.1453276127576828	0.20089350640773773
arc_OLC93604.1_2-73	0	H4	-0.15628887712955475	-0.33382293581962585
arc_CDG65471.1_1-67	0	H4	-0.12425544857978821	0.06753387302160263
arc_PVU71407.1_1-75	0		-0.0694914162158966	-0.004890185780823231
arc_PIV70084.1_1-69	0	H4	-0.09411691874265671	0.049063630402088165
arc_OLS16801.1_1-68	0	H4	0.04004110023379326	0.07295301556587219
arc_TET61603.1_1-69	0	H4	0.11173097789287567	0.3933745324611664
arc_TRO41381.1_1-54	0		-0.01821323111653328	-0.16244180500507355
arc_RLF79735.1_1-67	0		0.038471296429634094	-0.017277905717492104
arc_PWI47037.1_1-67	0		0.13369831442832947	0.15717880427837372
arc_KKG89700.1_1-70	0	H4	0.1481494903564453	0.2065124362707138
arc_OPY47890.1_1-76	0	H4	0.04291147366166115	0.09816566109657288
arc_ALT69537.1_1-66	0		-0.18777045607566833	0.008429368026554585
arc_PKL59746.1_1-68	0		0.3595581352710724	-0.2784760296344757
arc_OPY38008.1_1-68	0	H3	0.35111963748931885	-0.27971819043159485
arc_ASA78009.1_1-67	0		0.06677079200744629	-0.04129744693636894
arc_AFK23164.1_1-68	0		0.07036583870649338	-0.027642710134387016
arc_PNV78202.1_1-70	0	H4	-0.07636436820030212	0.022470492869615555
arc_WP_069582921.1_1-71	0		-0.13289295136928558	0.07808353006839752
arc_RLI65460.1_1-69	0		0.09735583513975143	0.27586305141448975
arc_RNI10274.1_1-73	0		0.037789493799209595	0.1489928662776947
arc_RLF94293.1_1-67	0	H4	0.03302868455648422	0.034760065376758575
arc_AAB85321.1_1-68	0	H4	-0.1285305619239807	0.050664272159338
arc_WP_144144199.1_1-68	0		-0.04171506315469742	0.046987175941467285
arc_KXA92295.1_1-70	0		-0.02960355579853058	0.31776994466781616
arc_RCV63102.1_1-69	0	H4	-0.13542038202285767	0.06455332040786743
arc_OWT33289.1_1-69	0	H4	-0.19615481793880463	0.014103000052273273
arc_EGQ39772.1_1-67	0		-0.17545004189014435	0.06647207587957382
arc_KPQ42730.1_1-80	0	H4	0.06107718124985695	0.12342603504657745
