i	j	weight
Ank	RTT107_BRCT_5	1
Ank	WGR	1
Ank	zf-C3HC4	1
Ank	zf-C3HC4_2	1
Ank	zf-RING_6	4
Ank_2	Ank_3	1
Ank_2	Ank_4	3
Ank_2	Ank_5	5
Ank_2	BRCT	37
Ank_2	BRCT_2	13
Ank_2	CHDNT	2
Ank_2	PARP	3
Ank_2	PARP_reg	3
Ank_2	RCC1	3
Ank_2	RIO1	1
Ank_2	RTT107_BRCT_5	10
Ank_2	Rio2_N	1
Ank_2	TIR_2	3
Ank_2	WGR	3
Ank_2	zf-C3HC4	1
Ank_2	zf-C3HC4_2	1
Ank_2	zf-RING_6	13
Ank_3	CHDNT	1
Ank_3	RTT107_BRCT_5	1
Ank_4	BRCT	5
Ank_4	BRCT_2	2
Ank_4	zf-RING_6	3
Ank_5	BRCT	1
Ank_5	BRCT_2	1
Ank_5	RTT107_BRCT_5	5
BBE	BRCT	1
BBE	FAD_binding_4	1
BBE	RFC1	1
BRCT	BRCT	192
BRCT	BRCT_2	115
BRCT	BRCT_3	19
BRCT	BRCT_assoc	1
BRCT	BTB	1
BRCT	Beta_helix	1
BRCT	Biotin_lipoyl	2
BRCT	Bromodomain	1
BRCT	CBM_48	1
BRCT	CHS5_N	3
BRCT	CID	1
BRCT	Cullin_binding	1
BRCT	DEAD	1
BRCT	DM13	1
BRCT	DNA_ligase_A_C	38
BRCT	DNA_ligase_A_M	38
BRCT	DNA_ligase_A_N	35
BRCT	DNA_ligase_IV	20
BRCT	DNA_ligase_OB	26
BRCT	DNA_ligase_OB_2	4
BRCT	DNA_ligase_ZBD	9
BRCT	DNA_ligase_aden	27
BRCT	DNA_pol3_delta	3
BRCT	DNA_pol_B_palm	10
BRCT	DNA_pol_B_thumb	8
BRCT	DNA_pol_lambd_f	11
BRCT	DUF1153	1
BRCT	DUF1963	2
BRCT	DUF2358	1
BRCT	DUF4062	3
BRCT	DUF4537	1
BRCT	DcpS_C	1
BRCT	Dfp1_Him1_M	3
BRCT	DnaJ	1
BRCT	ECH_1	1
BRCT	EF-hand_1	2
BRCT	EF-hand_7	2
BRCT	F-box	3
BRCT	FAD_binding_4	1
BRCT	FCP1_C	6
BRCT	FHA	30
BRCT	FHA_2	1
BRCT	FabA	1
BRCT	G8	1
BRCT	GATA	2
BRCT	GBP	1
BRCT	Glyco_transf_8	1
BRCT	HA2	1
BRCT	HHH_2	21
BRCT	HHH_5	12
BRCT	HHH_8	11
BRCT	HMG_box	1
BRCT	HNH	1
BRCT	HNH_3	1
BRCT	Haspin_kinase	1
BRCT	Helicase_C	3
BRCT	Helitron_like_N	1
BRCT	Hexapep	1
BRCT	Hist_deacetyl	1
BRCT	Homeobox_KN	1
BRCT	IMS	5
BRCT	IMS_C	5
BRCT	IMS_HHH	1
BRCT	Ion_trans	1
BRCT	LIG3_BRCT	10
BRCT	LIM_bind	1
BRCT	LIX1	1
BRCT	LRR_6	1
BRCT	LpxB	1
BRCT	LpxI_C	1
BRCT	LpxI_N	1
BRCT	MCPsignal	1
BRCT	MFS_1	1
BRCT	MIP	1
BRCT	MMM1	1
BRCT	Macro	3
BRCT	NACHT	3
BRCT	NIBRIN_BRCT_II	18
BRCT	NIF	60
BRCT	NIT	1
BRCT	NUMOD1	1
BRCT	Nbs1_C	10
BRCT	Ndufs5	1
BRCT	Nse4_C	1
BRCT	OB_NTP_bind	1
BRCT	PADR1	74
BRCT	PARP	131
BRCT	PARP_reg	121
BRCT	PHD	10
BRCT	PHD_2	2
BRCT	PIF1	1
BRCT	PIN_4	1
BRCT	PTCB-BRCT	159
BRCT	Peptidase_C97	1
BRCT	Pescadillo_N	1
BRCT	PhoH	1
BRCT	Pkinase	2
BRCT	Pkinase_Tyr	6
BRCT	PqiA	1
BRCT	RAMA	2
BRCT	RCC1	1
BRCT	REV1_C	1
BRCT	RFC1	143
BRCT	RRM_1	1
BRCT	RTT107_BRCT_5	32
BRCT	RTT107_BRCT_6	1
BRCT	RVT_1	2
BRCT	Rad9_Rad53_bind	1
BRCT	Response_reg	1
BRCT	RhoGEF	24
BRCT	SAM_1	2
BRCT	SAP	3
BRCT	SET	3
BRCT	SH2	1
BRCT	SH3_2	1
BRCT	SIR2_2	1
BRCT	SMC_N	1
BRCT	Sel1	1
BRCT	Slu7	1
BRCT	TFIID-18kDa	1
BRCT	TIG	4
BRCT	TIL	1
BRCT	TIR_2	1
BRCT	TPR_10	2
BRCT	TPR_12	2
BRCT	TPR_8	1
BRCT	Trans_reg_C	1
BRCT	Trypsin	1
BRCT	Tudor_3	3
BRCT	UIM	1
BRCT	UPF0160	1
BRCT	VIT	20
BRCT	VWA	2
BRCT	VWA_3	16
BRCT	WGR	108
BRCT	WW	1
BRCT	WWE	8
BRCT	XRCC1_N	37
BRCT	ZipA_C	1
BRCT	Zn_clus	1
BRCT	cNMP_binding	1
BRCT	eIF-5_eIF-2B	1
BRCT	fn3_2	3
BRCT	zf-C3HC4	18
BRCT	zf-C3HC4_2	21
BRCT	zf-C3HC4_3	2
BRCT	zf-C3HC4_4	1
BRCT	zf-CCHC	1
BRCT	zf-CCHH	14
BRCT	zf-DBF	6
BRCT	zf-HC5HC2H	23
BRCT	zf-HC5HC2H_2	2
BRCT	zf-PARP	58
BRCT	zf-RING_2	3
BRCT	zf-RING_6	14
BRCT	zf-RING_UBOX	5
BRCT_2	BRCT_2	62
BRCT_2	BRCT_3	3
BRCT_2	Chromo	1
BRCT_2	Cullin_binding	2
BRCT_2	DEAD	2
BRCT_2	DNA_ligase_A_C	72
BRCT_2	DNA_ligase_A_M	64
BRCT_2	DNA_ligase_A_N	61
BRCT_2	DNA_ligase_IV	41
BRCT_2	DNA_pol_B_palm	8
BRCT_2	DNA_pol_B_thumb	7
BRCT_2	DNA_pol_lambd_f	8
BRCT_2	DUF4062	1
BRCT_2	EF-hand_7	1
BRCT_2	FHA	2
BRCT_2	Glyco_hydro_35	1
BRCT_2	HHH_8	8
BRCT_2	HSP70	1
BRCT_2	Helicase_C	2
BRCT_2	Hist_deacetyl	1
BRCT_2	IMS	80
BRCT_2	IMS_C	71
BRCT_2	IMS_HHH	6
BRCT_2	LIG3_BRCT	2
BRCT_2	Microcephalin	2
BRCT_2	Myb_DNA-bind_2	1
BRCT_2	PADR1	9
BRCT_2	PARP	30
BRCT_2	PARP_reg	21
BRCT_2	PHD	1
BRCT_2	PHD_2	1
BRCT_2	PTCB-BRCT	82
BRCT_2	Pescadillo_N	23
BRCT_2	Pkinase	1
BRCT_2	RAMA	1
BRCT_2	RCC1	2
BRCT_2	REV1_C	27
BRCT_2	RTT107_BRCT_5	24
BRCT_2	RVT_1	1
BRCT_2	TIR_2	2
BRCT_2	TPR_10	1
BRCT_2	TPR_12	1
BRCT_2	TPT	1
BRCT_2	Tfb4	1
BRCT_2	Tudor_3	1
BRCT_2	UBM	20
BRCT_2	VIT	14
BRCT_2	VWA_3	14
BRCT_2	WGR	14
BRCT_2	WWE	2
BRCT_2	XRCC1_N	36
BRCT_2	YqcI_YcgG	1
BRCT_2	eIF-5_eIF-2B	1
BRCT_2	ubiquitin	1
BRCT_2	zf-C3HC4	1
BRCT_2	zf-C3HC4_2	7
BRCT_2	zf-C4	1
BRCT_2	zf-CCHH	1
BRCT_2	zf-HC5HC2H	7
BRCT_2	zf-HC5HC2H_2	1
BRCT_2	zf-PARP	6
BRCT_2	zf-RING_6	6
BRCT_3	DUF4537	1
BRCT_3	GATA	1
BRCT_3	RTT107_BRCT_5	1
BRCT_3	Tudor_3	3
BRCT_assoc	zf-C3HC4	1
Beta_helix	Hist_deacetyl	1
Beta_helix	PTCB-BRCT	1
Biotin_lipoyl	FCP1_C	2
Biotin_lipoyl	NIF	3
Biotin_lipoyl	PTCB-BRCT	1
Bromodomain	WGR	1
CBM_48	DNA_ligase_OB	1
CBM_48	DNA_ligase_ZBD	1
CBM_48	DNA_ligase_aden	1
CBM_48	HHH_2	1
CHDNT	RTT107_BRCT_5	2
CHS5_N	DUF3006	1
CHS5_N	PTCB-BRCT	14
CHS5_N	fn3_2	16
Chromo	IMS	1
Chromo	IMS_C	1
Chromo	REV1_C	1
DEAD	DNA_ligase_OB	1
DEAD	DNA_ligase_aden	1
DEAD	DUF1153	1
DEAD	Helicase_C	3
DEAD	Response_reg	1
DEAD	Trans_reg_C	1
DM13	NIF	1
DM13	TIL	1
DNA_ligase_A_C	DNA_ligase_A_M	85
DNA_ligase_A_C	DNA_ligase_A_N	81
DNA_ligase_A_C	DNA_ligase_IV	49
DNA_ligase_A_C	G8	1
DNA_ligase_A_C	Glyco_hydro_35	1
DNA_ligase_A_C	LIG3_BRCT	9
DNA_ligase_A_C	MIP	1
DNA_ligase_A_C	Macro	2
DNA_ligase_A_C	PTCB-BRCT	1
DNA_ligase_A_M	DNA_ligase_A_N	83
DNA_ligase_A_M	DNA_ligase_IV	41
DNA_ligase_A_M	DNA_ligase_OB_2	3
DNA_ligase_A_M	G8	1
DNA_ligase_A_M	Glyco_hydro_35	1
DNA_ligase_A_M	LIG3_BRCT	9
DNA_ligase_A_M	MIP	1
DNA_ligase_A_M	Macro	2
DNA_ligase_A_M	zf-CCHH	2
DNA_ligase_A_M	zf-PARP	1
DNA_ligase_A_N	DNA_ligase_IV	42
DNA_ligase_A_N	G8	1
DNA_ligase_A_N	Glyco_hydro_35	1
DNA_ligase_A_N	LIG3_BRCT	8
DNA_ligase_A_N	MIP	1
DNA_ligase_A_N	Macro	2
DNA_ligase_A_N	zf-CCHH	1
DNA_ligase_A_N	zf-PARP	1
DNA_ligase_IV	G8	1
DNA_ligase_IV	PTCB-BRCT	1
DNA_ligase_OB	DNA_ligase_ZBD	9
DNA_ligase_OB	DNA_ligase_aden	26
DNA_ligase_OB	DUF1153	1
DNA_ligase_OB	ECH_1	1
DNA_ligase_OB	FabA	1
DNA_ligase_OB	HHH_2	19
DNA_ligase_OB	HHH_5	12
DNA_ligase_OB	HNH	1
DNA_ligase_OB	HNH_3	1
DNA_ligase_OB	Helicase_C	2
DNA_ligase_OB	Hexapep	1
DNA_ligase_OB	LpxB	1
DNA_ligase_OB	LpxI_C	1
DNA_ligase_OB	LpxI_N	1
DNA_ligase_OB	MCPsignal	1
DNA_ligase_OB	NIT	1
DNA_ligase_OB	NUMOD1	1
DNA_ligase_OB	PhoH	1
DNA_ligase_OB	Response_reg	1
DNA_ligase_OB	SMC_N	1
DNA_ligase_OB	TIG	1
DNA_ligase_OB	Trans_reg_C	1
DNA_ligase_OB	ZipA_C	1
DNA_ligase_OB_2	zf-CCHH	2
DNA_ligase_ZBD	DNA_ligase_aden	9
DNA_ligase_ZBD	ECH_1	1
DNA_ligase_ZBD	FabA	1
DNA_ligase_ZBD	HHH_2	6
DNA_ligase_ZBD	HHH_5	3
DNA_ligase_ZBD	Helicase_C	1
DNA_ligase_ZBD	Hexapep	1
DNA_ligase_ZBD	LpxB	1
DNA_ligase_ZBD	LpxI_C	1
DNA_ligase_ZBD	LpxI_N	1
DNA_ligase_ZBD	MCPsignal	1
DNA_ligase_ZBD	NIT	1
DNA_ligase_ZBD	PhoH	1
DNA_ligase_ZBD	SMC_N	1
DNA_ligase_ZBD	ZipA_C	1
DNA_ligase_aden	DUF1153	1
DNA_ligase_aden	ECH_1	1
DNA_ligase_aden	FabA	1
DNA_ligase_aden	HHH_2	19
DNA_ligase_aden	HHH_5	12
DNA_ligase_aden	HNH	1
DNA_ligase_aden	HNH_3	1
DNA_ligase_aden	Helicase_C	2
DNA_ligase_aden	Hexapep	1
DNA_ligase_aden	LpxB	1
DNA_ligase_aden	LpxI_C	1
DNA_ligase_aden	LpxI_N	1
DNA_ligase_aden	MCPsignal	1
DNA_ligase_aden	NIT	1
DNA_ligase_aden	NUMOD1	1
DNA_ligase_aden	PhoH	1
DNA_ligase_aden	Response_reg	1
DNA_ligase_aden	SMC_N	1
DNA_ligase_aden	TIG	1
DNA_ligase_aden	Trans_reg_C	1
DNA_ligase_aden	ZipA_C	1
DNA_pol3_delta	RFC1	3
DNA_pol_B_palm	DNA_pol_B_thumb	15
DNA_pol_B_palm	DNA_pol_lambd_f	18
DNA_pol_B_palm	HHH_8	17
DNA_pol_B_palm	LIM_bind	1
DNA_pol_B_thumb	DNA_pol_lambd_f	15
DNA_pol_B_thumb	HHH_8	15
DNA_pol_B_thumb	LIM_bind	1
DNA_pol_lambd_f	HHH_8	18
DNA_pol_lambd_f	LIM_bind	1
DUF1153	Helicase_C	1
DUF1153	Response_reg	1
DUF1153	Trans_reg_C	1
DUF1963	zf-CCHH	1
DUF2358	NIF	1
DUF3006	PTCB-BRCT	1
DUF3006	fn3_2	1
DUF4062	NACHT	3
DUF4062	TIG	2
DUF4062	TPR_10	3
DUF4062	TPR_12	3
DUF4062	TPR_8	1
DcpS_C	FHA_2	1
DcpS_C	zf-CCHH	1
Dfp1_Him1_M	zf-DBF	4
DnaJ	zf-DBF	1
ECH_1	HHH_2	1
ECH_1	HHH_5	1
EF-hand_1	EF-hand_7	2
EF-hand_1	PARP	2
EF-hand_1	PARP_reg	2
EF-hand_1	VIT	2
EF-hand_1	VWA_3	2
EF-hand_7	PARP	3
EF-hand_7	PARP_reg	3
EF-hand_7	VIT	3
EF-hand_7	VWA_3	3
ETF	ETF_alpha	1
ETF	PTCB-BRCT	1
ETF_alpha	PTCB-BRCT	1
Exo_endo_phos_2	FHA	1
Exo_endo_phos_2	NIBRIN_BRCT_II	1
Exo_endo_phos_2	Nbs1_C	1
Exo_endo_phos_2	RTT107_BRCT_5	1
Exo_endo_phos_2	RVT_1	1
F-box	PTCB-BRCT	1
F-box-like	PTCB-BRCT	1
FAD_binding_4	RFC1	1
FCP1_C	NIF	7
FCP1_C	PTCB-BRCT	2
FHA	NIBRIN_BRCT_II	24
FHA	Nbs1_C	13
FHA	Ndufs5	1
FHA	PTCB-BRCT	4
FHA	RTT107_BRCT_5	21
FHA	RVT_1	1
FHA	SAP	1
FHA_2	zf-CCHH	1
FabA	HHH_2	1
FabA	Helicase_C	1
FabA	Hexapep	1
FabA	LpxB	1
FabA	LpxI_C	1
FabA	LpxI_N	1
GATA	PTCB-BRCT	1
GATA	Tudor_3	1
GBP	PARP	1
GBP	WWE	1
GBP	zf-CCHH	1
Glyco_hydro_92	PTCB-BRCT	1
Glyco_transf_8	PADR1	1
Glyco_transf_8	PARP	1
Glyco_transf_8	PARP_reg	1
Glyco_transf_8	WGR	1
HA2	Helicase_C	1
HA2	OB_NTP_bind	1
HA2	WGR	1
HHH_2	HHH_5	11
HHH_2	Helicase_C	1
HHH_2	Hexapep	1
HHH_2	LpxB	1
HHH_2	LpxI_C	1
HHH_2	LpxI_N	1
HHH_2	MCPsignal	1
HHH_2	NIT	1
HHH_2	SMC_N	1
HHH_2	TIG	1
HHH_2	ZipA_C	1
HHH_5	TIG	1
HHH_5	ZipA_C	1
HHH_8	LIM_bind	1
HNH	HNH_3	1
HNH	NUMOD1	1
HNH_3	NUMOD1	1
HSP70	PARP	1
HSP70	VIT	1
HSP70	VWA_3	1
HUN	PTCB-BRCT	1
Helicase_C	Hexapep	1
Helicase_C	LIG3_BRCT	7
Helicase_C	LpxB	1
Helicase_C	LpxI_C	1
Helicase_C	LpxI_N	1
Helicase_C	OB_NTP_bind	1
Helicase_C	Response_reg	1
Helicase_C	SNF2_N	7
Helicase_C	Trans_reg_C	1
Helicase_C	WGR	1
Helitron_like_N	PIF1	1
Helitron_like_N	PTCB-BRCT	1
Hexapep	LpxB	1
Hexapep	LpxI_C	1
Hexapep	LpxI_N	1
Hist_deacetyl	PTCB-BRCT	4
Homeobox_KN	PHD	1
IMS	IMS_C	76
IMS	IMS_HHH	7
IMS	PTCB-BRCT	1
IMS	REV1_C	28
IMS	TPT	1
IMS	UBM	20
IMS_C	IMS_HHH	7
IMS_C	REV1_C	27
IMS_C	TPT	1
IMS_C	UBM	20
IMS_HHH	REV1_C	2
IMS_HHH	UBM	2
Ion_trans	PADR1	1
Ion_trans	PARP	1
Ion_trans	PARP_reg	1
Ion_trans	SH3_2	1
Ion_trans	WGR	1
Ion_trans	zf-PARP	1
LIG3_BRCT	LIG3_BRCT	2
LIG3_BRCT	MIP	1
LIG3_BRCT	Macro	2
LIG3_BRCT	PTCB-BRCT	3
LIG3_BRCT	SNF2_N	7
LIG3_BRCT	XRCC1_N	7
LIG3_BRCT	zf-CCHH	2
LIG3_BRCT	zf-PARP	1
LIX1	RFC1	1
LpxB	LpxI_C	1
LpxB	LpxI_N	1
LpxI_C	LpxI_N	1
MCPsignal	NIT	1
MCPsignal	SMC_N	1
MFS_1	PTCB-BRCT	1
MFS_1	RhoGEF	1
MMR_HSR1	PTCB-BRCT	1
Macro	WGR	1
Microcephalin	PTCB-BRCT	2
NACHT	TIG	2
NACHT	TPR_10	2
NACHT	TPR_12	2
NACHT	TPR_8	1
NIBRIN_BRCT_II	Nbs1_C	14
NIBRIN_BRCT_II	PTCB-BRCT	2
NIBRIN_BRCT_II	RTT107_BRCT_5	5
NIBRIN_BRCT_II	RVT_1	1
NIF	PP2C	1
NIF	PTCB-BRCT	30
NIF	TIL	1
NIT	SMC_N	1
Nbs1_C	RTT107_BRCT_5	5
Nbs1_C	RVT_1	1
Nse4_C	PTCB-BRCT	1
OB_NTP_bind	WGR	1
PADR1	PARP	73
PADR1	PARP_reg	79
PADR1	PTCB-BRCT	2
PADR1	SAP	2
PADR1	SH3_2	1
PADR1	WGR	74
PADR1	zf-PARP	58
PARP	PARP_reg	137
PARP	PTCB-BRCT	4
PARP	Pkinase_Tyr	1
PARP	SAP	1
PARP	SH3_2	1
PARP	Slu7	1
PARP	Tfb4	1
PARP	VIT	34
PARP	VWA	2
PARP	VWA_3	30
PARP	WGR	105
PARP	WWE	5
PARP	YqcI_YcgG	1
PARP	cNMP_binding	1
PARP	ubiquitin	1
PARP	zf-C4	1
PARP	zf-CCHH	10
PARP	zf-PARP	57
PARP_reg	PTCB-BRCT	4
PARP_reg	Pkinase_Tyr	1
PARP_reg	SAP	2
PARP_reg	SH3_2	1
PARP_reg	Slu7	1
PARP_reg	VIT	19
PARP_reg	VWA_3	17
PARP_reg	WGR	113
PARP_reg	WWE	1
PARP_reg	zf-C4	1
PARP_reg	zf-PARP	59
PB1	PTCB-BRCT	1
PHD	PTCB-BRCT	12
PHD	RTT107_BRCT_5	1
PHD	zf-C3HC4	1
PHD	zf-C3HC4_3	1
PHD_2	zf-C3HC4_2	1
PHD_2	zf-HC5HC2H_2	2
PIF1	PTCB-BRCT	1
PIN_4	WW	1
PP2C	PTCB-BRCT	1
PTCB-BRCT	PTCB-BRCT	166
PTCB-BRCT	RTT107_BRCT_5	70
PTCB-BRCT	RTT107_BRCT_6	1
PTCB-BRCT	RhoGEF	35
PTCB-BRCT	Thioesterase	1
PTCB-BRCT	WGR	4
PTCB-BRCT	XRCC1_N	20
PTCB-BRCT	fn3_2	14
PTCB-BRCT	zf-C3HC4	6
PTCB-BRCT	zf-C3HC4_2	1
PTCB-BRCT	zf-C3HC4_3	2
PTCB-BRCT	zf-PARP	2
PTCB-BRCT	zf-RING_2	7
Pkinase	SET	1
Pkinase_Tyr	RTT107_BRCT_5	1
Pkinase_Tyr	SAM_1	2
Pkinase_Tyr	SH2	1
Pkinase_Tyr	Sel1	2
Pkinase_Tyr	VIT	1
Pkinase_Tyr	Zn_clus	1
RCC1	TIR_2	3
REV1_C	UBM	9
RFC1	TFIID-18kDa	1
RFC1	UPF0160	1
RFC1	WWE	1
RIO1	RTT107_BRCT_5	1
RIO1	Rio2_N	1
RTT107_BRCT_5	RTT107_BRCT_5	38
RTT107_BRCT_5	RTT107_BRCT_6	1
RTT107_BRCT_5	RVT_1	1
RTT107_BRCT_5	Rio2_N	1
RTT107_BRCT_5	SAP	1
RTT107_BRCT_5	Sel1	1
RVT_1	zf-C3HC4	1
Response_reg	Trans_reg_C	1
SAP	WGR	2
SAP	zf-PARP	2
SH2	Zn_clus	1
SH3_2	WGR	1
SH3_2	zf-PARP	1
SIR2_2	XRCC1_N	1
Slu7	VIT	1
Slu7	VWA_3	1
TIG	TPR_10	1
TIG	TPR_12	1
TPR_10	TPR_12	2
TPR_10	TPR_8	1
TPR_12	TPR_8	1
Tfb4	VIT	1
Tfb4	VWA_3	1
Tfb4	YqcI_YcgG	1
Tfb4	ubiquitin	1
VIT	VWA	2
VIT	VWA_3	30
VIT	YqcI_YcgG	1
VIT	cNMP_binding	1
VIT	ubiquitin	1
VIT	zf-C4	1
VWA_3	YqcI_YcgG	1
VWA_3	cNMP_binding	1
VWA_3	ubiquitin	1
VWA_3	zf-C4	1
WGR	WWE	1
WGR	zf-PARP	58
WWE	zf-CCHH	4
YqcI_YcgG	ubiquitin	1
eIF-5_eIF-2B	zf-C3HC4_2	1
eIF-5_eIF-2B	zf-HC5HC2H	1
zf-C3HC4	zf-HC5HC2H	1
zf-C3HC4_2	zf-HC5HC2H	13
zf-C3HC4_2	zf-HC5HC2H_2	1
zf-C3HC4_3	zf-HC5HC2H	1
zf-CCHH	zf-PARP	1
zf-HC5HC2H	zf-RING_2	1
