i	j	weight
Acyl-CoA_dh_M	RapA_C	1
Acyl-CoA_dh_M	SNF2_N	2
Acyl-CoA_dh_M	Tudor_1_RapA	1
Acyl-CoA_dh_M	Tudor_RapA	1
Acyl-CoA_dh_N	CRCB	1
Acyl-CoA_dh_N	DUF1974	1
Acyl-CoA_dh_N	EI24	1
Acyl-CoA_dh_N	Helicase_C	2
Acyl-CoA_dh_N	PrmA	1
Acyl-CoA_dh_N	RapA_C	1
Acyl-CoA_dh_N	SNF2_N	2
Acyl-CoA_dh_N	Tudor_1_RapA	1
Acyl-CoA_dh_N	Tudor_RapA	1
Agenet	Chromo	1
Agenet	Helicase_C	3
Agenet	MrcB_N	1
Agenet	PHD	1
Agenet	SNF2_N	3
Agenet	zf-CXXC	1
AlaDh_PNT_C	AlaDh_PNT_N	1
AlaDh_PNT_C	Helicase_C	1
AlaDh_PNT_C	MMR_HSR1	1
AlaDh_PNT_C	SNF2_N	1
AlaDh_PNT_N	Chromo	1
AlaDh_PNT_N	Helicase_C	2
AlaDh_PNT_N	MMR_HSR1	1
AlaDh_PNT_N	SNF2_N	2
AlaDh_PNT_N	Sacchrp_dh_C	1
AlaDh_PNT_N	Sacchrp_dh_NADP	1
Alfin	Helicase_C	1
Alfin	PHD	1
Alfin	SNF2_N	1
Alfin	zf-C3HC4	1
Amidohydro_1	CDH1_2_SANT_HL1	1
Amidohydro_1	Chromo	1
Amidohydro_1	DUF4208	1
Amidohydro_1	SNF2_N	1
Amino_oxidase	SNF2_N	1
An_peroxidase	EF-hand_5	1
An_peroxidase	Helicase_C	1
An_peroxidase	SNF2_N	1
Ank_2	FAD_binding_3	1
Ank_2	Glutaminase	2
Ank_2	HAND	1
Ank_2	HIRAN	1
Ank_2	Helicase_C	2
Ank_2	PhyH	1
Ank_2	SLIDE	1
Ank_2	SNF2_N	4
Ank_2	zf-RING_2	1
Anoctamin	CobW_C	1
Anoctamin	Helicase_C	1
Anoctamin	SNF2_N	1
Anoctamin	cobW	1
BACK	BTB	1
BACK	Helicase_C	1
BACK	Kelch_1	1
BACK	SNF2_N	1
BAG6	DUF3535	1
BAG6	Helicase_C	1
BAG6	SNF2_N	1
BAG6	ubiquitin	1
BRCT_2	Helicase_C	2
BRCT_2	SNF2_N	2
BRK	Bromodomain	41
BRK	Chromo	35
BRK	HSA	44
BRK	Helicase_C	77
BRK	Pkinase_Tyr	1
BRK	QLQ	37
BRK	SNF2_N	82
BRK	SnAC	41
BTB	Helicase_C	1
BTB	IQ	1
BTB	Kelch_1	1
BTB	SNF2_N	2
BTB	Slx4	1
Bestrophin	Helicase_C	1
Bestrophin	SNF2_N	1
Beta-lactamase	FYVE	1
Beta-lactamase	Helicase_C	1
Beta-lactamase	SCP2	1
Beta-lactamase	SNF2_N	1
Beta-lactamase	START	1
Beta_helix	HSA	5
Beta_helix	Helicase_C	5
Beta_helix	SNF2_N	5
Bromodomain	Chromo	15
Bromodomain	F-box	1
Bromodomain	FYRC	1
Bromodomain	FYRN	1
Bromodomain	HMG_box	1
Bromodomain	HSA	94
Bromodomain	Helicase_C	147
Bromodomain	PHD	7
Bromodomain	Pkinase_Tyr	1
Bromodomain	QLQ	66
Bromodomain	RVT_1	1
Bromodomain	SNF2_N	155
Bromodomain	SnAC	98
Bromodomain	zf-HC5HC2H	3
CARD_2	Helicase_C	1
CARD_2	RIG-I_C	1
CARD_2	RIG-I_C-RD	1
CARD_2	ResIII	1
CBM_1	Dus	1
CBM_1	SNF2_N	1
CBM_1	zf-RING_2	1
CBM_20	Chromo	1
CBM_20	FYRC	1
CBM_20	FYRN	1
CBM_20	Helicase_C	2
CBM_20	SNF2_N	2
CDH1_2_SANT_HL1	Chromo	37
CDH1_2_SANT_HL1	DUF4208	35
CDH1_2_SANT_HL1	Helicase_C	38
CDH1_2_SANT_HL1	Melibiase_2	1
CDH1_2_SANT_HL1	Melibiase_C	1
CDH1_2_SANT_HL1	RGM_C	1
CDH1_2_SANT_HL1	RGM_N	1
CDH1_2_SANT_HL1	RVT_1	1
CDH1_2_SANT_HL1	SNF2_N	39
CHDCT2	CHDNT	34
CHDCT2	Chromo	47
CHDCT2	DUF1086	51
CHDCT2	DUF1087	49
CHDCT2	Helicase_C	51
CHDCT2	PHD	45
CHDCT2	SNF2_N	52
CHDNT	Chromo	35
CHDNT	DUF1086	35
CHDNT	DUF1087	35
CHDNT	Helicase_C	35
CHDNT	PHD	36
CHDNT	SNF2_N	38
COQ7	Helicase_C	2
COQ7	SNF2_N	2
CRCB	DUF1974	1
CRCB	EI24	1
CRCB	Helicase_C	1
CRCB	PrmA	1
CRCB	RapA_C	1
CRCB	SNF2_N	1
CRCB	Tudor_1_RapA	1
CRCB	Tudor_RapA	1
CUB	Helicase_C	1
CUB	SNF2_N	1
CUE	Helicase_C	5
CUE	SNF2_N	6
CarbopepD_reg_2	Helicase_C	1
CarbopepD_reg_2	Peptidase_M28	1
CarbopepD_reg_2	Pirin	1
CarbopepD_reg_2	Pirin_C_2	1
CarbopepD_reg_2	Plug	1
CarbopepD_reg_2	SNF2_N	1
CarbopepD_reg_2	TonB_dep_Rec	1
Carboxyl_trans	SNF2_N	1
Cation_ATPase	Cation_ATPase_C	1
Cation_ATPase	Cation_ATPase_N	1
Cation_ATPase	E1-E2_ATPase	1
Cation_ATPase	Helicase_C	1
Cation_ATPase	Hydrolase	1
Cation_ATPase	SNF2_N	1
Cation_ATPase	UQ_con	1
Cation_ATPase	Ufd2P_core	1
Cation_ATPase_C	Cation_ATPase_N	1
Cation_ATPase_C	E1-E2_ATPase	2
Cation_ATPase_C	Helicase_C	2
Cation_ATPase_C	Hydrolase	2
Cation_ATPase_C	SNF2_N	2
Cation_ATPase_C	UQ_con	1
Cation_ATPase_C	Ufd2P_core	1
Cation_ATPase_N	E1-E2_ATPase	1
Cation_ATPase_N	Helicase_C	1
Cation_ATPase_N	Hydrolase	1
Cation_ATPase_N	SNF2_N	1
Cation_ATPase_N	UQ_con	1
Cation_ATPase_N	Ufd2P_core	1
Cdh1_DBD_1	Chromo	11
Cdh1_DBD_1	DUF4208	9
Cdh1_DBD_1	Helicase_C	11
Cdh1_DBD_1	SNF2_N	11
Chromo	DNA_methylase	1
Chromo	DUF1086	75
Chromo	DUF1087	100
Chromo	DUF1295	1
Chromo	DUF4208	81
Chromo	ERO1	1
Chromo	FYRC	25
Chromo	FYRN	25
Chromo	HECT	1
Chromo	HMG_box	1
Chromo	Helicase_C	445
Chromo	MFS_1_like	1
Chromo	MrcB_N	2
Chromo	PHD	119
Chromo	PHD_2	5
Chromo	PWWP	10
Chromo	RVT_1	2
Chromo	Rad60-SLD	3
Chromo	SAWADEE	1
Chromo	SNF2_N	476
Chromo	Sacchrp_dh_C	1
Chromo	Sacchrp_dh_NADP	1
Chromo	TPR_11	1
Chromo	Thymidylate_kin	1
Chromo	zf-C3HC4_2	1
Chromo	zf-CW	1
Chromo	zf-CXXC	2
Chromo	zf-HC5HC2H	4
Chromo	zf-HC5HC2H_2	5
Citrate_bind	Citrate_synt	1
Citrate_bind	CoA_binding	1
Citrate_bind	DnaJ	1
Citrate_bind	Helicase_C	1
Citrate_bind	Ligase_CoA	1
Citrate_bind	SNF2_N	1
Citrate_bind	Sulf_transp	1
Citrate_synt	CoA_binding	1
Citrate_synt	DnaJ	1
Citrate_synt	Helicase_C	1
Citrate_synt	Ligase_CoA	1
Citrate_synt	SNF2_N	1
Citrate_synt	Sulf_transp	1
CoA_binding	DnaJ	1
CoA_binding	Helicase_C	1
CoA_binding	Ligase_CoA	1
CoA_binding	SNF2_N	1
CoA_binding	Sulf_transp	1
CobW_C	Helicase_C	1
CobW_C	SNF2_N	1
CobW_C	cobW	1
Cullin	SNF2_N	1
DBINO	Exo_endo_phos_2	1
DBINO	GST_C_3	1
DBINO	GST_N_3	1
DBINO	HAND	22
DBINO	Helicase_C	134
DBINO	PA	1
DBINO	Phosphodiest	1
DBINO	RVT_1	1
DBINO	SLIDE	22
DBINO	SNF2_N	152
DBINO	zf-RING_2	1
DBR1	Helicase_C	1
DBR1	SNF2_N	1
DEAD	DEAD	3
DEAD	DUF4217	1
DEAD	Helicase_C	13
DEAD	RIG-I_C-RD	4
DHC_N2	Helicase_C	1
DHC_N2	RCC1	1
DHC_N2	SNF2_N	1
DLH	SNF2_N	1
DMT_YdcZ	Helicase_C	1
DMT_YdcZ	MORN	1
DMT_YdcZ	SNF2_N	1
DNA_methylase	Helicase_C	5
DNA_methylase	PALP	1
DNA_methylase	SNF2_N	11
DNA_pol_B	DNA_pol_B_exo1	1
DNA_pol_B	Helicase_C	1
DNA_pol_B	SNF2_N	1
DNA_pol_B	zf-C4pol	1
DNA_pol_B_exo1	Helicase_C	1
DNA_pol_B_exo1	SNF2_N	1
DNA_pol_B_exo1	zf-C4pol	1
DNA_primase_S	DnaJ	1
DNA_primase_S	Helicase_C	1
DNA_primase_S	SNF2_N	1
DOT1	HLH	1
DOT1	Hairy_orange	1
DOT1	Helicase_C	1
DOT1	SNF2_N	1
DSPc	SNF2_N	1
DUF1086	DUF1087	76
DUF1086	Helicase_C	80
DUF1086	PHD	67
DUF1086	SNF2_N	82
DUF1087	Helicase_C	101
DUF1087	PHD	84
DUF1087	PWWP	9
DUF1087	SAWADEE	1
DUF1087	SNF2_N	106
DUF1087	TPR_11	1
DUF1295	Helicase_C	1
DUF1295	SNF2_N	1
DUF1419	N6_Mtase	1
DUF1419	SNF2_N	1
DUF1974	EI24	1
DUF1974	Helicase_C	1
DUF1974	PrmA	1
DUF1974	RapA_C	1
DUF1974	SNF2_N	1
DUF1974	Tudor_1_RapA	1
DUF1974	Tudor_RapA	1
DUF1998	Helicase_C	1
DUF1998	SNF2_N	1
DUF2439	Helicase_C	17
DUF2439	SNF2_N	19
DUF3447	Helicase_C	1
DUF3447	SNF2_N	1
DUF3535	HEAT	16
DUF3535	HEAT_EZ	1
DUF3535	Helicase_C	115
DUF3535	Myb_DNA-bind_6	1
DUF3535	RVT_1	2
DUF3535	SNF2_N	118
DUF3535	Vac14_Fab1_bd	1
DUF3535	ubiquitin	1
DUF3670	Helicase_C	4
DUF3670	SNF2_N	5
DUF3670	SWIM	3
DUF4208	Helicase_C	83
DUF4208	Melibiase_2	1
DUF4208	Melibiase_C	1
DUF4208	RGM_C	1
DUF4208	RGM_N	1
DUF4208	SNF2_N	86
DUF4217	Helicase_C	1
DUF5718	SNF2_N	1
DUF659	Dimer_Tnp_hAT	1
DUF659	Helicase_C	1
DUF659	SNF2_N	1
Dimer_Tnp_hAT	Helicase_C	1
Dimer_Tnp_hAT	SNF2_N	1
DnaJ	Helicase_C	2
DnaJ	Ligase_CoA	1
DnaJ	SNF2_N	2
DnaJ	Sulf_transp	1
Dus	SNF2_N	1
Dus	zf-RING_2	1
E1-E2_ATPase	Helicase_C	2
E1-E2_ATPase	Hydrolase	2
E1-E2_ATPase	SNF2_N	2
E1-E2_ATPase	UQ_con	1
E1-E2_ATPase	Ufd2P_core	1
EF-hand_5	Helicase_C	1
EF-hand_5	SNF2_N	1
EF-hand_6	SNF2_N	1
EI24	Helicase_C	1
EI24	PrmA	1
EI24	RapA_C	1
EI24	SNF2_N	1
EI24	Tudor_1_RapA	1
EI24	Tudor_RapA	1
EP400_N	HSA	7
EP400_N	Helicase_C	6
EP400_N	SNF2_N	7
ERCC3_RAD25_C	Helicase_C_3	90
ERCC3_RAD25_C	Mpv17_PMP22	1
ERCC3_RAD25_C	ResIII	98
ERCC3_RAD25_C	SNF2_N	1
ERO1	Helicase_C	1
ERO1	SNF2_N	1
ERO1	Thymidylate_kin	1
ERp29	Helicase_C	1
ERp29	SNF2_N	1
ERp29	Thioredoxin	1
ETF_QO	Helicase_C	1
ETF_QO	SNF2_N	1
Exo_endo_phos_2	Helicase_C	1
Exo_endo_phos_2	RVT_1	1
Exo_endo_phos_2	SNF2_N	1
F-box	Helicase_C	6
F-box	SNF2_N	9
F-box	zf-CW	7
F-box-like	Helicase_C	7
F-box-like	SNF2_N	7
F-box-like	zf-CW	6
FACT-Spt16_Nlob	GTP_EFTU	1
FACT-Spt16_Nlob	Helicase_C	1
FACT-Spt16_Nlob	Peptidase_M24	1
FACT-Spt16_Nlob	SNF2_N	1
FAD_binding_3	HAND	1
FAD_binding_3	Helicase_C	1
FAD_binding_3	SLIDE	1
FAD_binding_3	SNF2_N	1
FAD_syn	Helicase_C	1
FAD_syn	PHD	1
FAD_syn	SNF2_N	1
FF	SNF2_N	1
FF	WW	1
FHA	GMC_oxred_C	1
FHA	GMC_oxred_N	1
FHA	SAM_2	1
FHA	SNF2_N	2
FHA	TTL	1
FHA_2	Helicase_C	1
FHA_2	SNF2_N	1
FHA_2	zf-C3HC4_2	1
FMO-like	Helicase_C	1
FMO-like	SNF2_N	1
FSH1	SNF2_N	1
FYRC	FYRN	27
FYRC	Helicase_C	28
FYRC	PHD	1
FYRC	SNF2_N	28
FYRN	Helicase_C	28
FYRN	PHD	1
FYRN	SNF2_N	28
FYVE	Helicase_C	1
FYVE	SCP2	1
FYVE	SNF2_N	1
FYVE	START	1
Filamin	NHL	1
Filamin	SNF2_N	1
Filamin	zf-B_box	1
Filamin	zf-RING_UBOX	1
Frataxin_Cyay	Helicase_C	1
Frataxin_Cyay	SNF2_N	1
Fringe	SNF2_N	1
GMC_oxred_C	GMC_oxred_N	1
GMC_oxred_C	SNF2_N	1
GMC_oxred_C	TTL	1
GMC_oxred_N	SNF2_N	1
GMC_oxred_N	TTL	1
GST_C_3	GST_N_3	1
GST_C_3	Helicase_C	1
GST_C_3	SNF2_N	1
GST_N_3	Helicase_C	1
GST_N_3	SNF2_N	1
GTP_EFTU	Helicase_C	1
GTP_EFTU	Peptidase_M24	1
GTP_EFTU	SNF2_N	1
GWT1	SNF2_N	1
Glutaminase	SNF2_N	2
Glyco_transf_8	PPR	1
Glyco_transf_8	SNF2_N	1
Guanylate_cyc	Helicase_C	1
Guanylate_cyc	SNF2_N	1
Guanylate_cyc	zf-C3HC4	1
HAND	HMG_box	1
HAND	Helicase_C	140
HAND	La	1
HAND	Myb_DNA-binding	1
HAND	PA	1
HAND	RRM_1	4
HAND	SLIDE	138
HAND	SNF2_N	144
HAND	zf-RING_2	1
HARP	Helicase_C	34
HARP	SNF2_N	44
HARP	zf-GRF	1
HEAT	Helicase_C	16
HEAT	SNF2_N	16
HEAT_EZ	Helicase_C	1
HEAT_EZ	SNF2_N	1
HECT	SNF2_N	1
HHH_3	Helicase_C	1
HHH_3	SNF2_N	1
HIRAN	HMGL-like	2
HIRAN	Helicase_C	96
HIRAN	PhyH	1
HIRAN	SAP	2
HIRAN	SNF2_N	110
HIRAN	UBA_4	3
HIRAN	WW	1
HIRAN	zf-C3HC4	14
HIRAN	zf-C3HC4_2	8
HIRAN	zf-C3HC4_3	56
HIRAN	zf-CCHC	1
HIRAN	zf-PARP	1
HIRAN	zf-RING_2	12
HIRAN	zf-RING_5	2
HIRAN	zf-RING_UBOX	1
HLH	Hairy_orange	1
HLH	Helicase_C	1
HLH	SNF2_N	1
HMGL-like	SNF2_N	2
HMG_box	HMG_box_2	1
HMG_box	Helicase_C	14
HMG_box	PHD	3
HMG_box	RCC1	3
HMG_box	SLIDE	7
HMG_box	SNF2_N	14
HMG_box	zf-RING_2	1
HMG_box_2	Helicase_C	10
HMG_box_2	PHD	2
HMG_box_2	RCC1	2
HMG_box_2	RCC1_2	2
HMG_box_2	SLIDE	7
HMG_box_2	SNF2_N	10
HNH	Helicase_C	39
HNH	SNF2_N	43
HNH	zf-C4_Topoisom	1
HNH	zf-RanBP	2
HSA	Helicase_C	225
HSA	Myb_DNA-bind_6	8
HSA	Myb_DNA-binding	2
HSA	Pkinase_Tyr	1
HSA	QLQ	68
HSA	SNF2_N	248
HSA	SnAC	87
HSP70	Helicase_C	1
HSP70	MFS_1	1
HSP70	SNF2_N	1
HTH_17	Helicase_C	1
HTH_17	ResIII	1
HTH_17	SNF2_N	1
HTH_Tnp_4	SNF2_N	2
Hairy_orange	Helicase_C	1
Hairy_orange	SNF2_N	1
Helicase_C	Helicase_C	1
Helicase_C	Histone	1
Helicase_C	Homeodomain	1
Helicase_C	Hydrolase	2
Helicase_C	ILVD_EDD	1
Helicase_C	Ion_trans	2
Helicase_C	KH_2	1
Helicase_C	Kelch_1	1
Helicase_C	LEM	1
Helicase_C	LIG3_BRCT	14
Helicase_C	LRR_6	1
Helicase_C	La	1
Helicase_C	Ligase_CoA	1
Helicase_C	Linker_histone	6
Helicase_C	MFS_1	1
Helicase_C	MFS_1_like	1
Helicase_C	MMR_HSR1	1
Helicase_C	MORN	1
Helicase_C	Macro	2
Helicase_C	Med26	6
Helicase_C	Melibiase_2	1
Helicase_C	Melibiase_C	1
Helicase_C	Methyltr_RsmB-F	2
Helicase_C	MrcB_N	2
Helicase_C	Myb_DNA-bind_6	8
Helicase_C	Myb_DNA-binding	5
Helicase_C	Neur_chan_LBD	1
Helicase_C	Neur_chan_memb	1
Helicase_C	PA	1
Helicase_C	PDZ	1
Helicase_C	PEPCK_GTP	1
Helicase_C	PEPCK_N	1
Helicase_C	PHD	132
Helicase_C	PHD_2	7
Helicase_C	PKD	1
Helicase_C	PPR	3
Helicase_C	PPR_2	2
Helicase_C	PPR_3	3
Helicase_C	PRKCSH	1
Helicase_C	PWWP	11
Helicase_C	PaO	1
Helicase_C	Palm_thioest	1
Helicase_C	Peptidase_M24	1
Helicase_C	Peptidase_M28	1
Helicase_C	Peroxin-3	1
Helicase_C	PhyH	1
Helicase_C	Pirin	1
Helicase_C	Pirin_C_2	1
Helicase_C	Pkinase	1
Helicase_C	Pkinase_Tyr	1
Helicase_C	Plug	1
Helicase_C	PrmA	1
Helicase_C	Prok-RING_4	2
Helicase_C	PseudoU_synth_1	1
Helicase_C	PseudoU_synth_2	1
Helicase_C	QLQ	74
Helicase_C	RAMA	1
Helicase_C	RAP	1
Helicase_C	RCC1	9
Helicase_C	RCC1_2	3
Helicase_C	RGM_C	1
Helicase_C	RGM_N	1
Helicase_C	RIG-I_C	1
Helicase_C	RIG-I_C-RD	5
Helicase_C	RRM_1	4
Helicase_C	RVT_1	9
Helicase_C	RVT_2	1
Helicase_C	Rad54_N	26
Helicase_C	Rad60-SLD	3
Helicase_C	RapA_C	3
Helicase_C	ResIII	3
Helicase_C	Ribosomal_S21e	1
Helicase_C	Ribosomal_S3_C	1
Helicase_C	Rieske	1
Helicase_C	RrnaAD	1
Helicase_C	SAM_2	6
Helicase_C	SAP	8
Helicase_C	SAWADEE	4
Helicase_C	SCP2	1
Helicase_C	SLIDE	181
Helicase_C	SMN	2
Helicase_C	SMP	2
Helicase_C	SNF2_N	3573
Helicase_C	START	1
Helicase_C	SWIM	3
Helicase_C	Sacchrp_dh_C	1
Helicase_C	Sacchrp_dh_NADP	1
Helicase_C	SnAC	153
Helicase_C	Sod_Ni	1
Helicase_C	SprT-like	3
Helicase_C	Sulf_transp	1
Helicase_C	TPR_11	1
Helicase_C	TUDOR	1
Helicase_C	Tet_JBP	7
Helicase_C	Thioredoxin	1
Helicase_C	Thymidylate_kin	1
Helicase_C	TonB_dep_Rec	1
Helicase_C	Tudor_1_RapA	3
Helicase_C	Tudor_RapA	3
Helicase_C	U-box	1
Helicase_C	UBA	4
Helicase_C	UBA_4	6
Helicase_C	UQ_con	1
Helicase_C	Ufd2P_core	1
Helicase_C	VIGSSK	19
Helicase_C	Vac14_Fab1_bd	1
Helicase_C	Vps53_N	1
Helicase_C	WD40	1
Helicase_C	WW	2
Helicase_C	YqaJ	1
Helicase_C	cobW	1
Helicase_C	rve	1
Helicase_C	ubiquitin	1
Helicase_C	zf-4CXXC_R1	1
Helicase_C	zf-C3HC4	108
Helicase_C	zf-C3HC4_2	48
Helicase_C	zf-C3HC4_3	138
Helicase_C	zf-C3HC4_4	3
Helicase_C	zf-C4pol	1
Helicase_C	zf-CCCH_6	2
Helicase_C	zf-CCCH_7	1
Helicase_C	zf-CW	21
Helicase_C	zf-CXXC	3
Helicase_C	zf-GRF	25
Helicase_C	zf-HC5HC2H	5
Helicase_C	zf-HC5HC2H_2	10
Helicase_C	zf-PARP	9
Helicase_C	zf-PHD-like	3
Helicase_C	zf-RING_2	47
Helicase_C	zf-RING_5	2
Helicase_C	zf-RING_UBOX	31
Helicase_C	zf-RanBP	3
Helicase_C	zf-met2	1
Helicase_C_3	ResIII	93
Helicase_C_3	SNF2_N	1
Histone	SNF2_N	1
Homeodomain	SNF2_N	1
Hydrolase	SNF2_N	2
Hydrolase	UQ_con	1
Hydrolase	Ufd2P_core	1
Hydrolase_6	SNF2_N	1
ILVD_EDD	SNF2_N	1
IQ	SNF2_N	1
IQ	Slx4	1
Integrase_H2C2	RT_RNaseH	1
Integrase_H2C2	SNF2_N	1
Ion_trans	SNF2_N	2
KH_2	Ribosomal_S3_C	1
KH_2	SNF2_N	1
Kelch_1	SNF2_N	1
LEM	SNF2_N	1
LIG3_BRCT	SNF2_N	14
LRR_6	SNF2_N	1
La	RRM_1	1
La	SLIDE	1
La	SNF2_N	1
Ligase_CoA	SNF2_N	1
Ligase_CoA	Sulf_transp	1
Linker_histone	SNF2_N	6
Linker_histone	zf-C3HC4	2
MFS_1	SNF2_N	1
MFS_1_like	SNF2_N	1
MMR_HSR1	SNF2_N	1
MORN	SNF2_N	1
Macro	SNF2_N	2
Med26	SNF2_N	6
Melibiase_2	Melibiase_C	1
Melibiase_2	RGM_C	1
Melibiase_2	RGM_N	1
Melibiase_2	SNF2_N	1
Melibiase_C	RGM_C	1
Melibiase_C	RGM_N	1
Melibiase_C	SNF2_N	1
Methyltr_RsmB-F	SNF2_N	2
Methyltr_RsmB-F	UBA	1
Mpv17_PMP22	ResIII	1
MrcB_N	PHD	2
MrcB_N	SNF2_N	2
MrcB_N	zf-CXXC	1
Myb_DNA-bind_6	SNF2_N	10
Myb_DNA-binding	SLIDE	1
Myb_DNA-binding	SNF2_N	6
Myc_N	SNF2_N	1
N6_Mtase	SNF2_N	1
NHL	SNF2_N	1
NHL	zf-B_box	1
NHL	zf-RING_UBOX	1
Neur_chan_LBD	Neur_chan_memb	1
Neur_chan_LBD	SNF2_N	1
Neur_chan_memb	SNF2_N	1
PA	SLIDE	1
PA	SNF2_N	1
PA	zf-RING_2	1
PALP	SNF2_N	1
PDZ	SNF2_N	1
PEPCK_GTP	PEPCK_N	1
PEPCK_GTP	PseudoU_synth_1	1
PEPCK_GTP	SNF2_N	1
PEPCK_N	PseudoU_synth_1	1
PEPCK_N	SNF2_N	1
PHD	PPR	2
PHD	PPR_2	2
PHD	PPR_3	2
PHD	PWWP	10
PHD	RCC1	6
PHD	RCC1_2	2
PHD	RVT_1	1
PHD	SNF2_N	150
PHD	TPR_11	1
PHD	zf-C3HC4	4
PHD	zf-C3HC4_3	3
PHD	zf-CXXC	1
PHD	zf-HC5HC2H	5
PHD	zf-RING_2	1
PHD_2	RAMA	1
PHD_2	SNF2_N	8
PHD_2	zf-HC5HC2H	1
PHD_2	zf-HC5HC2H_2	7
PKD	SNF2_N	1
PPR	PPR_2	3
PPR	PPR_3	4
PPR	SNF2_N	5
PPR	zf-C3HC4_3	2
PPR_2	PPR_3	3
PPR_2	SNF2_N	3
PPR_2	zf-C3HC4_3	2
PPR_3	SNF2_N	5
PPR_3	zf-C3HC4_3	2
PRKCSH	SNF2_N	1
PSII	SNF2_N	1
PWWP	SNF2_N	14
PWWP	zf-CW	2
PaO	Rieske	1
PaO	SNF2_N	1
Palm_thioest	SNF2_N	1
Peptidase_M24	SNF2_N	1
Peptidase_M28	Pirin	1
Peptidase_M28	Pirin_C_2	1
Peptidase_M28	Plug	1
Peptidase_M28	SNF2_N	1
Peptidase_M28	TonB_dep_Rec	1
Peroxin-3	SNF2_N	1
Phosphodiest	SNF2_N	1
PhyH	SNF2_N	1
PhyH	zf-RING_2	1
Pirin	Pirin_C_2	1
Pirin	Plug	1
Pirin	SNF2_N	1
Pirin	TonB_dep_Rec	1
Pirin_C_2	Plug	1
Pirin_C_2	SNF2_N	1
Pirin_C_2	TonB_dep_Rec	1
Pkinase	SNF2_N	5
Pkinase_Tyr	QLQ	1
Pkinase_Tyr	SNF2_N	1
Pkinase_Tyr	SnAC	1
Plug	SNF2_N	1
Plug	TonB_dep_Rec	1
PrmA	RapA_C	1
PrmA	SNF2_N	1
PrmA	Tudor_1_RapA	1
PrmA	Tudor_RapA	1
Prok-RING_4	SNF2_N	2
PseudoU_synth_1	SNF2_N	1
PseudoU_synth_2	RapA_C	1
