i	j	weight
Chromo	adh_short	1
Chromo	gag-asp_proteas	3
Chromo	rve	245
Chromo	zf-4CXXC_R1	8
Chromo	zf-C2H2	2
Chromo	zf-C2H2_4	1
Chromo	zf-C3HC4_2	1
Chromo	zf-CCCH	1
Chromo	zf-CCHC	15
Chromo	zf-CCHC_5	2
Chromo	zf-CW	4
Chromo	zf-CXXC	7
Chromo	zf-HC5HC2H	4
Chromo	zf-HC5HC2H_2	7
Chromo	zf-MIZ	1
Chromo	zf-PARP	1
Chromo	zf-met	1
Chromo_shadow	Chromo_shadow	26
Cob_adeno_trans	zf-4CXXC_R1	1
DAGAT	zf-C2H2	1
DDE_1	Dimer_Tnp_hAT	1
DDE_Tnp_4	Integrase_H2C2	1
DDE_Tnp_4	RT_RNaseH_2	2
DDE_Tnp_4	RVP_2	1
DDE_Tnp_4	RVT_1	2
DEAD	Helicase_C	2
DEAD	MBD	1
DEAD	RdRP	1
DEAD	RecQ_Zn_bind	1
DEK_C	DnaJ	1
DNA_methylase	Helicase_C	1
DNA_methylase	Pkinase_Tyr	1
DNA_methylase	SNF2_N	1
DUF1086	DUF1087	72
DUF1086	Helicase_C	74
DUF1086	PHD	66
DUF1086	SNF2_N	75
DUF1087	Helicase_C	95
DUF1087	PHD	83
DUF1087	PWWP	9
DUF1087	SAWADEE	1
DUF1087	SNF2_N	100
DUF1087	TPR_11	1
DUF1295	Helicase_C	1
DUF1295	SNF2_N	1
DUF4208	Helicase_C	78
DUF4208	SNF2_N	81
DUF4360	RT_RNaseH	1
DUF4360	RVT_1	1
DUF5679	rve	1
DUF702	Integrase_H2C2	1
DUF702	RT_RNaseH	1
DUF702	RVT_1	1
Dimer_Tnp_hAT	RT_RNaseH_2	1
Dimer_Tnp_hAT	RVT_1	1
Dimer_Tnp_hAT	WAPL	1
DnaJ	DnaJ_C	1
DnaJ	RCC1	1
DnaJ	RCC1_2	1
DnaJ_C	RCC1	1
DnaJ_C	RCC1_2	1
ERO1	Helicase_C	1
ERO1	SNF2_N	1
ERO1	Thymidylate_kin	1
FYRC	FYRN	25
FYRC	Helicase_C	25
FYRC	PHD	1
FYRC	SNF2_N	25
FYRN	Helicase_C	25
FYRN	PHD	1
FYRN	SNF2_N	25
GTF2I	Homeodomain	1
HECT	SNF2_N	1
HECT	adh_short	1
HMG_box	Helicase_C	1
HMG_box	SNF2_N	1
HMG_box	SprT-like	1
HMG_box	Zn_ribbon_SprT	1
HMG_box_2	Ldl_recept_a	1
HMG_box_2	Ldl_recept_b	1
HSF_DNA-bind	MBD	1
HSF_DNA-bind	zf-CXXC	1
Helicase_C	MBD	1
Helicase_C	MFS_1_like	1
Helicase_C	MrcB_N	2
Helicase_C	PHD	106
Helicase_C	PHD_2	5
Helicase_C	PWWP	8
Helicase_C	RVT_1	2
Helicase_C	Rad60-SLD	3
Helicase_C	RdRP	1
Helicase_C	RecQ_Zn_bind	1
Helicase_C	SNF2_N	445
Helicase_C	Sacchrp_dh_C	1
Helicase_C	Sacchrp_dh_NADP	1
Helicase_C	TPR_11	1
Helicase_C	Thymidylate_kin	1
Helicase_C	zf-C3HC4_2	1
Helicase_C	zf-CW	1
Helicase_C	zf-CXXC	2
Helicase_C	zf-HC5HC2H	4
Helicase_C	zf-HC5HC2H_2	5
IMS	IMS_C	1
IMS	REV1_C	1
IMS_C	REV1_C	1
Integrase_H2C2	MFS_1	1
Integrase_H2C2	Melibiase_C	1
Integrase_H2C2	Peptidase_S10	1
Integrase_H2C2	RT_RNaseH	125
Integrase_H2C2	RT_RNaseH_2	141
Integrase_H2C2	RVP_2	13
Integrase_H2C2	RVT_1	229
Integrase_H2C2	Retrotrans_gag	40
Integrase_H2C2	Spuma_A9PTase	1
Integrase_H2C2	gag-asp_proteas	3
Integrase_H2C2	rve	186
Integrase_H2C2	zf-CCHC	12
Integrase_H2C2	zf-CCHC_5	2
JmjC	zf-4CXXC_R1	1
KHA	PWWP	1
Ldl_recept_a	Ldl_recept_b	1
MBD	Myb_DNA-binding	1
MBD	RdRP	1
MBD	zf-CXXC	1
MFS_1	RT_RNaseH	1
MFS_1	RVT_1	1
MFS_1_like	SNF2_N	1
MRPL52	RT_RNaseH_2	1
MRPL52	rve	1
Melibiase_C	RT_RNaseH	1
Melibiase_C	rve	1
MrcB_N	PHD	2
MrcB_N	SNF2_N	2
MrcB_N	zf-CXXC	1
PHD	PWWP	10
PHD	Prim_Zn_Ribbon	1
PHD	RVT_1	1
PHD	SNF2_N	119
PHD	TPR_11	1
PHD	zf-CCHC	1
PHD	zf-CXXC	1
PHD	zf-HC5HC2H	4
PHD_2	SNF2_N	5
PHD_2	zf-HC5HC2H_2	7
PWWP	SNF2_N	10
PWWP	zf-CW	1
Pre-SET	RtcB	1
Pre-SET	SET	34
RCC1	RCC1_2	1
RT_RNaseH	RT_RNaseH_2	2
RT_RNaseH	RVP_2	5
RT_RNaseH	RVT_1	109
RT_RNaseH	Retrotrans_gag	16
RT_RNaseH	gag-asp_proteas	1
RT_RNaseH	rve	62
RT_RNaseH	zf-CCHC	11
RT_RNaseH	zf-CCHC_5	2
RT_RNaseH_2	RVP_2	7
RT_RNaseH_2	RVT_1	159
RT_RNaseH_2	Retrotrans_gag	29
RT_RNaseH_2	Spuma_A9PTase	1
RT_RNaseH_2	gag-asp_proteas	2
RT_RNaseH_2	rve	109
RT_RNaseH_2	zf-CCHC	1
RVP_2	RVT_1	13
RVP_2	Retrotrans_gag	5
RVP_2	rve	7
RVT_1	Retrotrans_gag	42
RVT_1	SNF2_N	2
RVT_1	Spuma_A9PTase	1
RVT_1	gag-asp_proteas	3
RVT_1	rve	145
RVT_1	zf-CCHC	14
RVT_1	zf-HC5HC2H	1
Rad60-SLD	SNF2_N	3
Retrotrans_gag	rve	37
Retrotrans_gag	zf-CCCH	1
Retrotrans_gag	zf-CCHC	3
RtcB	SET	1
SAP	zf-PARP	1
SAWADEE	SNF2_N	1
SNF2_N	Sacchrp_dh_C	1
SNF2_N	Sacchrp_dh_NADP	1
SNF2_N	TPR_11	1
SNF2_N	Thymidylate_kin	1
SNF2_N	zf-C3HC4_2	1
SNF2_N	zf-CW	1
SNF2_N	zf-CXXC	2
SNF2_N	zf-HC5HC2H	4
SNF2_N	zf-HC5HC2H_2	5
Sacchrp_dh_C	Sacchrp_dh_NADP	1
SprT-like	Zn_ribbon_SprT	1
Tudor-knot	Tudor-knot	1
gag-asp_proteas	rve	3
gag-asp_proteas	zf-CCHC	1
rve	zf-CCHC	10
zf-CXXC	zf-met	1
