i	j	weight
HARE-HTH	PHD	1
HARE-HTH	PHD_3	21
HATPase_c_3	Morc6_S5	1
HATPase_c_3	PHD	1
HAT_KAT11	KIX_2	2
HAT_KAT11	NDUF_B7	1
HAT_KAT11	PHD	37
HAT_KAT11	ZZ	28
HAT_KAT11	zf-TAZ	33
HLH	PHD	3
HMG_box	Helicase_C	3
HMG_box	PHD	16
HMG_box	PHD_2	1
HMG_box	PWWP	5
HMG_box	RCC1	3
HMG_box	SAND	1
HMG_box	SET	4
HMG_box	SNF2_N	3
HMG_box	zf-CW	1
HMG_box	zf-HC5HC2H	1
HMG_box	zf-HC5HC2H_2	1
HMG_box_2	Helicase_C	2
HMG_box_2	PHD	4
HMG_box_2	PHD_2	1
HMG_box_2	RCC1	2
HMG_box_2	RCC1_2	2
HMG_box_2	SNF2_N	2
HMG_box_2	zf-HC5HC2H_2	1
HORMA	PHD	1
HRDC	PHD	1
HRDC	PMC2NT	1
HRDC	RVT_1	1
HSR	PHD	5
HSR	SAND	4
HTH_Tnp_Tc5	PHD	4
HTH_psq	PHD	7
Ham1p_like	PHD	1
Ham1p_like	SET	1
Ham1p_like	zf-CXXC	1
Ham1p_like	zf-HC5HC2H	1
Helicase_C	MrcB_N	2
Helicase_C	PHD	135
Helicase_C	PHD_2	10
Helicase_C	PPR	2
Helicase_C	PPR_2	2
Helicase_C	PPR_3	2
Helicase_C	PWWP	8
Helicase_C	RAMA	1
Helicase_C	RCC1	6
Helicase_C	RCC1_2	2
Helicase_C	RVT_1	1
Helicase_C	ResIII	4
Helicase_C	SNF2_N	140
Helicase_C	TPR_11	1
Helicase_C	zf-C3HC4	4
Helicase_C	zf-C3HC4_3	2
Helicase_C	zf-CXXC	1
Helicase_C	zf-HC5HC2H	5
Helicase_C	zf-HC5HC2H_2	11
Helicase_C_4	Integrase_H2C2	1
Helicase_C_4	Myb_DNA-binding	1
Helicase_C_4	PHD	14
Helicase_C_4	RMP	1
Helicase_C_4	RT_RNaseH_2	1
Helicase_C_4	rve	1
Helitron_like_N	PHD	2
Helitron_like_N	PIF1	2
Hist_deacetyl	PHD	3
Hist_deacetyl	PHD_2	1
Hist_deacetyl	zf-HC5HC2H_2	1
Homeobox_KN	PHD	3
Homeodomain	PHD	31
Homeodomain	SET	1
Homeodomain	zf-HC5HC2H_2	1
INCENP_ARK-bind	PHD	1
ING	PHD	28
Integrase_H2C2	PHD	35
Integrase_H2C2	Peptidase_C48	5
Integrase_H2C2	RT_RNaseH	13
Integrase_H2C2	RT_RNaseH_2	2
Integrase_H2C2	RVT_1	11
Integrase_H2C2	TatD_DNase	1
Integrase_H2C2	gag-asp_proteas	1
Integrase_H2C2	p450	1
Integrase_H2C2	rve	21
Integrase_H2C2	zf-CCHC	2
Isochorismatase	PHD	1
Isochorismatase	WAC_Acf1_DNA_bd	1
JHD	JmjC	36
JHD	LRR_6	1
JHD	PHD	50
JHD	PHD_4	16
JHD	Ribosomal_L36	1
JHD	zf-CXXC	17
Jas	Jas	2
Jas	MBD	1
Jas	PHD	58
Jas	PHD_2	9
Jas	PLATZ	1
Jas	SET	8
Jas	zf-HC5HC2H_2	9
JmjC	JmjN	133
JmjC	PHD	159
JmjC	PHD_2	33
JmjC	PHD_4	4
JmjC	PLU-1	91
JmjC	Tudor_2	28
JmjC	zf-C5HC2	96
JmjC	zf-CXXC	4
JmjC	zf-HC5HC2H_2	34
JmjC	zf_UBZ	1
JmjN	PHD	106
JmjN	PHD_2	31
JmjN	PLU-1	74
JmjN	Tudor_2	26
JmjN	zf-C5HC2	80
JmjN	zf-HC5HC2H_2	31
JmjN	zf_UBZ	1
KELK	PHD	1
KELK	Pkinase	1
KIX_2	PHD	2
KIX_2	ZZ	1
KIX_2	zf-TAZ	2
Kelch_4	PHD_2	1
Kelch_4	zf-HC5HC2H_2	1
Kinesin	MOZ_SAS	1
Kinesin	PHD	1
Kinesin	PHD_2	1
Kinesin	zf-HC5HC2H	1
Kinesin	zf-HC5HC2H_2	1
Kinesin	zf-MYST	1
LBR_tudor	PHD_2	1
LBR_tudor	PWWP	1
LBR_tudor	SET	1
LBR_tudor	zf-HC5HC2H_2	1
LMBR1	PHD	1
LRR_4	PHD	1
LRR_6	PHD	4
LRR_6	PHD_4	3
LRR_6	zf-CXXC	3
LRR_8	PHD	1
Linker_histone	MOZ_SAS	9
Linker_histone	PHD	16
Linker_histone	SAM_1	1
Linker_histone	zf-C2HC	6
Linker_histone	zf-MYST	10
MBD	MBT	1
MBD	Neuralized	1
MBD	PHD	51
MBD	Ras	1
MBD	WHIM1	26
MBD	WSD	32
MBT	PHD	5
MBT	Tudor_2	1
MBT	Tudor_3	1
MH1	PHD	3
MH1	zf-HC5HC2H	2
MH1	zf-HC5HC2H_2	1
MMR_HSR1	PHD	2
MMR_HSR1	SET	2
MOZ_SAS	Methyltransf_32	1
MOZ_SAS	PHD	66
MOZ_SAS	PHD_4	2
MOZ_SAS	zf-C2HC	21
MOZ_SAS	zf-MYST	65
MRG	PHD	1
MULE	PHD	11
MULE	Peptidase_C48	4
MULE	SWIM	2
Mad3_BUB1_I	PHD	1
Mad3_BUB1_I	Pkinase	1
Mad3_BUB1_I	Requiem_N	1
Methyltransf_10	PHD	1
Methyltransf_32	PHD	1
Methyltransf_32	zf-MYST	1
Morc6_S5	PHD	1
MrcB_N	PHD	2
MrcB_N	SNF2_N	2
MrcB_N	zf-CXXC	1
Mtf2_C	PHD	17
Mtf2_C	Tudor_2	15
Myb_DNA-binding	PHD	7
Myb_DNA-binding	PHD_2	2
Myb_DNA-binding	RMP	1
Myb_DNA-binding	zf-HC5HC2H_2	2
NACHT	PHD	1
NACHT	RVT_1	1
NDUF_B7	PHD	1
NDUF_B7	ZZ	1
NDUF_B7	zf-TAZ	1
NHL	PHD	1
NHL	Somatomedin_B	1
NHL	zf-HC5HC2H_2	1
Neuralized	PHD	1
Neuralized	WSD	1
Nipped-B_C	PHD	21
Nipped-B_C	RhoGEF	1
Nop25	PHD	1
ORC2	PHD_2	1
ORC2	zf-HC5HC2H_2	1
ORC3_N	PHD_2	1
ORC3_N	zf-HC5HC2H_2	1
ORC4_C	PHD	1
OTU	PHD	1
PAH	PHD	1
PEX11	PHD	1
PEX11	SAD_SRA	1
PH	PHD	1
PH	RVT_1	1
PHD	PHD	1289
PHD	PHD_2	41
PHD	PHD_4	1
PHD	PHF12_MRG_bd	30
PHD	PHO4	1
PHD	PH_12	1
PHD	PH_13	1
PHD	PIF1	9
PHD	PLATZ	1
PHD	PLU-1	109
PHD	PMC2NT	1
PHD	PP-binding	1
PHD	PPR	2
PHD	PPR_2	2
PHD	PPR_3	2
PHD	PT	2
PHD	PTCB-BRCT	12
PHD	PUB	3
PHD	PWWP	82
PHD	Peptidase_C48	20
PHD	Peptidase_C97	1
PHD	Peptidase_S8	1
PHD	PhyH	2
PHD	Pkinase	7
PHD	Prim_Zn_Ribbon	1
PHD	Proteasome	1
PHD	Proteasome_A_N	1
PHD	RAMA	3
PHD	RCC1	13
PHD	RCC1_2	4
PHD	RMP	1
PHD	RNA_pol_A_bac	1
PHD	RNA_pol_L	1
PHD	RTT107_BRCT_5	1
PHD	RT_RNaseH	16
PHD	RT_RNaseH_2	5
PHD	RVT_1	41
PHD	Ras	2
PHD	RdRP	1
PHD	Requiem_N	54
PHD	ResIII	1
PHD	Resolvase	1
PHD	RhoGEF	2
PHD	Rho_N	1
PHD	Ribosom_S12_S23	1
PHD	Ribosomal_L36	1
PHD	Ribosomal_L7Ae	1
PHD	Rsm22	1
PHD	S1	1
PHD	SAD_SRA	52
PHD	SAM_1	32
PHD	SAM_2	1
PHD	SAND	13
PHD	SANTA	1
PHD	SAP	2
PHD	SAP30_Sin3_bdg	1
PHD	SAWADEE	1
PHD	SET	160
PHD	SH3_1	1
PHD	SNF2_N	150
PHD	SPOC	47
PHD	SPRY	3
PHD	SRP68	1
PHD	SWIM	4
PHD	Somatomedin_B	1
PHD	TCR	1
PHD	TFIIS_M	60
PHD	THAP	1
PHD	TPR_11	1
PHD	TPR_12	2
PHD	TPR_19	1
PHD	TPR_8	2
PHD	TTD	39
PHD	TatD_DNase	2
PHD	Transposase_mut	1
PHD	Tudor-knot	5
PHD	Tudor_2	31
PHD	Tudor_3	1
PHD	Tyrosinase	1
PHD	UBA	1
PHD	UCH	2
PHD	UNC-93	1
PHD	UPF0029	1
PHD	V-ATPase_G	1
PHD	VEFS-Box	2
PHD	Vps26	1
PHD	WAC_Acf1_DNA_bd	46
PHD	WD40	4
PHD	WHIM1	127
PHD	WSD	149
PHD	Y_phosphatase2	2
PHD	Yippee-Mis18	1
PHD	Yop-YscD_cpl	1
PHD	YqaJ	19
PHD	ZZ	28
PHD	Zn_clus	1
PHD	aGPT-Pplase1	3
PHD	dUTPase	1
PHD	gag-asp_proteas	2
PHD	p450	1
PHD	rve	22
PHD	ubiquitin	42
PHD	zf-BED	2
PHD	zf-B_box	23
PHD	zf-C2H2	2
PHD	zf-C2H2_6	3
PHD	zf-C2HC	22
PHD	zf-C3HC4	19
PHD	zf-C3HC4_2	6
PHD	zf-C3HC4_3	13
PHD	zf-C5HC2	96
PHD	zf-CCHC	3
PHD	zf-CW	3
PHD	zf-CXXC	61
PHD	zf-CpG_bind_C	50
PHD	zf-DBF	1
PHD	zf-HC5HC2H	93
PHD	zf-HC5HC2H_2	143
PHD	zf-MIZ	11
PHD	zf-MYND	10
PHD	zf-MYST	65
PHD	zf-RING_2	79
PHD	zf-RING_5	1
PHD	zf-RING_UBOX	14
PHD	zf-RanBP	1
PHD	zf-TAZ	34
PHD	zf-TRAF	1
PHD	zf-UBP	1
PHD	zf-UBP_var	1
PHD	zf-UBR	4
PHD	zf-rbx1	1
PHD	zf_UBZ	1
PHD_2	PHD_2	36
PHD_2	PLU-1	2
PHD_2	PWWP	86
PHD_2	RAMA	1
PHD_2	RIIa	1
PHD_2	ResIII	3
PHD_2	SAND	8
PHD_2	SET	62
PHD_2	SH3_1	1
PHD_2	SH3_2	1
PHD_2	SNF2_N	8
PHD_2	TFIIS_M	1
PHD_2	Tudor_2	31
PHD_2	WHIM1	1
PHD_2	ZZ	1
PHD_2	cNMP_binding	1
PHD_2	zf-C3HC4_2	1
PHD_2	zf-C3HC4_3	1
PHD_2	zf-CW	2
PHD_2	zf-HC5HC2H	17
PHD_2	zf-HC5HC2H_2	469
PHD_2	zf-RING_2	1
PHD_4	zf-CXXC	30
PHD_4	zf-MYST	2
PH_13	RhoGEF	1
PH_13	SET	1
PH_13	zf-CXXC	1
PH_13	zf-HC5HC2H	1
PLU-1	PWWP	1
PLU-1	zf-C5HC2	86
PLU-1	zf-HC5HC2H_2	2
PMC2NT	RVT_1	1
PPR	PPR_2	2
PPR	PPR_3	2
PPR	SNF2_N	2
PPR	zf-C3HC4_3	2
PPR_2	PPR_3	2
PPR_2	SNF2_N	2
PPR_2	zf-C3HC4_3	2
PPR_3	SNF2_N	2
PPR_3	zf-C3HC4_3	2
PT	SPOC	2
PT	TFIIS_M	2
PTCB-BRCT	RTT107_BRCT_5	1
PTCB-BRCT	zf-C3HC4	1
PTCB-BRCT	zf-C3HC4_3	1
PWWP	RIIa	1
PWWP	SAND	5
PWWP	SET	56
PWWP	SNF2_N	10
PWWP	UCH	1
PWWP	WSD	1
PWWP	cNMP_binding	1
PWWP	zf-CW	1
PWWP	zf-HC5HC2H	1
PWWP	zf-HC5HC2H_2	88
Peptidase_C48	SWIM	3
Peptidase_C48	rve	3
Peptidase_S8	SET	1
Pkinase	Requiem_N	1
Pkinase	zf-B_box	1
Proteasome	Proteasome_A_N	1
Proteasome	RVT_1	1
Proteasome_A_N	RVT_1	1
RAMA	SET	2
RAMA	SNF2_N	1
RAMA	zf-HC5HC2H	1
RAMA	zf-HC5HC2H_2	3
RCC1	RCC1_2	4
RCC1	SNF2_N	6
RCC1_2	SNF2_N	2
RIIa	cNMP_binding	1
RIIa	zf-HC5HC2H_2	1
RNA_pol_A_bac	RNA_pol_L	1
RNA_pol_A_bac	Requiem_N	1
RNA_pol_L	Requiem_N	1
RT_RNaseH	RVT_1	11
RT_RNaseH	gag-asp_proteas	2
RT_RNaseH	p450	1
RT_RNaseH	rve	7
RT_RNaseH	zf-CCHC	2
RT_RNaseH_2	RVT_1	3
RT_RNaseH_2	rve	1
RT_RNaseH_2	zf-C2H2_6	1
RVT_1	Ras	1
RVT_1	Rsm22	1
RVT_1	S1	1
RVT_1	SNF2_N	1
RVT_1	Vps26	1
RVT_1	WD40	2
RVT_1	gag-asp_proteas	1
RVT_1	p450	1
RVT_1	rve	6
RVT_1	zf-C2H2_6	1
RVT_1	zf-CCHC	2
RVT_1	zf-HC5HC2H	1
Ras	WSD	1
ResIII	zf-HC5HC2H_2	3
RhoGEF	SET	1
RhoGEF	zf-CXXC	1
RhoGEF	zf-HC5HC2H	1
Ribosom_S12_S23	SET	1
Ribosomal_L7Ae	SANTA	1
SAD_SRA	TTD	37
SAD_SRA	ubiquitin	40
SAD_SRA	zf-C3HC4	11
SAD_SRA	zf-C3HC4_2	3
SAD_SRA	zf-C3HC4_3	9
SAD_SRA	zf-C3HC4_4	1
SAD_SRA	zf-RING_UBOX	8
SAM_1	THAP	1
SAND	SET	9
SAND	WAC_Acf1_DNA_bd	1
SAND	WHIM1	1
SAND	WSD	1
SAND	zf-CW	1
SAND	zf-HC5HC2H_2	8
SAP	zf-MIZ	2
SET	zf-C2H2_6	1
SET	zf-CW	1
SET	zf-CXXC	16
SET	zf-HC5HC2H	52
SET	zf-HC5HC2H_2	89
SH3_1	SH3_2	1
SH3_1	zf-HC5HC2H_2	2
SH3_2	zf-HC5HC2H_2	1
SNF2_N	TPR_11	1
SNF2_N	zf-C3HC4	4
SNF2_N	zf-C3HC4_3	3
SNF2_N	zf-CXXC	1
SNF2_N	zf-HC5HC2H	6
SNF2_N	zf-HC5HC2H_2	8
SNF2_N	zf-RING_2	1
SPOC	TFIIS_M	46
Somatomedin_B	zf-HC5HC2H_2	1
TFIIS_M	zf-HC5HC2H_2	1
TFIIS_M	zf-RING_2	1
TPR_12	TPR_8	2
TPR_12	WSD	2
TPR_12	zf-CXXC	2
TPR_19	zf-UBR	1
TPR_8	WSD	2
TPR_8	zf-CXXC	2
TTD	ubiquitin	36
TTD	zf-C3HC4	7
TTD	zf-C3HC4_2	1
TTD	zf-C3HC4_3	2
TatD_DNase	rve	1
Tudor-knot	Tudor_2	1
Tudor_2	zf-HC5HC2H_2	32
Tudor_2	zf-MYND	3
Tyrosinase	zf-HC5HC2H	1
UBA	UCH	1
UBA	zf-UBP	1
UBA	zf-UBP_var	1
UCH	zf-UBP	1
UCH	zf-UBP_var	1
WAC_Acf1_DNA_bd	WHIM1	31
WAC_Acf1_DNA_bd	WSD	45
WHIM1	WSD	87
WHIM1	zf-CXXC	1
WHIM1	zf-HC5HC2H	1
WHIM1	zf-HC5HC2H_2	2
WSD	zf-CXXC	3
ZZ	zf-HC5HC2H_2	1
ZZ	zf-TAZ	26
cNMP_binding	zf-HC5HC2H_2	1
gag-asp_proteas	rve	1
p450	rve	1
p450	zf-CCHC	1
rve	zf-CCHC	1
ubiquitin	zf-C3HC4	9
ubiquitin	zf-C3HC4_2	3
ubiquitin	zf-C3HC4_3	3
zf-B_box	zf-RING_5	1
zf-B_box	zf-RING_UBOX	7
zf-C2H2_6	zf-CXXC	1
zf-C2H2_6	zf-HC5HC2H	1
zf-C2HC	zf-MYST	20
zf-C3HC4	zf-RING_UBOX	2
zf-C3HC4_2	zf-HC5HC2H	1
zf-C3HC4_2	zf-HC5HC2H_2	1
zf-C3HC4_3	zf-HC5HC2H_2	1
zf-C3HC4_3	zf-RING_UBOX	4
zf-C3HC4_4	zf-RING_UBOX	1
zf-C5HC2	zf-HC5HC2H_2	1
zf-C5HC2	zf_UBZ	1
zf-CW	zf-HC5HC2H_2	2
