i	j	weight
CDH1_2_SANT_HL1	DUF4208	33
CDH1_2_SANT_HL1	Helicase_C	36
CDH1_2_SANT_HL1	SNF2_N	37
CHDCT2	CHDNT	33
CHDCT2	Chromo	47
CHDCT2	DUF1086	48
CHDCT2	DUF1087	48
CHDCT2	Helicase_C	48
CHDCT2	PHD	46
CHDCT2	SNF2_N	48
CHDNT	Chromo	36
CHDNT	DUF1086	34
CHDNT	DUF1087	34
CHDNT	Helicase_C	34
CHDNT	PHD	38
CHDNT	SNF2_N	36
CID	PWWP	31
CRC_subunit	PHD	9
CS	DEAD	8
CS	TUDOR	12
Cdh1_DBD_1	Chromo	11
Cdh1_DBD_1	DUF4208	9
Cdh1_DBD_1	Helicase_C	11
Cdh1_DBD_1	SNF2_N	11
Chromo	Chromo	1161
Chromo	Chromo_shadow	112
Chromo	DNA_methylase	40
Chromo	DUF1086	75
Chromo	DUF1087	100
Chromo	DUF4208	82
Chromo	Dimer_Tnp_hAT	12
Chromo	ECH_1	29
Chromo	FYRC	26
Chromo	FYRN	27
Chromo	Helicase_C	450
Chromo	Integrase_H2C2	330
Chromo	PHD	126
Chromo	PHD_2	7
Chromo	PWWP	12
Chromo	Pre-SET	34
Chromo	RT_RNaseH	146
Chromo	RT_RNaseH_2	177
Chromo	RVP_2	14
Chromo	RVT_1	326
Chromo	Retrotrans_gag	44
Chromo	SET	37
Chromo	SNF2_N	476
Chromo	WWE	6
Chromo	rve	245
Chromo	zf-4CXXC_R1	8
Chromo	zf-CCHC	15
Chromo	zf-CXXC	7
Chromo	zf-HC5HC2H_2	7
Chromo_shadow	Chromo_shadow	26
Cohesin_HEAT	Nipped-B_C	18
Cohesin_HEAT	PHD	19
Creb_binding	DUF902	36
Creb_binding	HAT_KAT11	36
Creb_binding	KIX	31
Creb_binding	ZZ	35
Creb_binding	zf-TAZ	35
Cupin_8	JHD	15
Cupin_8	PHD	11
Cupin_8	PHD_4	10
Cupin_8	zf-CXXC	11
DDE_1	PHD	12
DDT	MBD	35
DDT	PHD	145
DDT	WAC_Acf1_DNA_bd	28
DDT	WHIM1	96
DDT	WSD	90
DEAD	HA2	32
DEAD	Helicase_C	41
DEAD	TUDOR	58
DMAP_binding	DNA_methylase	9
DMAP_binding	DNMT1-RFD	9
DMAP_binding	zf-CXXC	9
DNA_methylase	DNMT1-RFD	59
DNA_methylase	PWWP	34
DNA_methylase	zf-CXXC	28
DNMT1-RFD	zf-CXXC	29
DUF1086	DUF1087	74
DUF1086	Helicase_C	76
DUF1086	PHD	68
DUF1086	SNF2_N	76
DUF1087	Helicase_C	97
DUF1087	PHD	85
DUF1087	PWWP	9
DUF1087	SNF2_N	101
DUF1325	ING	12
DUF3591	TBP-binding	53
DUF3591	ubiquitin	14
DUF3591	zf-CCHC_6	59
DUF4208	Helicase_C	78
DUF4208	SNF2_N	81
DUF902	HAT_KAT11	76
DUF902	KIX	59
DUF902	ZZ	66
DUF902	zf-TAZ	74
ELM2	GATA	37
ELM2	MTA_R1	40
ELM2	Myb_DNA-binding	25
ELM2	PHD	10
ELM2	zf-C2H2	11
EPL1	PHD_2	134
EPL1	PWWP	41
EPL1	zf-HC5HC2H_2	137
Exo_endo_phos_2	PHD	13
F-box	Helicase_C	6
F-box	JHD	9
F-box	PHD_4	13
F-box	SNF2_N	8
F-box	zf-CW	7
F-box	zf-CXXC	12
F-box-like	Helicase_C	6
F-box-like	PHD_4	13
F-box-like	SNF2_N	6
F-box-like	zf-CW	6
F-box-like	zf-CXXC	12
FHA	PHD	17
FYRC	FYRN	105
FYRC	Helicase_C	25
FYRC	PHD	66
FYRC	PHD_2	17
FYRC	PWWP	24
FYRC	SET	76
FYRC	SNF2_N	25
FYRC	WSD	7
FYRC	zf-CXXC	16
FYRC	zf-HC5HC2H	46
FYRC	zf-HC5HC2H_2	43
FYRN	Helicase_C	25
FYRN	PHD	79
FYRN	PHD_2	16
FYRN	PWWP	24
FYRN	SET	84
FYRN	SNF2_N	25
FYRN	WSD	9
FYRN	zf-CXXC	21
FYRN	zf-HC5HC2H	53
FYRN	zf-HC5HC2H_2	46
GATA	MTA_R1	19
GATA	Myb_DNA-binding	16
HA2	Helicase_C	33
HA2	TUDOR	34
HARE-HTH	PHD_3	21
HATPase_c_3	Morc6_S5	66
HATPase_c_3	zf-CW	67
HAT_KAT11	KIX	60
HAT_KAT11	KIX_2	8
HAT_KAT11	PHD	37
HAT_KAT11	ZZ	109
HAT_KAT11	zf-TAZ	123
HMG_box	PHD	16
HMG_box	PWWP	18
HMG_box	SET	12
HMG_box	zf-CW	7
HSA	Helicase_C	91
HSA	QLQ	60
HSA	SNF2_N	94
HSA	SnAC	78
HSR	SAND	7
HTH_psq	PHD	7
Helicase_C	PHD	135
Helicase_C	PHD_2	10
Helicase_C	PWWP	11
Helicase_C	QLQ	65
Helicase_C	RCC1	6
Helicase_C	SNF2_N	659
Helicase_C	SnAC	101
Helicase_C	TUDOR	40
Helicase_C	zf-CW	21
Helicase_C	zf-HC5HC2H_2	11
Helicase_C_4	PHD	14
Homeodomain	PHD	31
ING	ING	299
ING	PHD	28
Integrase_H2C2	PHD	35
Integrase_H2C2	RT_RNaseH	140
Integrase_H2C2	RT_RNaseH_2	145
Integrase_H2C2	RVP_2	13
Integrase_H2C2	RVT_1	243
Integrase_H2C2	Retrotrans_gag	40
Integrase_H2C2	rve	210
Integrase_H2C2	zf-CCHC	14
JHD	JmjC	36
JHD	PHD	50
JHD	PHD_4	16
JHD	zf-CXXC	17
Jas	PHD	58
Jas	PHD_2	9
Jas	SET	8
Jas	zf-HC5HC2H_2	9
JmjC	JmjN	135
JmjC	PHD	159
JmjC	PHD_2	33
JmjC	PLU-1	91
JmjC	Tudor_2	28
JmjC	zf-C5HC2	96
JmjC	zf-HC5HC2H_2	34
JmjN	PHD	106
JmjN	PHD_2	31
JmjN	PLU-1	74
JmjN	Tudor_2	26
JmjN	zf-C5HC2	80
JmjN	zf-HC5HC2H_2	31
KH_1	TUDOR	64
KIX	ZZ	52
KIX	zf-TAZ	60
KIX_2	ZZ	7
KIX_2	zf-TAZ	8
LEDGF	PWWP	33
Linker_histone	MOZ_SAS	9
Linker_histone	PHD	16
Linker_histone	zf-C2HC	6
Linker_histone	zf-MYST	10
MBD	PHD	51
MBD	WHIM1	26
MBD	WSD	33
MBD	zf-CW	36
MBT	MBT	66
MBT	SAM_1	112
MBT	SLED	80
MBT	TIR_2	10
MBT	zf-C2HC	38
MOZ_SAS	PHD	66
MOZ_SAS	zf-C2HC	21
MOZ_SAS	zf-MYST	65
MRG	MRG	77
MRG	Tudor-knot	167
MTA_R1	Myb_DNA-binding	23
MTA_R1	zf-C2H2	10
MULE	PHD	11
Med26	PWWP	26
Med26	TFIIS_C	6
Morc6_S5	zf-CW	73
Mtf2_C	PHD	17
Mtf2_C	Tudor_2	15
MutS_I	MutS_II	27
MutS_I	MutS_III	28
MutS_I	MutS_IV	25
MutS_I	MutS_V	23
MutS_I	PWWP	31
MutS_II	MutS_III	26
MutS_II	MutS_IV	23
MutS_II	MutS_V	23
MutS_II	PWWP	27
MutS_III	MutS_IV	25
MutS_III	MutS_V	22
MutS_III	PWWP	28
MutS_IV	MutS_V	22
MutS_IV	PWWP	25
MutS_V	PWWP	23
Myb_DNA-binding	PHD	7
NAD_binding_11	NAD_binding_2	16
NAD_binding_11	PWWP	16
NAD_binding_2	PWWP	23
Nipped-B_C	PHD	21
OST-HTH	RRM_1	8
OST-HTH	TUDOR	74
PHD	PHD	1289
PHD	PHD_2	41
PHD	PHF12_MRG_bd	30
PHD	PIF1	9
PHD	PLU-1	109
PHD	PTCB-BRCT	12
PHD	PWWP	82
PHD	Peptidase_C48	20
PHD	Pkinase	7
PHD	RCC1	13
PHD	RT_RNaseH	16
PHD	RVT_1	41
PHD	Requiem_N	54
PHD	SAD_SRA	52
PHD	SAM_1	32
PHD	SAND	13
PHD	SET	160
PHD	SNF2_N	150
PHD	SPOC	47
PHD	TFIIS_M	60
PHD	TTD	39
PHD	Tudor_2	31
PHD	WAC_Acf1_DNA_bd	46
PHD	WHIM1	127
PHD	WSD	149
PHD	YqaJ	19
PHD	ZZ	28
PHD	rve	22
PHD	ubiquitin	42
PHD	zf-B_box	23
PHD	zf-C2HC	22
PHD	zf-C3HC4	19
PHD	zf-C3HC4_2	6
PHD	zf-C3HC4_3	13
PHD	zf-C5HC2	96
PHD	zf-CXXC	61
PHD	zf-CpG_bind_C	50
PHD	zf-HC5HC2H	93
PHD	zf-HC5HC2H_2	143
PHD	zf-MIZ	11
PHD	zf-MYND	10
PHD	zf-MYST	65
PHD	zf-RING_2	79
PHD	zf-RING_UBOX	14
PHD	zf-TAZ	34
PHD_2	PHD_2	36
PHD_2	PWWP	87
PHD_2	SAND	8
PHD_2	SET	63
PHD_2	SNF2_N	8
PHD_2	Tudor_2	31
PHD_2	zf-HC5HC2H	17
PHD_2	zf-HC5HC2H_2	470
PHD_4	zf-CXXC	30
PLU-1	zf-C5HC2	86
PWWP	PWWP	370
PWWP	SET	118
PWWP	SNF2_N	14
PWWP	TFIIS_C	12
PWWP	TFIIS_M	7
PWWP	zf-CW	49
PWWP	zf-HC5HC2H_2	93
Pre-SET	SET	34
QLQ	SNF2_N	66
QLQ	SnAC	59
RCC1	SNF2_N	6
RMI1_N	TUDOR	6
RMI1_N	UBA	9
RRM_1	TUDOR	54
RRM_1	zf-MYND	20
RT_RNaseH	RVT_1	122
RT_RNaseH	Retrotrans_gag	16
RT_RNaseH	rve	70
RT_RNaseH	zf-CCHC	13
RT_RNaseH_2	RVP_2	7
RT_RNaseH_2	RVT_1	163
RT_RNaseH_2	Retrotrans_gag	29
RT_RNaseH_2	rve	111
RVP_2	RVT_1	13
RVP_2	rve	7
RVT_1	Retrotrans_gag	42
RVT_1	TUDOR	6
RVT_1	rve	153
RVT_1	zf-CCHC	16
Retrotrans_gag	rve	37
SAD_SRA	TTD	37
SAD_SRA	ubiquitin	40
SAD_SRA	zf-C3HC4	11
SAD_SRA	zf-C3HC4_3	9
SAD_SRA	zf-RING_UBOX	8
SAM_1	SLED	68
SAM_1	zf-C2HC	26
SAND	SET	9
SAND	zf-HC5HC2H_2	8
SAWADEE	SAWADEE	47
SET	zf-CW	27
SET	zf-CXXC	16
SET	zf-HC5HC2H	52
SET	zf-HC5HC2H_2	96
SIR2	YEATS	8
SMN	SMN	40
SNF2_N	SnAC	98
SNF2_N	zf-CW	27
SNF2_N	zf-HC5HC2H	6
SNF2_N	zf-HC5HC2H_2	8
SNase	TUDOR	181
SPOC	TFIIS_M	47
SWIRM	zf-CW	15
TBP-binding	ubiquitin	10
TBP-binding	zf-CCHC_6	34
TFIIS_C	TFIIS_M	6
TTD	ubiquitin	36
TTD	zf-C3HC4	7
TUDOR	TUDOR	401
TUDOR	UBA	6
TUDOR	zf-B_box	19
TUDOR	zf-MYND	28
TUDOR	zf-RING_UBOX	7
Tudor-knot	Tudor-knot	7
Tudor_2	zf-HC5HC2H_2	32
WAC_Acf1_DNA_bd	WHIM1	32
WAC_Acf1_DNA_bd	WSD	46
WHIM1	WSD	91
YEATS	YEATS	288
YEATS	zf-C3HC4	6
ZZ	zf-TAZ	105
rve	zf-CCHC	11
ubiquitin	zf-C3HC4	9
ubiquitin	zf-CCHC_6	9
zf-B_box	zf-RING_UBOX	12
zf-C2HC	zf-MYST	20
zf-CW	zf-CW	120
zf-CXXC	zf-CpG_bind_C	28
zf-CXXC	zf-HC5HC2H	16
zf-HC5HC2H	zf-HC5HC2H_2	23
