i	j	weight
Ank_4	Pkinase_Tyr	3
Ank_4	RRM_1	1
Ank_4	Response_reg	2
Ank_4	SAM_1	70
Ank_4	SAM_2	40
Ank_4	SH3_1	1
Ank_4	SH3_2	13
Ank_4	SH3_9	1
Ank_4	SPG48	1
Ank_4	START	1
Ank_5	FERM_f0	1
Ank_5	IQ	3
Ank_5	MT	3
Ank_5	PARP	28
Ank_5	PDZ	3
Ank_5	Pkinase_Tyr	1
Ank_5	SAM_1	22
Ank_5	SAM_2	28
Ank_5	SH3_2	7
Anticodon_1	SAM_2	1
Anticodon_1	tRNA-synt_1	1
Arf	C2	1
Arf	Ctr	1
Arf	GMC_oxred_C	1
Arf	GMC_oxred_N	1
Arf	Pkinase_Tyr	1
Arf	SAM_1	1
ArfGap	PH	29
ArfGap	RA	16
ArfGap	RhoGAP	27
ArfGap	SAM_1	20
ArfGap	SAM_2	10
Arm	RhoGEF	1
Arm	SAM_1	1
B3	SAM_1	1
BCS1_N	SAM_1	2
BRCT	Pkinase_Tyr	2
BRCT	SAM_1	2
BT1	SAM_1	1
BTB_2	SAM_2	1
BTB_2	TLD	1
Bac_rhodopsin	Guanylate_cyc	2
Bac_rhodopsin	HATPase_c	2
Bac_rhodopsin	HisKA	2
Bac_rhodopsin	Response_reg	2
Bac_rhodopsin	SAM_1	1
Bac_rhodopsin	SAM_2	1
Beta_helix	SAM_2	1
Beta_helix	TIR_2	1
Big_9	SAM_1	4
Big_9	SAM_2	1
Biotin_lipoyl	SAM_1	2
Biotin_lipoyl	SAM_2	1
Bromodomain	SAM_1	1
Btz	SAM_1	1
C1_1	DAGK_acc	37
C1_1	DAGK_cat	37
C1_1	Exo_endo_phos_2	1
C1_1	PH	24
C1_1	PI3K_P85_iSH2	23
C1_1	Pkinase_Tyr	1
C1_1	RVT_1	1
C1_1	RhoGAP	28
C1_1	SAM_1	45
C1_1	SAM_2	21
C1_1	SH2	26
C1_1	SH3_1	4
C1_1	SH3_2	1
C1_1	SH3_9	7
C2	Ctr	1
C2	EF-hand_5	1
C2	EF-hand_7	1
C2	GMC_oxred_C	1
C2	GMC_oxred_N	1
C2	GRAM	1
C2	Pkinase_Tyr	7
C2	RhoGAP	1
C2	SAM_1	10
C2	SAM_2	4
CABIT	RT_RNaseH_2	1
CABIT	SAM_1	51
CABIT	SAM_2	10
CAP_GLY	SAM_1	1
CH	GAS2	1
CH	PH	11
CH	Pkinase	1
CH	SAM_1	12
CH	SAM_2	15
CH	SH2	4
CH	SH3_1	2
CH	SH3_9	7
CH	Spt4	1
CHAT	NACHT	2
CHAT	SAM_1	3
CHAT	SAM_2	1
CHAT	TPR_10	2
CHAT	TPR_12	3
COR	I-set	1
COR	Pkinase	1
COR	Pkinase_Tyr	1
COR	Roc	1
COR	SAM_2	2
COR	ZU5	1
COR	ubiquitin	1
COX6A	DRMBL	2
COX6A	SAM_1	2
CRAL_TRIO	SAM_2	1
CRIC_ras_sig	DUF1170	7
CRIC_ras_sig	GCFC	1
CRIC_ras_sig	PDZ	27
CRIC_ras_sig	PH	21
CRIC_ras_sig	SAM_1	30
CRIC_ras_sig	SAM_2	1
CS	SAM_2	1
CUB	Ldl_recept_a	1
CUB	MAM	1
CUB	SAM_1	1
CUB	SRCR	1
CUB	U-box	1
CUE	RhoGEF	1
CUE	SAM_1	1
CUE	SH3_9	1
Caskin-Pro-rich	Caskin-tail	4
Caskin-Pro-rich	Caskin1-CID	3
Caskin-Pro-rich	SAM_1	4
Caskin-Pro-rich	SH3_2	4
Caskin-tail	Caskin1-CID	4
Caskin-tail	SAM_1	6
Caskin-tail	SH3_2	5
Caskin1-CID	SAM_1	4
Caskin1-CID	SH3_2	4
Chitin_synth_2	F5_F8_type_C	2
Chitin_synth_2	Integrase_H2C2	1
Chitin_synth_2	RT_RNaseH_2	1
Chitin_synth_2	RVT_1	1
Chitin_synth_2	SAM_1	41
Chitin_synth_2	SAM_2	24
Chitin_synth_2	WSC	1
Chitin_synth_2	rve	1
Chitin_synth_2	zf-TAZ	1
Complex1_LYR	SAM_1	1
Cornichon	SAM_2	1
Costars	LIM	1
Costars	SAM_1	1
Ctr	GMC_oxred_C	1
Ctr	GMC_oxred_N	1
Ctr	Pkinase_Tyr	1
Ctr	SAM_1	1
Cupin_8	SAM_1	1
Cyt-b5	FA_desaturase	1
Cyt-b5	MBT	1
Cyt-b5	SAM_1	1
Cyt-b5	SLED	1
Cytochrom_D1	HELP	1
Cytochrom_D1	SAM_1	1
Cytochrom_D1	WD40	1
DAGK_acc	DAGK_cat	38
DAGK_acc	PH	24
DAGK_acc	SAM_1	34
DAGK_acc	SAM_2	11
DAGK_cat	PH	24
DAGK_cat	SAM_1	28
DAGK_cat	SAM_2	11
DDHD	SAM_1	35
DDHD	WWE	16
DEK_C	DSPc	2
DEK_C	SAM_1	2
DEP	Pkinase_Tyr	1
DEP	SAM_1	1
DFP	SAM_2	1
DFP	TIR_2	1
DRMBL	Lactamase_B_2	3
DRMBL	SAM_1	14
DRMBL	SAM_2	1
DSPc	SAM_1	2
DUF1170	PDZ	7
DUF1170	PH	5
DUF1170	SAM_1	7
DUF202	SAM_1	4
DUF202	SAM_2	2
DUF3504	PHD	2
DUF3504	SAM_1	2
DUF3585	SAM_2	1
DUF3694	SAM_1	1
DUF4730	Pkinase_Tyr	1
DUF4730	SAM_1	1
Death	SAM_2	1
Death	TIR_2	1
DnaJ	SAM_1	1
DnaJ	U-box	1
Dynamin_N	SAM_1	1
EF-hand_5	EF-hand_7	2
EF-hand_5	EF-hand_8	1
EF-hand_5	SAM_1	2
EF-hand_5	SAM_2	4
EF-hand_7	EF-hand_8	1
EF-hand_7	LRR_6	1
EF-hand_7	SAM_1	8
EF-hand_7	SAM_2	2
EF-hand_8	SAM_1	4
EF-hand_8	SAM_2	1
EGF	SAM_1	1
EGF_3	EGF_CA	2
EGF_3	SAM_1	2
EGF_3	SH2	2
EGF_3	cEGF	1
EGF_CA	SAM_1	2
EGF_CA	SH2	2
EGF_CA	cEGF	1
ERCC4	HHH_8	1
ERCC4	SAM_1	2
EVE	Pkinase	1
EVE	SAM_1	1
Endonuclease_5	SAM_2	1
EphA2_TM	Ephrin_lbd	74
EphA2_TM	Ephrin_rec_like	16
EphA2_TM	PI3K_p85B	1
EphA2_TM	PI3K_rbd	1
EphA2_TM	PI3Ka	1
EphA2_TM	PI3_PI4_kinase	1
EphA2_TM	Pkinase_Tyr	95
EphA2_TM	SAM_1	76
EphA2_TM	SAM_2	19
EphA2_TM	fn3	81
EphA2_TM	zf-BED	1
Ephrin_lbd	Ephrin_rec_like	17
Ephrin_lbd	PI3K_p85B	1
Ephrin_lbd	PI3K_rbd	1
Ephrin_lbd	PI3Ka	1
Ephrin_lbd	PI3_PI4_kinase	1
Ephrin_lbd	Pkinase_Tyr	85
Ephrin_lbd	SAM_1	70
Ephrin_lbd	SAM_2	15
Ephrin_lbd	fn3	80
Ephrin_rec_like	Pkinase_Tyr	17
Ephrin_rec_like	SAM_1	14
Ephrin_rec_like	SAM_2	3
Ephrin_rec_like	fn3	17
Exo_endo_phos	SAM_1	8
Exo_endo_phos	SAM_2	6
Exo_endo_phos	SH2	10
Exo_endo_phos_2	RVT_1	1
Exo_endo_phos_2	RhoGAP	1
Exo_endo_phos_2	SAM_1	1
Exo_endo_phos_2	SH2	1
Exo_endo_phos_2	SH3_9	1
F-box	FYVE	1
F-box	LRR_8	1
F-box	SAM_1	2
F-box	Trypsin_2	1
F-box-like	Myb_DNA-binding	1
F-box-like	SAM_1	1
F5_F8_type_C	SAM_1	3
FA_desaturase	MBT	1
FA_desaturase	SAM_1	1
FA_desaturase	SLED	1
FERM_f0	PDZ	2
FERM_f0	SAM_1	2
FERM_f0	SH3_2	2
FHA	IBR	2
FHA	RVT_2	1
FHA	Ras	2
FHA	SAM_1	10
FHA	SAM_2	12
FHA	SNF2_N	1
FHA	zf-C3HC4_3	13
FHA	zf-RING_UBOX	1
FKBP_C	SAM_1	2
FKBP_C	WW	2
FSH1	SAM_2	1
FYVE	SAM_1	3
FYVE	Trypsin_2	3
Fibrinogen_C	SAM_1	1
Filamin	PDZ_6	1
Filamin	SAM_1	2
GAF	PDEase_I	1
GAF	SAM_1	1
GAS2	Pkinase	1
GAS2	SAM_1	1
GATA	SAM_1	1
GCFC	PDZ	1
GCFC	PH	1
GCFC	SAM_1	1
GMC_oxred_C	GMC_oxred_N	1
GMC_oxred_C	Pkinase_Tyr	1
GMC_oxred_C	SAM_1	1
GMC_oxred_N	Pkinase_Tyr	1
GMC_oxred_N	SAM_1	1
GPI-anchored	PDZ	1
GPI-anchored	PH	1
GPI-anchored	SAM_2	1
GRAM	Pkinase_Tyr	1
GRAM	SAM_1	1
GTP_EFTU	GTP_EFTU_D2	1
GTP_EFTU	GTP_EFTU_D3	1
GTP_EFTU	Globin	1
GTP_EFTU	SAM_1	2
GTP_EFTU_D2	SAM_1	1
GTP_EFTU_D3	Globin	1
GTP_EFTU_D3	SAM_1	1
Globin	SAM_1	3
Glycos_transf_1	SAM_1	1
Guanylate_cyc	HATPase_c	2
Guanylate_cyc	HisKA	2
Guanylate_cyc	Response_reg	2
Guanylate_cyc	SAM_1	1
Guanylate_cyc	SAM_2	1
HATPase_c	HisKA	2
HATPase_c	Response_reg	2
HATPase_c	SAM_1	1
HATPase_c	SAM_2	1
HD	SAM_1	4
HD	SAM_2	9
HEAT_2	NACHT	1
HEAT_2	SAM_2	1
HECT	SAM_1	1
HELP	SAM_1	1
HELP	WD40	1
HHH_8	SAM_1	1
HIRAN	SAM_1	1
HMG_box	MBT	3
HMG_box	SAM_1	13
HMG_box	SLED	3
HMG_box_2	SAM_1	1
Helicase_C	ResIII	1
Helicase_C	SAM_2	6
Helicase_C	SNF2_N	5
Hemopexin	PG_binding_1	1
Hemopexin	Peptidase_M10	1
Hemopexin	SAM_1	1
Hemopexin	SAM_2	1
Hemopexin	TIR_2	1
HisKA	Response_reg	2
HisKA	SAM_1	1
HisKA	SAM_2	1
His_Phos_1	SAM_1	3
His_Phos_1	SAM_2	1
I-set	Pkinase	1
I-set	Pkinase_Tyr	1
I-set	SAM_2	1
I-set	ZU5	1
I-set	ubiquitin	1
IBR	SAM_1	2
IBR	SAM_2	2
IQ	MT	8
IQ	RasGAP_C	1
IQ	Response_reg	4
IQ	SAM_1	16
IQ	SAM_2	1
IQ	START	1
IQ	UCH	1
Integrase_H2C2	RT_RNaseH_2	2
Integrase_H2C2	RVT_1	2
Integrase_H2C2	SAM_1	2
Integrase_H2C2	SAM_2	1
Integrase_H2C2	rve	2
Ion_trans	SAM_1	2
Ion_trans	cNMP_binding	2
KH_1	SAM_1	74
KH_1	WD40	1
KH_1	zf-C3HC4_3	1
Kelch_1	Kelch_2	2
Kelch_1	Kelch_3	4
Kelch_1	Kelch_4	6
Kelch_1	Kelch_5	1
Kelch_1	Kelch_6	4
Kelch_1	Pkinase	2
Kelch_1	SAM_1	6
Kelch_1	SAM_2	3
Kelch_2	Kelch_3	1
Kelch_2	Kelch_4	1
Kelch_2	Kelch_6	2
Kelch_2	Pkinase	1
Kelch_2	SAM_1	1
Kelch_2	SAM_2	1
Kelch_3	Kelch_4	6
Kelch_3	Kelch_5	2
Kelch_3	Kelch_6	2
Kelch_3	LRR_5	1
Kelch_3	Methyltr_RsmB-F	1
Kelch_3	Pkinase	2
Kelch_3	SAM_1	7
Kelch_3	SAM_2	2
Kelch_4	Kelch_5	3
Kelch_4	Kelch_6	5
Kelch_4	SAM_1	9
Kelch_4	SAM_2	3
Kelch_5	Kelch_6	1
Kelch_5	SAM_1	3
Kelch_6	Pkinase	1
Kelch_6	SAM_1	6
Kelch_6	SAM_2	1
Kinesin	Kinesin_assoc	1
Kinesin	Pkinase	2
Kinesin	Ras	1
Kinesin	SAM_1	40
Kinesin	SAM_2	5
Kinesin	VWA_2	1
Kinesin	ubiquitin	1
Kinesin_assoc	Pkinase	1
Kinesin_assoc	SAM_2	1
LBR_tudor	SAM_1	1
LIM	SAM_1	2
LRR_1	LRR_8	1
LRR_1	SAM_1	1
LRR_1	zf-C3HC4_3	1
LRR_4	LRR_8	1
LRR_4	SAM_2	1
LRR_5	Methyltr_RsmB-F	1
LRR_5	Pkinase	1
LRR_5	SAM_1	1
LRR_6	LRR_8	1
LRR_6	Pkinase_Tyr	1
LRR_6	Roc	1
LRR_6	SAM_1	9
LRR_6	SAM_2	3
LRR_8	PAX	1
LRR_8	Pkinase_Tyr	1
LRR_8	Roc	1
LRR_8	SAM_1	26
LRR_8	SAM_2	3
LRR_8	U-box	1
LRR_8	ZZ	1
LRR_8	zf-C3HC4_3	18
Lactamase_B_2	SAM_1	3
Laminin_G_1	SAM_1	1
Ldl_recept_a	MAM	1
Ldl_recept_a	SAM_1	1
Ldl_recept_a	SRCR	1
Ldl_recept_a	U-box	1
Linker_histone	PHD	1
Linker_histone	SAM_1	1
Lipase_3	SAM_1	1
M20_dimer	Peptidase_M20	1
M20_dimer	SAM_1	1
M20_dimer	WD40	1
MAM	SAM_1	1
MAM	SRCR	1
MAM	U-box	1
MBT	RBR	4
MBT	SAM_1	112
MBT	SLED	68
MBT	T-box	1
MBT	eRF1_2	1
MBT	zf-C2HC	26
MBT	zf-FCS	2
MFS_1	SAM_1	1
MFS_2	SAM_1	1
MIT	SAM_1	2
MJ1316	RCC1	1
MJ1316	SAM_1	1
MMR_HSR1	SAM_2	1
MORN	Pkinase	1
MORN	Pkinase_Tyr	9
MORN	SAM_1	8
MORN	SAM_2	4
MT	SAM_1	9
MULE	NIF	1
MULE	SAM_1	1
MazG-like	SAM_1	1
Med1	SAM_1	1
Med1	SH2	1
Med26	SAM_1	1
Med26	SPT2	1
Methyltr_RsmB-F	Pkinase	1
Methyltr_RsmB-F	SAM_1	1
Methyltransf_11	SAM_2	1
MgsA_C	RuvB_N	1
MgsA_C	SAM_1	1
Mto2_bdg	SAM_1	1
Mto2_bdg	SAM_2	1
Myb_DNA-binding	SAM_1	1
Myosin_head	SAM_2	1
Myosin_head	SH2	1
NACHT	SAM_1	1
NACHT	SAM_2	3
NACHT	TPR_10	1
NACHT	TPR_12	3
NHL	SAM_1	1
NIF	SAM_1	1
NUC153	SAM_1	1
Noc2	SAM_1	1
Nop	Prp31_C	1
Nop	SAM_2	1
P53	P53_TAD	6
P53	P53_tetramer	17
P53	SAM_1	10
P53	SAM_2	10
P53_TAD	P53_tetramer	6
P53_TAD	SAM_1	3
P53_TAD	SAM_2	3
P53_tetramer	SAM_1	9
P53_tetramer	SAM_2	9
PA28_beta	SAM_1	1
PA28_beta	SAM_2	1
PAP2_C	SAM_1	37
PARP	SAM_1	6
PARP	SAM_2	33
PAS	PAS_8	2
PAS	PAS_9	8
PAS	PB1	10
PAS	SAM_1	11
PAS	SAM_2	1
PAS_8	PB1	1
PAS_8	SAM_1	2
PAS_9	PB1	8
PAS_9	SAM_1	8
PAS_9	SAM_2	1
PAX	SAM_1	1
PAX	zf-C3HC4_3	1
PAXNEB	PH	1
PAXNEB	SAM_1	1
PAXNEB	TIR_2	1
PB1	PH	1
PB1	Pkinase	1
PB1	SAM_1	20
PB1	SAM_2	4
PBD	SAM_1	2
PBD	SH3_1	1
PDEase_I	SAM_1	1
PDZ	PDZ_5	22
PDZ	PH	23
PDZ	RA	2
PDZ	SAM_1	57
PDZ	SAM_2	24
PDZ	SH2	1
PDZ	SH3_1	1
PDZ	SH3_2	11
PDZ_2	RA	2
PDZ_2	SAM_2	2
PDZ_5	SAM_1	6
PDZ_5	SAM_2	17
PDZ_6	PX	1
PDZ_6	RA	2
PDZ_6	RBD-FIP	1
PDZ_6	SAM_1	23
PDZ_6	SAM_2	5
PDZ_6	SH3_2	17
PEMT	SAM_2	5
PG_binding_1	Peptidase_M10	1
PG_binding_1	SAM_2	1
PG_binding_1	TIR_2	1
PH	PX	1
PH	Pkinase	1
PH	RA	21
PH	RhoGAP	26
PH	RhoGEF	1
PH	SAM_1	79
PH	SAM_2	59
PH	SH2	5
PH	SH3_1	12
PH	SH3_9	15
PH	TIR_2	2
PH	zf-C3HC4_3	1
PHAT	SAM_1	2
PHC2_SAM_assoc	SAM_1	5
PHD	SAM_1	32
PHD	THAP	1
PH_9	SAM_2	1
PH_9	SH3_2	1
PI3K_P85_iSH2	RhoGAP	27
PI3K_P85_iSH2	SAM_1	16
PI3K_P85_iSH2	SAM_2	11
PI3K_P85_iSH2	SH2	27
PI3K_P85_iSH2	SH3_1	3
PI3K_P85_iSH2	SH3_2	1
PI3K_P85_iSH2	SH3_9	4
PI3K_p85B	PI3K_rbd	1
PI3K_p85B	PI3Ka	1
PI3K_p85B	PI3_PI4_kinase	1
PI3K_p85B	Pkinase_Tyr	1
PI3K_p85B	SAM_1	1
PI3K_p85B	fn3	1
PI3K_rbd	PI3Ka	1
PI3K_rbd	PI3_PI4_kinase	1
PI3K_rbd	Pkinase_Tyr	1
PI3K_rbd	SAM_1	1
PI3K_rbd	fn3	1
PI3Ka	PI3_PI4_kinase	1
PI3Ka	Pkinase_Tyr	1
PI3Ka	SAM_1	1
PI3Ka	fn3	1
PI3_PI4_kinase	Pkinase_Tyr	1
PI3_PI4_kinase	SAM_1	1
PI3_PI4_kinase	fn3	1
PID	SAM_1	43
PID	SAM_2	21
PLAT	SAM_1	1
PP2C	SAM_1	2
PP2C	SAM_2	1
PTPS	SAM_1	1
PX	Pkinase	1
PX	SAM_1	4
PX	SAM_2	5
PX	zf-CCHC	4
Peptidase_C14	SAM_1	2
Peptidase_C48	SAM_2	1
Peptidase_C97	SAM_1	1
Peptidase_M10	SAM_2	1
Peptidase_M10	TIR_2	1
Peptidase_M20	SAM_1	1
Peptidase_M20	WD40	1
PhoD	Pkinase	1
PhoD	SAM_2	1
Pkinase	Pkinase_Tyr	2
Pkinase	Ras_bdg_2	15
Pkinase	SAM_1	27
Pkinase	SAM_2	17
Pkinase	ZU5	1
Pkinase	ubiquitin	1
Pkinase	zf-C3HC	1
Pkinase_Tyr	Ras	2
Pkinase_Tyr	RhoGEF	1
Pkinase_Tyr	Roc	1
Pkinase_Tyr	SAM_1	179
Pkinase_Tyr	SAM_2	52
Pkinase_Tyr	SH2	1
Pkinase_Tyr	SH3_1	1
Pkinase_Tyr	SH3_2	1
Pkinase_Tyr	SPRY	5
Pkinase_Tyr	Sel1	2
Pkinase_Tyr	WD40	2
Pkinase_Tyr	ZU5	1
Pkinase_Tyr	cNMP_binding	1
Pkinase_Tyr	fn3	91
Pkinase_Tyr	ubiquitin	1
Pkinase_Tyr	zf-BED	1
Pkinase_Tyr	zf-C3HC	1
Prp31_C	SAM_2	1
RA	RBD-FIP	1
RA	RhoGAP	16
RA	SAM_1	22
RA	SAM_2	47
RA	SH2	5
RA	SH3_1	11
RA	SH3_9	1
RBD-FIP	SAM_2	1
RBR	SAM_1	6
RBR	SLED	6
RCC1	SAM_1	2
RCC1	SAM_2	1
RGS	SAM_1	1
RRM_1	Ran_BP1	1
RRM_1	SAM_1	8
RRM_1	SAM_2	1
RRM_1	SPG48	1
RRM_1	TIR_2	1
RT_RNaseH_2	RVT_1	2
RT_RNaseH_2	SAM_1	3
RT_RNaseH_2	SAM_2	1
RT_RNaseH_2	rve	2
RUN	SAM_1	1
RUN	zf-RING_9	1
RVT_1	RhoGAP	1
RVT_1	SAM_1	3
RVT_1	SAM_2	1
RVT_1	SH2	1
RVT_1	SH3_9	1
RVT_1	rve	2
RVT_2	SAM_1	1
RVT_2	zf-C3HC4_3	1
Ran_BP1	SAM_1	1
Ras	SAM_1	3
Ras	SAM_2	2
Ras	VWA_2	1
Ras	ubiquitin	1
RasGAP	SAM_1	2
RasGAP	SAM_2	1
RasGAP_C	SAM_1	1
RasGAP_C	UCH	1
RasGEF	SAM_1	16
RasGEF	SAM_2	1
RasGEF	SH2	16
Ras_bdg_2	SAM_1	7
Ras_bdg_2	SAM_2	8
ResIII	SAM_2	1
Response_reg	SAM_1	5
Response_reg	SAM_2	1
RhoGAP	SAM_1	39
RhoGAP	SAM_2	24
RhoGAP	SH2	31
RhoGAP	SH3_1	5
RhoGAP	SH3_2	1
RhoGAP	SH3_9	7
RhoGEF	SAM_1	6
RhoGEF	SAM_2	3
RhoGEF	SH2	1
RhoGEF	SH3_1	2
RhoGEF	SH3_2	2
RhoGEF	SH3_9	1
RhoGEF	fn3	2
Rhomboid	SAM_2	1
Roc	SAM_1	1
Roc	SAM_2	1
RuvB_N	SAM_1	1
SAM_1	SAM_1	881
SAM_1	SAM_2	319
SAM_1	SAND	14
SAM_1	SH2	67
SAM_1	SH3_1	10
SAM_1	SH3_2	68
SAM_1	SH3_9	6
SAM_1	SLED	74
SAM_1	SLY	5
SAM_1	SOAR	10
SAM_1	SPG48	1
SAM_1	SPRY	1
SAM_1	SPT2	1
SAM_1	SRCR	2
SAM_1	SRPRB	1
SAM_1	Sel1	3
SAM_1	Slx4	1
SAM_1	Spt4	1
SAM_1	Sulfotransfer_3	1
SAM_1	T-box	1
SAM_1	TEA	1
SAM_1	TFIID_NTD2	1
SAM_1	THAP	1
SAM_1	TIR_2	22
SAM_1	TPR_10	3
SAM_1	TPR_12	5
SAM_1	TPR_16	2
SAM_1	TPR_7	1
SAM_1	TPR_8	2
SAM_1	TTL	1
SAM_1	TUG-UBL1	1
SAM_1	Thioredoxin_7	1
SAM_1	Tim17	11
SAM_1	Trypsin_2	4
SAM_1	U-box	52
SAM_1	UBA	1
SAM_1	UCH	1
SAM_1	UPF0061	1
SAM_1	UQ_con	1
SAM_1	VWA_2	1
SAM_1	VWD	1
SAM_1	WD40	24
SAM_1	WW	3
SAM_1	WWE	19
SAM_1	XPA_C	1
SAM_1	YBD	1
SAM_1	ZZ	3
SAM_1	Zn_clus	1
SAM_1	cEGF	1
SAM_1	cNMP_binding	2
SAM_1	dNK	1
SAM_1	eRF1_2	1
SAM_1	fn3	76
SAM_1	hnRNP_Q_AcD	2
SAM_1	rve	2
SAM_1	ubiquitin	2
SAM_1	zf-C2HC	27
SAM_1	zf-C2HC_2	2
SAM_1	zf-C3HC	1
SAM_1	zf-C3HC4	6
SAM_1	zf-C3HC4_3	29
SAM_1	zf-C3HC4_4	3
SAM_1	zf-CCHC	6
SAM_1	zf-CXXC	3
SAM_1	zf-FCS	2
SAM_1	zf-HC5HC2H	3
SAM_1	zf-MYND	2
SAM_1	zf-RING_2	1
SAM_1	zf-RING_9	1
SAM_1	zf-TAZ	1
SAM_2	SAM_2	342
SAM_2	SH2	37
SAM_2	SH3_1	24
SAM_2	SH3_2	19
SAM_2	SH3_9	22
SAM_2	SLY	3
SAM_2	SNF2_N	6
SAM_2	SOAR	47
SAM_2	SPRY	4
SAM_2	START	1
SAM_2	Ssu72	1
SAM_2	THAP	1
SAM_2	TIR_2	49
SAM_2	TLD	1
SAM_2	TPR_10	1
SAM_2	TPR_12	4
SAM_2	TPR_16	1
SAM_2	TPR_7	2
SAM_2	TPR_8	1
SAM_2	U-box	44
SAM_2	UEV	1
SAM_2	UbiA	1
SAM_2	WD40	16
SAM_2	WH1	1
SAM_2	WSC	1
SAM_2	WWE	1
SAM_2	ZU5	1
SAM_2	cNMP_binding	1
SAM_2	dCMP_cyt_deam_1	1
SAM_2	fn3	23
SAM_2	rve	1
SAM_2	tRNA-synt_1	1
SAM_2	ubiquitin	1
SAM_2	zf-BED	1
SAM_2	zf-B_box	1
SAM_2	zf-C2H2	1
SAM_2	zf-C2HC_2	2
SAM_2	zf-C3HC4	1
SAM_2	zf-C3HC4_3	9
SAM_2	zf-C3HC4_4	3
SAM_2	zf-CCCH	1
SAM_2	zf-HC5HC2H	2
SAM_2	zf-MYND	3
SAM_2	zf-RING_UBOX	1
SAM_2	zf-RanBP	1
SAM_2	zf-TAZ	1
SAM_3	SAM_3	1
SAM_4	SAM_4	8
SAM_PNT	SAM_PNT	6
SH2	SH3_1	6
SH2	SH3_2	2
SH2	SH3_9	6
SH2	Spt4	1
SH2	Sulfotransfer_3	1
SH2	cEGF	1
SH2	fn3	1
SH3_1	SH3_2	2
SH3_1	SH3_9	1
SH3_1	fn3	2
SH3_2	SLY	3
SH3_2	fn3	1
SH3_9	zf-C3HC4_3	1
SLED	eRF1_2	1
SLED	zf-FCS	2
SRCR	U-box	1
TEA	YBD	1
TFIID_NTD2	WD40	1
TPR_10	TPR_12	4
TPR_10	TPR_7	1
TPR_12	TPR_7	2
TPR_12	UBA	1
TPR_16	TPR_8	2
TTL	U-box	1
U-box	UbiA	1
U-box	VWD	1
U-box	WD40	29
U-box	WH1	1
