Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Cowc_CAOG_03284,257,8.94941634241245,1,1
CON_006897491,1940,0.463917525773196,1,1
Cowc_CAOG_04471,155,7.74193548387097,2,1
Cowc_CAOG_07558,596,4.02684563758389,5,2
Cowc_CAOG_02190,3356,0.178784266984505,1,1
Cowc_CAOG_09003,2463,0.730816077953715,2,1
Cowc_CAOG_01761,1876,0.533049040511727,1,1
Cowc_CAOG_03344,1038,3.46820809248555,5,3
Cowc_CAOG_02464,262,27.4809160305344,20,9
Cowc_CAOG_04777,76,10.5263157894737,4,1
Cowc_CAOG_03581,170,12.3529411764706,11,1
Cowc_CAOG_07686,1004,1.69322709163347,1,1
Cowc_CAOG_00902,1323,0.453514739229025,4,1
Cowc_CAOG_01370,480,2.70833333333333,1,1
Cowc_CAOG_03002,279,34.7670250896057,47,17
Cowc_CAOG_07043,419,1.67064439140811,2,1
Cowc_CAOG_07641,334,3.89221556886228,3,1
Cowc_CAOG_07328,727,1.65061898211829,1,1
Cowc_CAOG_05470,835,2.51497005988024,2,2
Cowc_CAOG_01836,684,1.90058479532164,1,1
Cowc_CAOG_04151,151,52.9801324503311,41,11
Cowc_CAOG_03617,575,1.56521739130435,2,1
Cowc_CAOG_01022,1198,1.08514190317195,3,1
Cowc_CAOG_04486,325,3.69230769230769,3,1
Cowc_CAOG_05382,1178,1.35823429541596,4,1
Cowc_CAOG_07382,1175,0.595744680851064,2,1
Cowc_CAOG_08897,1933,0.41386445938955,1,1
Cowc_CAOG_00863,633,1.26382306477093,2,1
CON_6685565,467,1.49892933618844,2,1
Cowc_CAOG_08225,62,12.9032258064516,2,1
Cowc_CAOG_09102,1062,0.753295668549906,3,1
CON_007083981,607,23.0642504118616,57,15
Cowc_CAOG_02393,879,1.36518771331058,5,1
Cowc_CAOG_07322,158,18.9873417721519,9,3
Cowc_CAOG_04097,1643,0.426049908703591,1,1
Cowc_CAOG_07493,515,1.94174757281553,5,1
CON_IPI002908572,629,3.65659777424483,3,2
Cowc_CAOG_00448,921,1.52008686210641,1,1
Cowc_CAOG_02217,322,4.03726708074534,2,1
Cowc_CAOG_07935,566,8.30388692579505,12,4
Cowc_CAOG_06026,1954,1.17707267144319,6,2
Cowc_CAOG_07732,772,37.0466321243523,123,38
Cowc_CAOG_00946,653,1.68453292496172,1,1
CON_007139284,201,12.4378109452736,7,2
Cowc_CAOG_01817,355,87.0422535211268,214,85
CON_18266793,471,1.48619957537155,2,1
Cowc_CAOG_05240,289,2.7681660899654,1,1
Cowc_CAOG_06680,258,2.71317829457364,1,1
Cowc_CAOG_05349,1004,1.39442231075697,2,1
Cowc_CAOG_01094,387,3.10077519379845,1,1
Cowc_CAOG_00025,207,4.83091787439614,1,1
Cowc_CAOG_00776,1073,2.23671947809879,1,1
Cowc_CAOG_06853,121,21.4876033057851,5,3
Cowc_CAOG_07896,130,8.46153846153846,1,1
Cowc_CAOG_05221,605,9.42148760330578,17,4
Cowc_CAOG_06030,1404,1.92307692307692,6,2
Cowc_CAOG_08737,237,3.79746835443038,2,1
CON_IPI007458722,609,9.85221674876847,24,6
Cowc_CAOG_07583,1124,5.69395017793594,10,5
Cowc_CAOG_02551,1123,11.0418521816563,25,11
Cowc_CAOG_06653,186,10.752688172043,2,2
CON_006222404,707,1.98019801980198,2,1
Cowc_CAOG_09019,921,0.977198697068404,1,1
Cowc_CAOG_00963,1306,2.75650842266462,2,2
Cowc_CAOG_04001,543,1.65745856353591,3,2
Cowc_CAOG_08177,601,0.998336106489185,1,1
Cowc_CAOG_00618,246,30.8943089430894,13,6
CON_008248471,617,5.3484602917342,7,3
Cowc_CAOG_02123,302,2.31788079470199,2,1
Cowc_CAOG_07816,518,8.3011583011583,7,4
Cowc_CAOG_09008,531,10.1694915254237,15,5
Cowc_CAOG_04266,204,7.84313725490196,1,1
Cowc_CAOG_00974,443,6.77200902934537,6,2
CON_009125541,566,10.0706713780919,15,8
Cowc_CAOG_01032,263,6.4638783269962,4,2
Cowc_CAOG_07715,970,4.32989690721649,10,4
Cowc_CAOG_08004,685,2.77372262773723,2,1
Cowc_CAOG_02768,308,1.94805194805195,1,1
Cowc_CAOG_06596,2915,0.548885077186964,2,2
Cowc_CAOG_00754_Histone_H4,103,66.0194174757282,342,20
Cowc_CAOG_07554,92,38.0434782608696,9,3
Cowc_CAOG_07908,627,2.71132376395534,1,1
Cowc_CAOG_07805,221,7.23981900452489,2,1
Cowc_CAOG_06601,874,6.40732265446224,11,5
Cowc_CAOG_00765,233,9.01287553648069,5,2
CON_004689564,524,2.29007633587786,3,1
Cowc_CAOG_10000,2397,1.6270337922403,16,5
Cowc_CAOG_08154,893,1.9036954087346,3,2
CON_009035101,204,13.7254901960784,10,3
Cowc_CAOG_02678,450,4.22222222222222,1,1
Cowc_CAOG_07078,216,12.037037037037,13,6
Cowc_CAOG_02040,101,15.8415841584158,3,2
Cowc_CAOG_04849,716,3.35195530726257,3,2
Cowc_CAOG_05159,125,24.8,6,3
Cowc_CAOG_07945,93,7.52688172043011,1,1
Cowc_CAOG_01589,683,6.44216691068814,10,4
Cowc_CAOG_06603,813,0.984009840098401,1,1
Cowc_CAOG_02322,296,3.37837837837838,1,1
CON_007164551,145,17.2413793103448,7,2
Cowc_CAOG_03062,224,10.2678571428571,3,2
Cowc_CAOG_04970,3728,0.268240343347639,1,1
Cowc_CAOG_07479,583,1.71526586620926,1,1
Cowc_CAOG_08898,249,8.83534136546185,4,3
Cowc_CAOG_07467,149,11.4093959731544,2,2
Cowc_CAOG_05476,720,6.94444444444444,6,4
Cowc_CAOG_02350,607,3.13014827018122,3,1
Cowc_CAOG_06066,172,14.5348837209302,10,2
Cowc_CAOG_07521,1120,0.714285714285714,3,1
Cowc_CAOG_02852,1783,0.336511497476164,3,1
CON_003471102,539,4.26716141001855,5,2
Cowc_CAOG_01771,862,0.928074245939675,2,1
Cowc_CAOG_02098,421,4.75059382422803,3,2
Cowc_CAOG_00562,534,2.24719101123596,1,1
Cowc_CAOG_03521,608,3.94736842105263,3,2
Cowc_CAOG_01197,263,5.70342205323194,2,1
Cowc_CAOG_05479,205,7.31707317073171,2,1
Cowc_CAOG_08409,298,29.1946308724832,19,5
Cowc_CAOG_06358,491,5.4989816700611,6,3
Cowc_CAOG_01367,186,5.91397849462366,1,1
Cowc_CAOG_03076,848,1.53301886792453,3,1
Cowc_CAOG_01293,802,1.49625935162095,3,1
Cowc_CAOG_01591,216,6.01851851851852,7,2
Cowc_CAOG_05916,694,4.46685878962536,4,2
Cowc_CAOG_06317,92,14.1304347826087,6,2
Cowc_CAOG_06291,111,19.8198198198198,5,2
Cowc_CAOG_08740,1265,0.632411067193676,1,1
Cowc_CAOG_04461,107,49.5327102803738,49,9
CON_109456,416,3.84615384615385,3,2
Cowc_CAOG_00514,2769,0.288912964969303,1,1
Cowc_CAOG_02306,1127,0.976042590949423,3,1
Cowc_CAOG_07107,2158,0.602409638554217,1,1
CON_000098666,458,7.20524017467249,7,4
Cowc_CAOG_05742,758,0.923482849604222,1,1
Cowc_CAOG_02269,347,19.3083573487032,20,6
CON_000098652,593,32.8836424957842,44,20
Cowc_CAOG_01333,233,31.3304721030043,18,7
Cowc_CAOG_01574,1983,1.56328794755421,5,3
Cowc_CAOG_06178,160,20.0,7,5
Cowc_CAOG_07599,172,11.6279069767442,3,2
Cowc_CAOG_04504,367,2.99727520435967,1,1
Cowc_CAOG_04096,560,3.03571428571429,1,1
Cowc_CAOG_03065,1156,1.64359861591695,3,2
Cowc_CAOG_04655,2415,0.331262939958592,1,1
Cowc_CAOG_08058,55,30.9090909090909,2,1
Cowc_CAOG_09091,1154,1.64644714038128,2,2
Cowc_CAOG_08135,195,61.5384615384615,122,36
Cowc_CAOG_08362,371,7.27762803234501,10,3
Cowc_CAOG_02966,323,5.88235294117647,3,2
Cowc_CAOG_04974,355,3.09859154929577,2,1
Cowc_CAOG_00437,1311,1.29672006102212,5,1
Cowc_CAOG_08185,796,18.7185929648241,28,11
Cowc_CAOG_03839,1336,1.87125748502994,3,2
Cowc_CAOG_05200,152,66.4473684210526,73,20
Cowc_CAOG_06279,728,1.0989010989011,1,1
Cowc_CAOG_03477,1426,1.19214586255259,1,1
Cowc_CAOG_04727,866,0.69284064665127,1,1
Cowc_CAOG_04454,180,23.8888888888889,11,3
Cowc_CAOG_07936,2299,1.04393214441061,5,2
Cowc_CAOG_00842,132,14.3939393939394,4,2
Cowc_CAOG_00793,197,9.13705583756345,5,2
Cowc_CAOG_05318,1021,0.587659157688541,1,1
Cowc_CAOG_05246,94,41.4893617021277,11,3
Cowc_CAOG_00070,744,2.28494623655914,3,1
Cowc_CAOG_00699,1030,1.2621359223301,1,1
Cowc_CAOG_04664,94,19.1489361702128,10,4
Cowc_CAOG_03269,553,2.89330922242315,6,2
CON_IPI000045505,525,3.42857142857143,3,2
Cowc_CAOG_01504,139,4.31654676258993,1,1
Cowc_CAOG_00878,1907,1.10120608285265,2,1
Cowc_CAOG_05417,636,2.9874213836478,3,1
CON_006954891,416,9.13461538461538,15,6
Cowc_CAOG_04031,213,43.6619718309859,54,10
Cowc_CAOG_08607,509,7.46561886051081,5,3
Cowc_CAOG_04765,667,13.7931034482759,12,7
Cowc_CAOG_02642,638,1.88087774294671,1,1
Cowc_CAOG_07570,753,1.32802124833997,5,2
Cowc_CAOG_05895,728,1.78571428571429,2,1
Cowc_CAOG_05299,832,5.88942307692308,10,5
Cowc_CAOG_07120,976,0.614754098360656,1,1
Cowc_CAOG_01097,1387,0.865176640230714,1,1
Cowc_CAOG_06087,424,2.12264150943396,1,1
CON_007264311,690,39.1304347826087,5,2
Cowc_CAOG_05290,1074,0.837988826815642,4,1
Cowc_CAOG_06733,115,18.2608695652174,1,1
Cowc_CAOG_01644,292,22.2602739726027,16,6
Cowc_CAOG_04303,226,22.1238938053097,19,7
Cowc_CAOG_08564,162,0.0,37,0
Cowc_CAOG_07798,265,3.77358490566038,1,1
Cowc_CAOG_02373,298,4.69798657718121,2,1
CON_007212703,477,12.9979035639413,17,8
Cowc_CAOG_00221,2145,0.932400932400932,2,2
Cowc_CAOG_00294,187,6.41711229946524,1,1
Cowc_CAOG_09143,975,5.43589743589744,10,3
Cowc_CAOG_02221,156,25.6410256410256,11,3
Cowc_CAOG_08513,102,16.6666666666667,3,1
CON_IPI003763793,578,2.07612456747405,3,1
Cowc_CAOG_07379,167,5.38922155688623,1,1
Cowc_CAOG_01211,903,2.10409745293466,3,2
Cowc_CAOG_04938,265,13.9622641509434,16,5
Cowc_CAOG_04246,258,23.6434108527132,20,7
Cowc_CAOG_01663,1397,2.79169649248389,9,3
Cowc_CAOG_04328,116,65.5172413793103,52,10
Cowc_CAOG_00546,213,3.75586854460094,1,1
Cowc_CAOG_02520,728,1.0989010989011,1,1
Cowc_CAOG_04479,481,5.61330561330561,5,2
Cowc_CAOG_06533,392,4.08163265306122,4,1
Cowc_CAOG_04165,421,1.90023752969121,1,1
Cowc_CAOG_07707,272,9.19117647058824,2,2
CON_6686299,404,3.96039603960396,3,2
Cowc_CAOG_03507,515,2.33009708737864,1,1
Cowc_CAOG_03805,262,3.43511450381679,1,1
Cowc_CAOG_02937,124,5.64516129032258,1,1
CON_IPI003281033,459,1.96078431372549,2,1
Cowc_CAOG_01055,1447,0.967519004837595,1,1
Cowc_CAOG_08985,980,0.918367346938776,3,1
Cowc_CAOG_02161,840,1.42857142857143,4,1
Cowc_CAOG_04846,1315,4.4106463878327,3,3
Cowc_CAOG_05324,168,22.6190476190476,13,3
Cowc_CAOG_06113,127,31.496062992126,4,2
Cowc_CAOG_01185,588,9.18367346938776,6,2
Cowc_CAOG_04072,1539,0.714749837556855,3,1
CON_008451841,571,10.6830122591944,11,7
Cowc_CAOG_02222,144,80.5555555555556,85,21
CON_Trypsin,231,25.1082251082251,49,4
Cowc_CAOG_03213,2231,2.01703272075303,2,2
Cowc_CAOG_06489,434,7.83410138248848,5,3
Cowc_CAOG_04695,365,16.986301369863,16,6
CON_IPI000058593,551,5.80762250453721,5,3
Cowc_CAOG_05989,111,63.0630630630631,31,7
Cowc_CAOG_07944,149,4.69798657718121,4,1
Cowc_CAOG_08431,1035,0.966183574879227,2,1
Cowc_CAOG_05027,284,4.57746478873239,1,1
Cowc_CAOG_08490,1082,1.20147874306839,1,1
Cowc_CAOG_03049,846,5.67375886524823,5,2
Cowc_CAOG_05752,414,2.41545893719807,1,1
Cowc_CAOG_08021,140,52.8571428571429,32,9
Cowc_CAOG_02582,429,3.26340326340326,3,1
Cowc_CAOG_04812,236,4.23728813559322,6,2
Cowc_CAOG_03991,183,15.8469945355191,7,3
Cowc_CAOG_03562,494,3.03643724696356,4,2
Cowc_CAOG_04742,599,9.68280467445743,10,3
Cowc_CAOG_00291,465,10.752688172043,8,3
Cowc_CAOG_00979,169,7.10059171597633,1,1
Cowc_CAOG_00365,680,1.02941176470588,1,1
Cowc_CAOG_08534,790,2.0253164556962,4,1
Cowc_CAOG_08523,656,1.52439024390244,2,1
Cowc_CAOG_02513,3095,2.52019386106624,8,5
CON_003007257,564,18.4397163120567,22,11
Cowc_CAOG_04543,226,3.09734513274336,1,1
Cowc_CAOG_08474,172,8.72093023255814,1,1
Cowc_CAOG_01165,144,20.8333333333333,2,2
Cowc_CAOG_05656,1698,2.76796230859835,9,5
Cowc_CAOG_06069,691,1.59189580318379,1,1
Cowc_CAOG_00868,397,28.7153652392947,29,10
Cowc_CAOG_06314,239,12.1338912133891,4,2
Cowc_CAOG_07560,285,5.26315789473684,2,1
Cowc_CAOG_00332,316,17.7215189873418,24,7
CON_008458461,416,1.68269230769231,2,1
Cowc_CAOG_06740,69,13.0434782608696,11,1
Cowc_CAOG_06879,158,7.59493670886076,3,2
Cowc_CAOG_08118,397,6.04534005037783,4,3
Cowc_CAOG_06732,196,49.4897959183673,22,7
Cowc_CAOG_08012,242,6.61157024793388,1,1
Cowc_CAOG_07993,1379,1.30529369108049,1,1
Cowc_CAOG_09100,211,41.2322274881517,81,18
CON_007148761,606,10.0660066006601,18,7
Cowc_CAOG_04670,344,4.06976744186047,5,2
Cowc_CAOG_06594,379,2.11081794195251,1,1
Cowc_CAOG_00402,474,1.89873417721519,1,1
Cowc_CAOG_04326,1939,1.08303249097473,4,1
Cowc_CAOG_00520,155,36.7741935483871,23,10
Cowc_CAOG_06370,133,57.1428571428571,31,8
Cowc_CAOG_01957,583,2.22984562607204,1,1
Cowc_CAOG_04961,974,1.74537987679671,3,1
Cowc_CAOG_05313,2191,0.273847558192606,2,1
Cowc_CAOG_00898,87,74.7126436781609,21,6
Cowc_CAOG_07656,140,50.7142857142857,34,12
Cowc_CAOG_01540,590,2.03389830508475,1,1
CON_IPI004686963,452,8.84955752212389,10,5
Cowc_CAOG_07276,147,26.530612244898,23,4
Cowc_CAOG_00417,795,7.92452830188679,7,4
Cowc_CAOG_04103,183,5.46448087431694,2,1
Cowc_CAOG_01273,1045,1.24401913875598,1,1
Cowc_CAOG_08809,223,6.72645739910314,1,1
Cowc_CAOG_00692,376,8.77659574468085,16,4
Cowc_CAOG_03016,130,10.0,1,1
Cowc_CAOG_02851,403,8.43672456575682,4,2
Cowc_CAOG_06702,556,5.03597122302158,4,2
Cowc_CAOG_03458,771,1.81582360570687,4,1
Cowc_CAOG_01336,865,0.92485549132948,1,1
Cowc_CAOG_08125,71,64.7887323943662,32,9
Cowc_CAOG_06554,341,4.10557184750733,3,2
Cowc_CAOG_06752,907,2.97684674751929,3,2
Cowc_CAOG_04092,769,1.43042912873862,1,1
Cowc_CAOG_04513,1254,0.637958532695375,1,1
Cowc_CAOG_05899,640,1.875,3,1
Cowc_CAOG_05728,135,26.6666666666667,7,3
CON_007089211,429,5.82750582750583,5,3
CON_IPI002418419,535,4.29906542056075,4,2
Cowc_CAOG_00792,106,41.5094339622642,12,8
Cowc_CAOG_01382,6525,0.245210727969349,2,2
Cowc_CAOG_00396,748,1.7379679144385,2,1
Cowc_CAOG_03648,188,12.2340425531915,6,2
Cowc_CAOG_03333,619,2.4232633279483,3,2
Cowc_CAOG_08253,165,39.3939393939394,27,6
Cowc_CAOG_03312,1376,1.96220930232558,4,2
Cowc_CAOG_06388,440,1.81818181818182,1,1
Cowc_CAOG_03506,467,5.35331905781585,4,2
Cowc_CAOG_00865,468,12.8205128205128,27,9
Cowc_CAOG_06536,318,5.9748427672956,2,2
Cowc_CAOG_02529,429,2.56410256410256,1,1
Cowc_CAOG_06625,493,2.83975659229209,1,1
Cowc_CAOG_08327,646,2.01238390092879,3,1
Cowc_CAOG_02950,113,51.3274336283186,13,6
Cowc_CAOG_08445,648,1.54320987654321,4,3
Cowc_CAOG_00325,191,19.3717277486911,2,2
CON_001313824,455,3.51648351648352,3,2
Cowc_CAOG_00799,408,1.7156862745098,1,1
Cowc_CAOG_06343,1813,0.882515168229454,2,1
Cowc_CAOG_08124,878,1.93621867881549,2,2
Cowc_CAOG_07267,157,22.2929936305732,15,3
Cowc_CAOG_07278,480,3.125,27,5
Cowc_CAOG_04896,687,1.60116448326055,2,1
Cowc_CAOG_06780,109,27.5229357798165,3,2
Cowc_CAOG_00812,1961,0.509943906170321,1,1
Cowc_CAOG_08407,2704,1.51627218934911,5,3
Cowc_CAOG_04245,397,6.54911838790932,1,1
Cowc_CAOG_00605,1483,0.809170600134862,3,1
Cowc_CAOG_05617,910,0.769230769230769,1,1
Cowc_CAOG_06150,108,22.2222222222222,13,3
Cowc_CAOG_04363,481,2.28690228690229,2,1
CON_IPI008532651,452,2.43362831858407,2,1
CON_001313683,553,7.95660036166365,7,4
Cowc_CAOG_00570,207,5.31400966183575,1,1
Cowc_CAOG_01106,257,21.4007782101167,8,5
CON_003844445,472,16.3135593220339,21,9
Cowc_CAOG_04370,471,2.76008492569002,2,1
Cowc_CAOG_00399,1851,2.16099405726634,5,2
Cowc_CAOG_04008,1337,2.46821241585639,10,3
Cowc_CAOG_03509,156,19.2307692307692,5,2
Cowc_CAOG_07711,240,8.33333333333333,1,1
Cowc_CAOG_00647,634,1.26182965299685,1,1
CON_003470962,520,1.73076923076923,1,1
Cowc_CAOG_04884,265,4.52830188679245,5,1
Cowc_CAOG_02473,913,1.31434830230011,3,1
Cowc_CAOG_00063,1056,1.32575757575758,1,1
Cowc_CAOG_06260,2217,0.49616599007668,1,1
Cowc_CAOG_06342,186,54.8387096774194,22,10
Cowc_CAOG_04568,258,10.077519379845,5,3
CON_IPI004186633,486,3.49794238683128,5,3
CON_007096831,191,4.18848167539267,1,1
Cowc_CAOG_03154,272,2.57352941176471,2,1
Cowc_CAOG_04438,460,3.26086956521739,4,1
Cowc_CAOG_05232,740,2.7027027027027,4,2
Cowc_CAOG_03319,88,20.4545454545455,2,1
Cowc_CAOG_04759,966,0.72463768115942,2,1
Cowc_CAOG_03068,195,10.2564102564103,2,2
Cowc_CAOG_07736,399,1.75438596491228,2,1
Cowc_CAOG_06149,310,12.9032258064516,12,4
CON_007034072,464,3.44827586206897,4,2
Cowc_CAOG_01749,1068,1.59176029962547,4,1
Cowc_CAOG_00574,644,4.50310559006211,7,2
Cowc_CAOG_03673,588,1.87074829931973,1,1
Cowc_CAOG_05214,2278,0.526777875329236,1,1
Cowc_CAOG_00310,63,42.8571428571429,3,3
Cowc_CAOG_01567,65,18.4615384615385,6,1
Cowc_CAOG_07766,6160,0.194805194805195,2,1
CON_IPI001312093,474,7.17299578059072,4,3
Cowc_CAOG_05781,210,3.80952380952381,3,1
Cowc_CAOG_03171,748,4.67914438502674,5,3
Cowc_CAOG_03887,722,1.52354570637119,2,1
Cowc_CAOG_01268,114,32.4561403508772,7,3
Cowc_CAOG_08423,1608,0.497512437810945,1,1
Cowc_CAOG_05061,198,14.6464646464646,5,2
Cowc_CAOG_02545,165,6.06060606060606,3,1
Cowc_CAOG_02771,240,76.25,112,27
Cowc_CAOG_04850,409,6.60146699266504,10,3
Cowc_CAOG_08195,220,4.09090909090909,2,1
Cowc_CAOG_03546,323,4.3343653250774,2,1
Cowc_CAOG_08293,331,5.74018126888217,3,2
Cowc_CAOG_07742,352,4.54545454545455,1,1
Cowc_CAOG_05342,732,4.6448087431694,6,2
Cowc_CAOG_01908,2317,0.258955545964609,1,1
Cowc_CAOG_07114,214,8.41121495327103,3,1
Cowc_CAOG_02708,521,3.6468330134357,1,1
Cowc_CAOG_02298_Histone_H2B,138,80.4347826086957,842,38
Cowc_CAOG_04599,1307,2.6778882938026,4,2
Cowc_CAOG_00326,340,7.64705882352941,2,1
Cowc_CAOG_01712,556,1.79856115107914,2,1
Cowc_CAOG_01000,186,6.98924731182796,2,1
CON_001244992,531,4.14312617702448,3,2
Cowc_CAOG_00823,93,17.2043010752688,5,2
Cowc_CAOG_06492,109,19.2660550458716,2,1
Cowc_CAOG_07378,401,5.23690773067332,4,2
CON_006978511,601,13.9767054908486,13,8
Cowc_CAOG_07745,439,3.41685649202733,3,1
Cowc_CAOG_06132,644,4.19254658385093,10,2
CON_002991459,564,18.4397163120567,21,11
Cowc_CAOG_06464,2013,0.546448087431694,1,1
CON_008416721,464,2.80172413793103,2,2
CON_004203124,525,2.0952380952381,2,1
Cowc_CAOG_08398,218,27.5229357798165,5,2
Cowc_CAOG_04335,318,1.88679245283019,1,1
Cowc_CAOG_08753,230,12.1739130434783,10,4
Cowc_CAOG_06106,898,2.33853006681514,3,1
Cowc_CAOG_01828,544,2.02205882352941,5,1
Cowc_CAOG_00715,619,19.2245557350565,57,16
Cowc_CAOG_08105,181,17.6795580110497,5,2
Cowc_CAOG_01912,384,1.5625,1,1
Cowc_CAOG_06075,1581,2.02403542061986,5,2
Cowc_CAOG_07845,972,1.23456790123457,1,1
Cowc_CAOG_06000,321,3.11526479750779,3,1
Cowc_CAOG_03610,86,12.7906976744186,2,1
CON_007083982,609,22.824302134647,56,15
Cowc_CAOG_08294,188,15.9574468085106,18,4
Cowc_CAOG_00616,668,1.49700598802395,1,1
Cowc_CAOG_03097,108,37.037037037037,9,4
Cowc_CAOG_00766,140,72.1428571428571,131,22
Cowc_CAOG_05311,499,2.80561122244489,1,1
Cowc_CAOG_07807,464,14.4396551724138,67,15
Cowc_CAOG_08210,385,12.987012987013,11,4
Cowc_CAOG_04857,229,4.80349344978166,4,1
Cowc_CAOG_07722,103,29.126213592233,7,3
Cowc_CAOG_01886,304,5.59210526315789,4,2
Cowc_CAOG_03419,959,1.77267987486966,2,2
CON_007104904,920,1.84782608695652,4,2
CON_007004712,543,5.89318600368324,6,3
Cowc_CAOG_03621,127,4.7244094488189,2,1
Cowc_CAOG_00246,1638,0.427350427350427,3,1
Cowc_CAOG_09009,234,26.9230769230769,31,8
Cowc_CAOG_05644,1035,5.1207729468599,9,5
Cowc_CAOG_07959_Histone_H2A,161,72.0496894409938,285,18
Cowc_CAOG_05078,1586,0.693568726355612,1,1
Cowc_CAOG_07307,388,2.83505154639175,2,1
Cowc_CAOG_07955,517,1.35396518375242,1,1
Cowc_CAOG_03650,230,31.7391304347826,37,11
Cowc_CAOG_00628,419,4.29594272076372,1,1
CON_006989001,375,8.8,16,4
CON_007155481,265,15.8490566037736,14,5
Cowc_CAOG_01413,1019,1.4720314033366,3,1
Cowc_CAOG_04527,321,31.1526479750779,41,10
Cowc_CAOG_03564,884,2.14932126696833,1,1
CON_000213041,645,35.0387596899225,34,16
Cowc_CAOG_07380,1133,0.706090026478376,2,1
Cowc_CAOG_00006,1590,2.07547169811321,4,2
Cowc_CAOG_07724,130,9.23076923076923,4,1
Cowc_CAOG_05397,569,43.585237258348,32,16
Cowc_CAOG_06469,341,4.69208211143695,2,1
Cowc_CAOG_02268,864,1.38888888888889,1,1
Cowc_CAOG_02703,945,1.16402116402116,2,1
Cowc_CAOG_00851,263,6.84410646387833,1,1
Cowc_CAOG_01226,835,1.43712574850299,2,1
Cowc_CAOG_02342_Histone_H3,140,67.1428571428571,195,18
Cowc_CAOG_06778,242,4.13223140495868,2,1
Cowc_CAOG_06860,360,0.0,61,0
Cowc_CAOG_03680,203,4.92610837438424,1,1
Cowc_CAOG_00206,302,2.31788079470199,1,1
