Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Clim_g5554,648,7.71604938271605,25,5
Clim_g993,307,5.53745928338762,5,2
Clim_g21,218,5.96330275229358,5,2
Clim_g6475,834,2.99760191846523,3,3
Clim_g1952,272,41.1764705882353,64,10
Clim_g6211,221,4.97737556561086,2,1
Clim_g4904,2158,8.94346617238184,42,15
Clim_g3030,1072,2.33208955223881,3,2
Clim_g6862,210,31.9047619047619,27,6
Clim_g1275,294,7.14285714285714,13,3
Clim_g4121,227,8.37004405286344,9,2
Clim_g3111,1215,3.37448559670782,12,3
Clim_g2173,612,23.202614379085,46,12
Clim_g5171,1289,6.5166795965865,25,9
Clim_g5686,507,19.9211045364891,15,8
Clim_g565,590,12.3728813559322,8,5
Clim_g5392,324,2.16049382716049,8,2
Clim_g1488,297,16.4983164983165,17,4
Clim_g6204,342,2.33918128654971,1,1
Clim_g3108,1554,12.3552123552124,60,18
Clim_g813,120,15.8333333333333,4,1
Clim_g5882,170,9.41176470588235,3,2
CON_006866554,306,2.94117647058824,1,1
Clim_g3031,876,3.65296803652968,3,3
Clim_g285,305,6.88524590163934,8,2
Clim_g4145,2034,5.75221238938053,28,11
Clim_g6920,126,9.52380952380952,7,1
Clim_g5688,146,44.5205479452055,12,4
Clim_g6874,1283,8.88542478565861,36,10
Clim_g150,307,1.95439739413681,2,1
Clim_g4784,109,16.5137614678899,2,2
Clim_g2909,1918,0.364963503649635,1,1
Clim_g3986,708,7.20338983050847,8,4
Clim_g4231,986,9.33062880324544,38,6
Clim_g508,107,49.5327102803738,11,4
Clim_g4293,124,7.25806451612903,2,1
Clim_g336,339,6.19469026548673,5,2
Clim_g6018,310,2.90322580645161,2,1
Clim_g6887,1109,0.901713255184851,4,1
Clim_g4332,467,1.71306209850107,3,2
Clim_g5454,558,5.01792114695341,3,3
Clim_g2863,348,8.04597701149425,10,3
Clim_g6639,421,4.51306413301663,5,2
Clim_g6997,829,2.65379975874548,7,2
Clim_g7053,272,25.7352941176471,18,6
Clim_g2056,769,1.1703511053316,2,2
Clim_g5160,408,8.33333333333333,15,3
Clim_g2668,573,28.0977312390925,30,12
Clim_g364,474,2.10970464135021,3,1
Clim_g5427,278,25.5395683453237,13,4
Clim_g2632,842,3.91923990498812,9,4
Clim_g1383,156,14.7435897435897,17,3
Clim_g2784,1046,5.83173996175908,14,6
Clim_g3186,644,6.67701863354037,7,3
Clim_g5977,213,44.6009389671362,59,11
Clim_g994,169,10.6508875739645,4,2
Clim_g6946,728,12.2252747252747,24,9
Clim_g6959,225,13.7777777777778,10,3
CON_IPI007458722,609,2.13464696223317,4,1
Clim_g3898,2252,0.932504440497336,5,2
Clim_g2065,837,13.9784946236559,41,9
Clim_g2471,131,7.63358778625954,2,1
Clim_g1086,585,2.56410256410256,5,2
Clim_g6105,573,2.96684118673647,4,2
Clim_g1231,246,7.72357723577236,6,2
Clim_g4600,256,23.4375,25,5
Clim_g3530,259,12.3552123552124,10,3
Clim_g579,281,10.3202846975089,10,3
Clim_g3329,128,22.65625,4,2
Clim_g3859,636,1.88679245283019,1,1
Clim_g1908,1410,2.90780141843972,11,4
Clim_g5821,524,1.33587786259542,1,1
Clim_g668,419,45.5847255369928,41,10
Clim_g5417,578,2.07612456747405,1,1
Clim_g156,125,71.2,49,9
Clim_g971,732,2.18579234972678,3,2
Clim_g1365,902,2.21729490022173,5,2
Clim_g1833,519,15.606936416185,21,8
Clim_g6770,678,5.45722713864307,7,4
Clim_g2890,1282,0.78003120124805,1,1
Clim_g5276,329,10.0303951367781,11,3
Clim_g2729,563,0.0,37,0
Clim_g3850,296,2.02702702702703,1,1
Clim_g4442,1014,4.83234714003945,8,4
Clim_g1397,1058,1.32325141776938,4,2
Clim_g1153,192,8.33333333333333,4,2
Clim_g3906,579,1.38169257340242,1,1
Clim_g1584,462,5.84415584415584,8,3
Clim_g2126,2530,0.237154150197628,1,1
Clim_g354,143,8.39160839160839,7,1
Clim_g1037,179,31.8435754189944,12,5
Clim_g3524,1863,0.966183574879227,6,1
Clim_g3439,905,6.62983425414365,25,6
Clim_g5115,429,14.4522144522145,15,6
Clim_g2409,189,36.5079365079365,34,8
Clim_g1761,654,10.7033639143731,13,7
Clim_g2517,395,2.53164556962025,1,1
Clim_g5708,68,67.6470588235294,32,5
Clim_g2787,152,11.1842105263158,1,1
Clim_g4096,674,4.15430267062314,3,2
Clim_g5431,804,2.86069651741294,6,3
Clim_g1747,352,4.54545454545455,6,2
Clim_g4955,1273,0.549882168106834,2,1
Clim_g5112,522,10.1532567049808,7,5
Clim_g3695,261,8.81226053639847,7,2
Clim_g385,600,5.0,7,4
Clim_g2973,715,1.11888111888112,1,1
Clim_g6050,306,2.94117647058824,5,1
Clim_g286,410,1.46341463414634,10,1
Clim_g5810,638,4.70219435736677,13,4
Clim_g4474,719,24.3393602225313,59,13
Clim_g2117,345,16.5217391304348,12,5
Clim_g4303,567,7.2310405643739,4,2
Clim_g3978,581,15.4905335628227,17,8
Clim_g474,751,7.32356857523302,11,7
Clim_g6674,862,1.39211136890951,1,1
Clim_g4082,263,18.6311787072243,26,5
Clim_g6638,554,6.13718411552347,8,4
Clim_g2669,190,17.3684210526316,17,4
Clim_g1763,601,1.66389351081531,1,1
Clim_g1185,547,27.4223034734918,40,12
Clim_g3914,258,2.32558139534884,1,1
Clim_g1238,237,17.7215189873418,18,5
Clim_g5843,391,5.88235294117647,3,2
Clim_g2911,995,8.24120603015075,12,7
Clim_g2024,426,14.3192488262911,22,5
Clim_g3612,2209,0.724309642372114,5,2
Clim_g3022,552,34.6014492753623,65,15
Clim_g359,1585,3.91167192429022,29,6
Clim_g2268,3241,1.51187904967603,8,5
Clim_g6898,114,7.89473684210526,9,1
Clim_g6045,650,26.6153846153846,22,9
Clim_g6112,150,6.0,3,1
Clim_g6851,367,2.17983651226158,3,1
Clim_g3834,176,35.7954545454545,7,4
Clim_g1130,369,7.58807588075881,9,3
Clim_g4067|Histone_H3,136,71.3235294117647,600,21
Clim_g796,762,1.83727034120735,3,1
Clim_g3814,741,1.34952766531714,1,1
Clim_g549,1889,0.370566437268396,3,1
Clim_g2229,269,4.08921933085502,1,1
Clim_g1457,122,24.5901639344262,12,3
Clim_g5064,590,1.01694915254237,1,1
Clim_g4930,1599,3.87742338961851,6,3
Clim_g840,200,28.0,50,4
Clim_g3411,1185,0.0,92,0
Clim_g5816,223,15.2466367713004,23,3
Clim_g3750,92,6.52173913043478,2,1
Clim_g4239,1387,0.0,123,0
Clim_g672,205,24.390243902439,26,4
Clim_g2538,1289,0.930954228083786,4,1
Clim_g1041,628,0.955414012738854,1,1
Clim_g242,505,7.52475247524752,10,3
Clim_g842,204,15.1960784313725,8,4
Clim_g2401,267,5.2434456928839,2,1
Clim_g1694,655,2.29007633587786,4,1
Clim_g6637,768,1.04166666666667,1,1
Clim_g753,825,14.6666666666667,29,9
Clim_g5881,826,11.3801452784504,32,8
Clim_g2810,205,28.2926829268293,12,4
Clim_g3737,482,5.80912863070539,12,3
Clim_g2217,870,3.10344827586207,9,3
Clim_g154,91,35.1648351648352,4,2
Clim_g1376,1955,1.48337595907928,3,3
Clim_g5100,704,3.97727272727273,3,3
Clim_g1610,500,10.0,25,6
Clim_g7039,336,13.9880952380952,15,4
Clim_g4265,678,2.94985250737463,5,3
Clim_g748,306,5.88235294117647,11,2
Clim_g6745,916,1.09170305676856,1,1
Clim_g6044,1152,8.76736111111111,26,7
Clim_g5063,399,9.02255639097744,10,3
Clim_g6076,215,18.6046511627907,14,5
Clim_g4304,589,10.5263157894737,17,7
Clim_g3618,132,30.3030303030303,8,2
Clim_g6365,2201,9.08677873693776,39,13
Clim_g6909,295,9.15254237288136,3,2
Clim_g1653,549,1.63934426229508,1,1
Clim_g4166,166,9.63855421686747,6,2
Clim_g5946,387,4.65116279069767,2,1
Clim_g2539,1049,5.52907530981888,18,6
Clim_g3062,1058,5.3875236294896,16,5
Clim_g5016,272,10.6617647058824,11,3
Clim_g2947,276,4.71014492753623,1,1
Clim_g2389,314,1.91082802547771,3,1
CON_007264311,690,56.5217391304348,66,5
Clim_g2731,997,3.41023069207623,20,3
Clim_g5691,482,3.7344398340249,3,2
Clim_g149,198,6.56565656565657,5,2
Clim_g5036,200,4.0,1,1
Clim_g6689,533,5.0656660412758,3,1
Clim_g5020,1294,19.0880989180835,92,19
Clim_g3427,460,6.08695652173913,12,2
Clim_g4331,374,2.67379679144385,2,1
Clim_g1842,158,30.379746835443,16,5
Clim_g5979,1019,0.686947988223749,5,1
Clim_g380,206,11.6504854368932,5,2
Clim_g5197,592,1.35135135135135,4,1
Clim_g1303,335,5.07462686567164,4,2
Clim_g6122,4303,1.09226121310713,18,5
Clim_g2105,670,1.04477611940299,2,1
Clim_g505,273,20.8791208791209,13,4
Clim_g1611,2048,0.439453125,2,1
Clim_g4225,1101,1.54405086285195,7,2
Clim_g2296,264,7.57575757575758,7,2
Clim_g1052,1257,1.75019888623707,7,2
Clim_g3668,1021,8.52105778648384,25,7
Clim_g5508,237,3.79746835443038,3,1
Clim_g6943,1465,4.50511945392492,17,7
Clim_g1768,753,0.796812749003984,4,1
Clim_g10,483,9.3167701863354,8,5
Clim_g3423,189,14.2857142857143,3,2
Clim_g3559,242,20.6611570247934,6,3
Clim_g1276,2115,1.6548463356974,7,3
Clim_g916,4342,0.713956701980654,4,4
Clim_g3591,159,5.0314465408805,2,1
Clim_g3877,752,12.3670212765957,31,9
Clim_g5473,566,2.12014134275618,1,1
Clim_g3054,542,2.9520295202952,3,2
Clim_g2377,108,12.037037037037,2,1
Clim_g4276,262,4.9618320610687,3,1
Clim_g6041,201,32.8358208955224,20,4
Clim_g4724,268,17.5373134328358,7,4
Clim_g1875,528,4.54545454545455,4,3
Clim_g4237,1139,3.07287093942054,5,3
Clim_g786,392,17.0918367346939,18,4
Clim_g2505,376,4.25531914893617,5,2
CON_Trypsin,231,16.4502164502165,28,3
Clim_g1543,239,6.69456066945607,1,1
Clim_g3646,303,9.57095709570957,4,3
Clim_g96,135,24.4444444444444,19,4
Clim_g2326,359,17.8272980501393,13,6
Clim_g6663,533,4.50281425891182,2,2
Clim_g219,549,2.00364298724954,1,1
Clim_g6518,829,4.34258142340169,9,3
Clim_g3910,253,5.53359683794466,3,1
Clim_g2643,925,11.3513513513514,19,10
Clim_g4775,433,6.23556581986143,8,2
Clim_g4123,77,59.7402597402597,23,3
Clim_g4489,850,6.0,4,3
Clim_g58,197,4.06091370558376,8,1
Clim_g424,2214,2.84552845528455,7,6
Clim_g2477,191,37.17277486911,47,11
Clim_g5915,859,0.931315483119907,1,1
Clim_g5623,989,0.910010111223458,2,2
Clim_g2817,929,1.07642626480086,3,1
Clim_g2254,78,14.1025641025641,1,1
Clim_g136,405,17.5308641975309,17,6
Clim_g7043,796,1.25628140703518,1,1
Clim_g4635,297,11.1111111111111,6,3
Clim_g7033,794,2.77078085642317,7,2
Clim_g524,148,7.43243243243243,1,1
Clim_g1873,108,9.25925925925926,2,1
Clim_g4639,335,12.2388059701493,9,3
Clim_g6750,248,5.64516129032258,3,2
Clim_g3298,154,33.7662337662338,16,3
Clim_g5885,398,2.51256281407035,1,1
Clim_g99,77,32.4675324675325,6,2
Clim_g6533,966,1.86335403726708,11,2
Clim_g3079,753,5.44488711819389,9,4
Clim_g5101,174,11.4942528735632,4,2
Clim_g3174,489,1.43149284253579,1,1
Clim_g4659,600,20.8333333333333,46,11
Clim_g1702,482,2.0746887966805,1,1
Clim_g1809|Histone_H4,103,82.5242718446602,435,15
Clim_g4853,667,6.74662668665667,12,5
Clim_g2292,217,11.9815668202765,4,2
Clim_g5188,467,1.49892933618844,3,1
Clim_g5059,473,5.28541226215645,6,2
Clim_g1183,200,41.0,39,7
Clim_g2832,893,6.494960806271,8,6
Clim_g1685,1335,0.898876404494382,4,1
Clim_g3230,1226,2.36541598694943,4,3
Clim_g1845,701,0.855920114122682,2,1
Clim_g1308,526,2.6615969581749,2,1
CON_007148761,606,0.99009900990099,2,1
Clim_g2500,592,1.35135135135135,5,1
Clim_g1221,336,33.3333333333333,48,11
Clim_g5150,974,8.41889117043121,21,9
Clim_g6952,514,1.36186770428016,1,1
Clim_g111,208,12.0192307692308,8,3
Clim_g5719,184,5.97826086956522,5,1
Clim_g3122,593,4.5531197301855,2,2
Clim_g2183,729,12.482853223594,32,9
Clim_g6730,256,11.328125,12,2
Clim_g4211,302,29.8013245033113,29,6
Clim_g1625,430,9.53488372093023,13,3
Clim_g3244,209,7.17703349282297,12,1
Clim_g1412,419,9.78520286396181,30,4
Clim_g5665,844,1.8957345971564,11,2
Clim_g5052,215,3.25581395348837,6,1
Clim_g2821,339,12.094395280236,10,4
Clim_g89,445,7.41573033707865,10,4
Clim_g5679,419,13.6038186157518,18,5
Clim_g6723,809,8.15822002472188,22,5
Clim_g5903,382,2.61780104712042,2,1
Clim_g1857,598,1.33779264214047,6,1
Clim_g2928,1120,0.535714285714286,1,1
Clim_g5040,824,1.09223300970874,5,1
Clim_g1441,1422,1.61744022503516,4,2
Clim_g236,882,6.12244897959184,9,6
Clim_g5384,1032,1.93798449612403,3,2
Clim_g5924,731,0.820793433652531,3,1
Clim_g1923,191,56.5445026178011,45,8
Clim_g2221,398,17.5879396984925,16,6
Clim_g3762,1826,2.46440306681271,8,5
Clim_g475,319,3.13479623824451,2,1
Clim_g6505,605,1.48760330578512,1,1
Clim_g6937,599,1.5025041736227,1,1
Clim_g4606,746,9.51742627345844,20,7
Clim_g1837,447,14.3176733780761,13,5
Clim_g2309,1538,13.2639791937581,44,16
Clim_g1792,324,60.1851851851852,41,13
Clim_g628,792,22.0959595959596,42,12
Clim_g5891,676,17.603550295858,17,7
Clim_g3504,1221,7.94430794430794,23,8
Clim_g1700,636,1.57232704402516,1,1
Clim_g3578,918,0.871459694989107,9,1
Clim_g3975,284,12.3239436619718,6,2
Clim_g5809,1224,1.87908496732026,2,2
Clim_g3920,1000,13.3,42,14
Clim_g3232,719,12.1001390820584,39,7
Clim_g1346|Histone_H3,136,71.3235294117647,664,21
Clim_g49,804,2.7363184079602,3,2
Clim_g1997,1239,20.2582728006457,68,13
Clim_g734,355,1.97183098591549,4,1
Clim_g4426,1246,0.642054574638844,1,1
Clim_g3787,949,1.26448893572181,2,1
Clim_g5035,486,1.440329218107,3,1
Clim_g874,662,9.06344410876133,16,5
Clim_g919,323,4.64396284829721,3,2
Clim_g1017,518,12.1621621621622,11,6
Clim_g2878,141,23.4042553191489,4,3
Clim_g4820,924,21.8614718614719,63,15
Clim_g2003,680,6.91176470588235,4,4
Clim_g4832,1271,24.4689221085759,113,23
Clim_g2359,567,1.23456790123457,2,1
Clim_g5651,1066,1.03189493433396,1,1
Clim_g4220,846,2.4822695035461,7,2
Clim_g1138,295,2.71186440677966,3,1
Clim_g5676,576,10.2430555555556,14,5
Clim_g2995,904,13.3849557522124,43,11
Clim_g2180,794,2.6448362720403,11,2
Clim_g6482,678,1.62241887905605,1,1
Clim_g2127,558,13.9784946236559,22,7
Clim_g315,246,14.2276422764228,8,3
Clim_g1921,497,21.1267605633803,64,10
Clim_g5257,920,13.1521739130435,44,8
Clim_g1955,653,8.42266462480858,15,5
Clim_g1070,868,0.806451612903226,1,1
Clim_g6167,364,3.2967032967033,4,1
Clim_g1202,164,7.92682926829268,2,1
Clim_g343,108,15.7407407407407,2,1
Clim_g273,1175,11.4042553191489,49,14
Clim_g3549,300,20.6666666666667,27,5
Clim_g5682,640,11.5625,13,7
Clim_g6175,262,20.9923664122137,16,4
Clim_g3863,357,6.1624649859944,9,3
Clim_g3173,135,80.7407407407407,53,12
Clim_g2447,529,1.89035916824197,1,1
Clim_g140,431,2.32018561484919,1,1
Clim_g5141,762,21.1286089238845,52,15
Clim_g3436,442,20.8144796380091,42,6
Clim_g4557,318,11.9496855345912,13,3
Clim_g2308,1434,14.1562064156206,43,12
Clim_g5850,782,17.9028132992327,43,13
Clim_g2075,823,1.21506682867558,3,1
Clim_g2696,337,3.85756676557863,3,2
Clim_g44,874,2.05949656750572,5,2
Clim_g6841,422,6.39810426540284,11,3
Clim_g3945,1273,0.0,92,0
Clim_g5664,3085,0.453808752025932,6,2
Clim_g1902,295,28.135593220339,32,6
Clim_g1563,305,14.7540983606557,15,4
Clim_g6853,1329,0.827689992475546,3,1
Clim_g5359,384,5.72916666666667,6,2
Clim_g866,885,17.4011299435028,67,12
Clim_g5132,1233,9.24574209245742,26,9
Clim_g6299,504,2.97619047619048,3,2
Clim_g4027,188,19.6808510638298,8,3
Clim_g1085,138,14.4927536231884,3,2
Clim_g5515,446,2.69058295964126,7,1
Clim_g2578,379,1.58311345646438,2,1
Clim_g1673,517,3.4816247582205,3,2
Clim_g1550,189,36.5079365079365,19,5
Clim_g1446,942,0.636942675159236,4,1
Clim_g2405,982,6.10997963340122,23,8
Clim_g2414,224,4.01785714285714,1,1
Clim_g4953,352,31.5340909090909,58,15
Clim_g1197,491,15.8859470468432,10,5
Clim_g6924,416,2.16346153846154,3,1
Clim_g5143,406,2.95566502463054,4,1
Clim_g3266,744,2.95698924731183,2,2
Clim_g834,384,1.82291666666667,1,1
Clim_g5939,741,3.23886639676113,1,1
Clim_g2311,150,16.6666666666667,13,3
Clim_g4715,160,16.875,15,3
Clim_g1092,444,1.57657657657658,1,1
Clim_g1193,571,7.35551663747811,11,3
Clim_g2777,457,3.93873085339168,5,2
Clim_g632,406,7.88177339901478,10,3
Clim_g6848,350,13.7142857142857,35,5
Clim_g6400,176,18.1818181818182,8,3
Clim_g905,1253,6.06544293695132,8,7
Clim_g5270,1506,13.3466135458167,41,18
Clim_g3248,398,3.26633165829146,1,1
Clim_g1905,1803,8.20854132002219,34,12
Clim_g3505,1108,1.17328519855596,1,1
Clim_g1109,773,4.01034928848642,6,3
Clim_g177,431,1.85614849187935,3,1
Clim_g1691,143,37.7622377622378,41,3
Clim_g1369,301,1.99335548172757,1,1
Clim_g84,230,6.52173913043478,2,2
Clim_g6980,251,11.9521912350598,6,2
Clim_g2388,260,7.30769230769231,4,2
Clim_g2913,172,11.046511627907,10,2
Clim_g4958,984,1.52439024390244,7,2
Clim_g2891,625,19.84,20,7
Clim_g4084,573,1.2216404886562,4,1
Clim_g689,378,9.25925925925926,13,4
Clim_g3652,830,6.26506024096386,15,3
Clim_g1600,299,2.0066889632107,1,1
Clim_g11,92,40.2173913043478,10,3
Clim_g6975,615,2.92682926829268,2,2
Clim_g193,438,3.19634703196347,2,2
Clim_g1911,599,1.0016694490818,1,1
Clim_g2561,339,3.24483775811209,1,1
Clim_g4102,1141,1.31463628396144,4,2
Clim_g5338,1369,1.89919649379109,5,2
Clim_g3661,729,1.50891632373114,2,1
Clim_g6947,216,5.09259259259259,3,1
Clim_g3307,479,7.72442588726514,20,3
Clim_g1975,347,36.3112391930836,57,15
Clim_g2376,727,5.08940852819807,8,4
Clim_g5062,310,3.87096774193548,2,1
CON_006989001,375,16.2666666666667,24,4
Clim_g2107,341,3.81231671554252,4,1
Clim_g6008,141,4.9645390070922,2,1
Clim_g967,276,55.4347826086957,66,5
Clim_g5423,582,1.71821305841924,1,1
Clim_g3527,1166,37.3927958833619,127,28
Clim_g3364,763,3.40760157273919,4,1
Clim_g2986,259,31.6602316602317,38,9
Clim_g2799,140,15.0,11,3
Clim_g5292,228,3.94736842105263,2,1
Clim_g550,483,3.31262939958592,2,2
Clim_g3811,342,20.1754385964912,17,9
Clim_g985,832,1.08173076923077,2,1
Clim_g1498,562,12.6334519572954,19,6
Clim_g2318,608,9.70394736842105,7,5
Clim_g345,147,27.2108843537415,20,4
Clim_g113,404,9.40594059405941,8,4
Clim_g2812,1139,13.1694468832309,66,16
Clim_g2250,595,1.84873949579832,1,1
Clim_g499,662,4.98489425981873,9,4
Clim_g2834,816,0.0,203,0
Clim_g846,376,20.4787234042553,12,5
Clim_g6641,936,5.34188034188034,18,5
Clim_g3855,1938,3.86996904024768,14,6
Clim_g4066,1538,3.70611183355007,21,5
Clim_g5755,853,2.57913247362251,9,3
Clim_g4630,1018,16.8958742632613,56,17
Clim_g4344,552,11.4130434782609,16,5
Clim_g6557,357,2.52100840336134,2,1
Clim_g4615,361,4.70914127423823,8,2
Clim_g5611,324,22.5308641975309,10,4
Clim_g1352,231,6.06060606060606,4,1
Clim_g6643,329,37.3860182370821,28,8
Clim_g6222,607,5.43657331136738,7,2
Clim_g2461,196,9.18367346938776,10,3
Clim_g4501,600,1.33333333333333,2,1
Clim_g6467,1125,4.88888888888889,17,5
Clim_g6781,597,5.0251256281407,3,2
CON_007080081,825,0.848484848484849,5,1
Clim_g6588,1708,2.63466042154567,9,4
Clim_g1000,596,7.5503355704698,8,3
Clim_g5601,334,6.58682634730539,2,2
Clim_g1810|Histone_H2B,122,63.9344262295082,146,15
Clim_g759,303,2.97029702970297,2,1
Clim_g1187,410,0.0,83,0
Clim_g4883,478,2.30125523012552,2,1
Clim_g5733,382,4.9738219895288,4,2
Clim_g974,332,12.9518072289157,19,4
Clim_g4669,550,19.2727272727273,30,9
Clim_g6447,491,10.3869653767821,18,4
Clim_g4073,582,16.4948453608247,39,8
Clim_g933,201,16.4179104477612,6,4
Clim_g6250,775,27.2258064516129,86,20
Clim_g6235,247,14.9797570850202,20,4
CON_007152872,946,1.05708245243129,1,1
Clim_g4813,136,9.55882352941176,6,2
Clim_g5477,816,6.25,10,4
Clim_g5743,358,3.63128491620112,1,1
CON_007222712,474,1.26582278481013,3,1
Clim_g3516,780,0.769230769230769,5,1
Clim_g1414,207,14.0096618357488,11,3
Clim_g831,709,9.87306064880113,14,7
Clim_g3663,241,26.5560165975104,27,8
Clim_g3748,295,2.03389830508475,3,1
Clim_g3488,708,5.7909604519774,5,3
Clim_g2714,339,3.24483775811209,4,1
Clim_g5660,1220,6.39344262295082,25,6
Clim_g2148,72,80.5555555555556,33,4
Clim_g5146,544,21.5073529411765,27,9
Clim_g4120,292,19.1780821917808,8,4
Clim_g577,205,3.41463414634146,2,1
Clim_g6181,270,6.2962962962963,1,1
Clim_g1492,720,0.833333333333333,3,1
Clim_g5131,382,1.83246073298429,1,1
Clim_g1287,261,4.59770114942529,2,1
Clim_g3117,902,1.21951219512195,3,1
Clim_g2459,151,23.841059602649,24,4
Clim_g4780,885,1.01694915254237,4,1
Clim_g5910,379,17.9419525065963,10,5
Clim_g6059,192,58.8541666666667,42,10
CON_007314322,1466,1.84174624829468,12,2
Clim_g5695,224,17.4107142857143,18,3
Clim_g2873,329,3.3434650455927,2,1
Clim_g1345,1966,1.83112919633774,7,4
Clim_g4961,465,10.3225806451613,19,4
Clim_g6869,777,2.18790218790219,4,2
Clim_g4533,434,1.84331797235023,1,1
Clim_g1108,339,2.65486725663717,1,1
Clim_g588,313,7.66773162939297,4,2
Clim_g3431,542,16.4206642066421,36,10
Clim_g5435,556,3.05755395683453,5,2
Clim_g3393,295,2.3728813559322,2,1
Clim_g2899,497,34.4064386317907,52,11
Clim_g5329,494,1.82186234817814,3,1
Clim_g1249,133,9.02255639097744,2,1
Clim_g1444,882,15.5328798185941,33,9
Clim_g3293,431,2.55220417633411,1,1
Clim_g6640,131,19.8473282442748,4,3
Clim_g4070,280,6.07142857142857,6,2
Clim_g2965,103,22.3300970873786,10,2
Clim_g400,106,8.49056603773585,3,1
Clim_g3896,486,1.64609053497942,2,1
Clim_g6754,459,48.5838779956427,113,12
Clim_g5330,201,23.3830845771144,11,3
Clim_g807,432,10.4166666666667,13,5
Clim_g5552,571,2.80210157618214,9,2
Clim_g526,536,2.05223880597015,5,1
Clim_g6888,459,38.7799564270153,100,15
Clim_g314,383,14.0992167101828,4,3
Clim_g5990,1006,15.9045725646123,39,14
Clim_g5293,1539,2.27420402858999,9,4
Clim_g6800,121,5.78512396694215,6,1
Clim_g3526,154,51.2987012987013,38,6
Clim_g4387,292,0.0,26,0
Clim_g591,385,5.71428571428571,11,2
Clim_g5956,138,10.1449275362319,4,2
Clim_g4135,701,6.41940085592011,17,5
Clim_g1879,556,0.0,84,0
Clim_g4582,224,24.1071428571429,14,4
Clim_g5334,684,2.63157894736842,5,2
Clim_g4718,145,15.1724137931034,3,1
Clim_g621,105,7.61904761904762,4,1
Clim_g1988,226,21.6814159292035,19,4
Clim_g3972,345,6.3768115942029,4,2
Clim_g6925,372,19.0860215053763,28,5
Clim_g2912,1278,1.01721439749609,5,1
Clim_g612,354,15.5367231638418,13,3
Clim_g5031,524,3.05343511450382,3,1
Clim_g4806,226,17.2566371681416,7,3
Clim_g4568,575,5.73913043478261,5,2
Clim_g3163,568,11.7957746478873,16,6
Clim_g6216,2499,10.5642256902761,103,24
Clim_g2495,397,2.77078085642317,1,1
Clim_g2422,1072,3.26492537313433,11,4
Clim_g4692,781,4.73751600512164,12,5
Clim_g1049,220,22.2727272727273,54,3
Clim_g3611,634,0.946372239747634,3,1
Clim_g2529,531,2.25988700564972,2,1
Clim_g5653,358,4.74860335195531,3,1
Clim_g2721,939,2.87539936102236,5,3
Clim_g4275,521,2.87907869481766,2,2
Clim_g3703,121,10.7438016528926,2,1
Clim_g5023,675,17.6296296296296,22,8
Clim_g1724,1112,1.61870503597122,5,2
Clim_g397,181,27.0718232044199,24,4
Clim_g1172,654,15.2905198776758,27,10
Clim_g6430,337,2.67062314540059,2,1
Clim_g6784,407,12.039312039312,19,5
Clim_g2125,409,2.68948655256724,4,1
Clim_g3472|Histone_H2A,134,77.6119402985075,261,20
Clim_g1682,467,1.2847965738758,3,1
Clim_g2645,133,45.8646616541353,22,6
