Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Fabtro_Gene.15683,243,7.40740740740741,13,1
Fabtro_Gene.809,513,28.4600389863548,77,14
Fabtro_Gene.3904,120,22.5,53,6
Fabtro_Gene.608,327,3.97553516819572,2,1
Fabtro_Gene.43399,192,3.64583333333333,4,1
Fabtro_Gene.1357,144,4.86111111111111,1,1
Fabtro_Gene.3147,123,39.8373983739837,57,10
Fabtro_Gene.1869,511,2.93542074363992,5,2
Fabtro_Gene.56,170,30.0,29,9
Fabtro_Gene.13126,1683,2.25787284610814,8,3
Fabtro_Gene.4641,101,31.6831683168317,5,2
Fabtro_Gene.7909,144,22.9166666666667,7,2
CON_P05787,483,9.10973084886128,24,6
CON_Q8N1N4,520,1.34615384615385,3,1
Fabtro_Gene.15457,120,23.3333333333333,4,2
Fabtro_Gene.5229,123,43.9024390243902,74,13
CON_Q922U2,580,3.79310344827586,10,3
Fabtro_Gene.163,116,13.7931034482759,4,2
Fabtro_Gene.42588,164,3.65853658536585,5,1
Fabtro_Gene.434,278,21.5827338129496,28,7
CON_P35527,623,2.56821829855538,19,1
Fabtro_Gene.6909,216,3.24074074074074,4,1
Fabtro_Gene.101,108,18.5185185185185,28,1
Fabtro_Gene.245,114,54.3859649122807,27,7
CON_P78385,493,1.41987829614604,3,1
CON_P13647,590,2.20338983050847,8,2
Fabtro_Gene.8629|Histone_H2A,133,49.6240601503759,301,22
Fabtro_Gene.59454,115,13.9130434782609,5,2
Fabtro_Gene.4557,299,2.0066889632107,5,1
