Accession,NumberOfAminoAcids,Coverage,PsmCount,PeptideGroupCount
Q9Y224,244,26.2295081967213,24,7
P19367,917,2.61723009814613,4,3
P50991,539,7.42115027829314,8,4
CON_008274691,192,8.33333333333333,4,1
P33240,577,5.71923743500867,9,3
P12236,298,9.06040268456376,5,3
Q04837,148,23.6486486486486,6,4
Q15651,99,52.5252525252525,123,10
P39687,249,4.81927710843374,3,1
Q9Y3E1,203,17.7339901477833,15,3
P08670,466,37.1244635193133,35,16
P09012,282,41.4893617021277,37,7
O95793,577,18.1975736568458,27,8
P50914,215,49.3023255813954,36,8
P07900,732,10.3825136612022,11,6
Q13885,445,4.49438202247191,3,2
P63220,83,55.421686746988,41,5
Q96EY1,480,2.08333333333333,4,2
Q1ED39,458,14.1921397379913,11,7
Q9Y324,198,24.7474747474747,13,6
Q8WXI9,593,16.1888701517707,16,8
P24941,298,7.71812080536913,2,1
P31946,246,17.8861788617886,13,4
O15234,703,6.40113798008535,6,4
P56192,900,4.55555555555556,2,2
Q8NDD1,294,33.6734693877551,33,9
Q7Z7K0,106,20.7547169811321,7,2
Q86VM9,953,2.20356768100735,7,2
Q01105,290,5.86206896551724,4,2
Q5VTL8,546,4.3956043956044,5,3
Q16478,980,0.714285714285714,5,1
Q9Y2X3,529,7.93950850661626,9,4
Q99848,306,40.5228758169935,73,11
Q9NVP1,670,9.70149253731343,11,5
Q96K17,158,24.0506329113924,24,6
A6NMY6,339,13.5693215339233,28,5
P16989,372,41.1290322580645,49,10
Q9NX58,379,22.6912928759894,32,7
Q9NY93,547,8.59232175502742,11,4
P0C0S5,128,63.28125,460,13
Q96MW1,224,7.58928571428571,2,2
Q9NRY2,104,11.5384615384615,1,1
Q9BQ48,92,33.695652173913,7,3
Q14676,2089,2.29775011967449,6,3
O95342,1321,0.60560181680545,4,1
O75521,394,1.77664974619289,1,1
P62318,126,7.93650793650794,10,1
P39019,145,60.6896551724138,133,11
Q96C24,671,0.894187779433681,2,1
Q06418,890,0.674157303370786,4,1
P63267,376,23.6702127659574,27,5
Q13509,450,4.44444444444444,3,2
Q13283,466,42.7038626609442,37,9
Q96BZ8,264,45.4545454545455,46,14
Q5M9Q1,402,5.4726368159204,7,2
Q99615,494,1.61943319838057,1,1
Q9NSD9,589,3.2258064516129,4,2
Q13217,504,1.19047619047619,1,1
CON_006998383,212,6.60377358490566,4,1
P62906,217,13.3640552995392,27,3
P26378,380,2.36842105263158,5,1
Q6DN03,193,20.2072538860104,102,9
Q93077,130,76.9230769230769,670,25
Q8NEF9,429,3.26340326340326,2,2
P55145,182,9.34065934065934,9,1
P61619,476,2.10084033613445,3,1
Q5QNW6,126,64.2857142857143,207,15
Q9Y2R4,599,2.67111853088481,5,2
P61513,92,22.8260869565217,25,4
O75394,65,23.0769230769231,4,1
O75694,1391,1.15025161754134,2,2
Q9Y6X1,66,40.9090909090909,11,3
Q7L2H7,374,2.67379679144385,3,1
Q92522,213,37.0892018779343,107,11
Q9BRJ6,194,31.9587628865979,24,7
Q9P0T4,197,8.12182741116751,4,2
Q6DKI1,246,29.2682926829268,30,9
Q15050,365,44.3835616438356,69,15
Q99879,126,61.1111111111111,207,14
Q9UHI6,824,0.970873786407767,9,1
O75528,432,6.48148148148148,6,3
Q9Y618,2525,0.831683168316832,5,2
CON_008405442,784,1.53061224489796,1,1
Q7RTV0,110,15.4545454545455,3,2
P46783,165,45.4545454545455,56,7
Q96R48,311,2.2508038585209,11,1
Q02878,288,44.0972222222222,86,10
P36957,453,2.2075055187638,1,1
P08590,195,8.2051282051282,4,1
Q9UN86,482,10.9958506224066,19,5
Q9BZZ5,524,11.2595419847328,9,4
Q9HBM6,251,13.9442231075697,6,3
Q9H4B7,451,2.21729490022173,1,1
Q59GN2,51,27.4509803921569,13,3
Q04637,1599,9.88117573483427,23,12
O75390,466,2.36051502145923,3,1
Q15007,396,3.78787878787879,1,1
Q8IYB3,904,12.8318584070796,20,10
O15069,1562,0.960307298335467,10,2
P54819,239,19.6652719665272,10,5
P42766,123,65.0406504065041,126,9
Q4VCS5,1084,1.4760147601476,2,2
P04350,444,4.5045045045045,3,2
P60866,119,37.8151260504202,43,5
P22090,263,18.6311787072243,21,4
Q9H0S4,455,29.2307692307692,45,11
P49207,117,47.008547008547,62,7
Q9UK76,154,33.1168831168831,10,3
P62273,56,53.5714285714286,26,3
Q96PK6,669,6.12855007473842,9,4
O43598,174,9.77011494252874,1,1
P09017,264,7.57575757575758,3,2
Q9BY77,421,28.978622327791,65,13
Q9P0L0,249,12.0481927710843,3,2
Q9P0M6,372,10.752688172043,15,5
Q92686,78,19.2307692307692,8,1
P41219,470,3.61702127659574,6,2
Q9H944,212,5.18867924528302,3,1
Q96GC5,212,6.60377358490566,1,1
Q9NUG6,133,6.76691729323308,1,1
Q14739,615,5.36585365853659,7,3
P50995,505,5.34653465346535,5,3
Q96MX3,618,9.8705501618123,7,6
O75822,258,10.8527131782946,7,2
P35221,906,2.98013245033113,5,2
P62314,119,9.2436974789916,7,1
Q9NPD3,245,10.6122448979592,3,3
Q15906,364,3.57142857142857,1,1
Q9Y4Z0,139,5.75539568345324,6,1
CON_007264311,690,58.695652173913,155,8
CON_006889482,152,23.6842105263158,5,3
P62316,118,47.4576271186441,59,6
P62277,151,67.5496688741722,64,10
O43583,198,10.1010101010101,9,2
O43818,475,8.0,3,3
Q96FF9,252,14.2857142857143,6,3
P34897,504,1.78571428571429,1,1
P62987,128,35.15625,149,6
CON_006972853,164,10.9756097560976,1,1
Q9Y3U8,105,78.0952380952381,141,15
Q9H361,631,9.35023771790808,17,5
P52292,529,10.2079395085066,11,5
Q13765,215,10.2325581395349,11,3
Q9NRF9,147,11.5646258503401,6,1
P21333,2647,3.55119002644503,17,7
P62917,257,65.7587548638132,180,18
CON_007110311,641,27.7691107644306,97,13
P62241,208,44.7115384615385,58,8
O60361,137,17.5182481751825,4,2
Q9BRT6,129,22.4806201550388,21,3
O75937,253,40.7114624505929,50,10
Q9Y5S9,174,20.1149425287356,10,3
O00422,153,41.1764705882353,31,5
P32322,319,5.64263322884013,6,1
P17066,643,12.1306376360809,42,6
P16949,149,32.8859060402685,21,5
Q9Y253,713,0.841514726507714,2,1
P35558,622,1.28617363344051,1,1
P62304,92,17.3913043478261,3,1
Q00597,558,1.25448028673835,1,1
Q8TD47,263,8.74524714828897,21,3
P62312,80,15.0,2,1
Q9UGY1,213,29.1079812206573,17,7
CON_Trypsin,231,25.1082251082251,31,4
P17483,251,7.96812749003984,3,2
Q969G3,411,15.0851581508516,29,7
Q9UPV0,1460,0.410958904109589,1,1
P18077,110,78.1818181818182,64,10
Q9NXE8,425,13.4117647058824,9,7
Q9BZI7,483,10.7660455486542,6,4
P62847,133,67.6691729323308,64,7
P62979,156,55.7692307692308,153,10
P04264,644,5.59006211180124,5,4
P36578,427,35.5971896955504,68,15
P17987,556,3.9568345323741,7,2
Q9H1J1,476,1.47058823529412,8,1
P60059,68,11.7647058823529,3,1
P35249,363,4.95867768595041,2,2
Q9UBQ5,218,10.5504587155963,6,2
Q9HAP6,207,2.89855072463768,2,1
Q86UE4,582,9.45017182130584,17,4
P62269,152,84.8684210526316,89,16
Q7LBR1,199,5.0251256281407,1,1
P16401,226,50.0,63,17
Q99878,128,76.5625,618,20
P0CB38,370,1.89189189189189,7,1
A6NNZ2,444,2.25225225225225,1,1
Q6ZUT1,292,5.47945205479452,1,1
Q9BZJ0,848,1.41509433962264,4,1
Q9BZL1,73,8.21917808219178,3,1
Q13608,980,1.42857142857143,7,2
Q96AG4,307,29.6416938110749,72,11
Q9P031,241,3.7344398340249,8,1
Q9Y266,331,3.62537764350453,1,1
P36543,226,4.86725663716814,1,1
P09525,319,6.26959247648903,2,2
Q04917,246,8.53658536585366,5,2
Q8NCU7,369,1.8970189701897,3,1
Q9BVC5,232,19.3965517241379,13,4
Q9NUQ6,558,1.7921146953405,1,1
P00441,154,24.6753246753247,14,2
P61326,146,19.8630136986301,6,2
Q9UHA3,163,4.9079754601227,4,1
P49458,86,45.3488372093023,14,4
O60563,726,1.79063360881543,2,2
P62753,249,57.0281124497992,166,15
O75533,1304,9.3558282208589,27,8
Q96BK5,328,13.4146341463415,3,3
Q92917,476,7.35294117647059,5,2
P62308,76,26.3157894736842,11,3
Q9NPF5,467,2.14132762312634,1,1
O14737,125,17.6,6,1
P30041,224,14.2857142857143,2,2
Q15149,4684,0.426985482493595,5,3
P51608,486,21.1934156378601,19,8
Q9UKD2,239,18.4100418410042,14,4
Q9Y6W5,498,1.80722891566265,1,1
P05204,90,58.8888888888889,103,12
CON_009238771,1455,1.09965635738832,5,3
Q9UKY7,258,17.4418604651163,11,4
Q5U4N7,250,3.2,8,1
P27635,214,35.0467289719626,40,9
O60481,467,1.9271948608137,1,1
Q8TDN6,353,32.2946175637394,68,14
Q9P0M9,148,14.8648648648649,1,1
Q5T5W8,58,20.6896551724138,1,1
Q9H7L9,328,1.82926829268293,3,1
P33778,126,64.2857142857143,209,15
O14910,233,6.43776824034335,4,2
Q8N9Q2,155,14.8387096774194,5,2
Q9H6K5,1346,1.48588410104012,2,2
P54652,639,5.63380281690141,16,4
Q9Y3S1,2297,0.348280365694384,2,1
P20700,586,23.8907849829352,26,12
P62136,330,4.54545454545455,2,1
O00148,427,6.3231850117096,23,4
Q9UHB9,627,1.75438596491228,3,1
P62841,145,26.2068965517241,49,5
Q9H9Y2,349,6.30372492836676,8,3
Q96DF8,476,5.67226890756303,3,2
O14950,172,21.5116279069767,12,3
P08651,508,1.18110236220472,9,1
Q96NB3,372,5.37634408602151,2,2
Q2NKQ1,1148,1.13240418118467,2,2
P62829,140,39.2857142857143,61,8
Q9Y3I0,505,11.8811881188119,14,5
Q96DN5,1066,0.562851782363977,1,1
P61024,79,11.3924050632911,5,1
Q15561,434,2.76497695852535,1,1
Q6P1J9,531,5.27306967984934,4,2
Q9Y295,367,8.99182561307902,4,2
Q9NWT8,199,8.5427135678392,8,2
O75475,530,12.8301886792453,42,7
Q9Y3C1,178,67.4157303370787,77,11
Q96KK5,128,76.5625,614,21
Q8IXZ2,948,0.632911392405063,1,1
Q99623,299,9.36454849498328,2,2
Q9H6F5,360,55.5555555555556,110,20
Q96KD3,344,2.61627906976744,2,1
O14718,337,2.07715133531157,1,1
Q8NC51,408,23.2843137254902,79,6
Q4G0J3,582,7.21649484536082,5,4
Q6ZS30,2694,0.22271714922049,3,1
Q9Y421,112,35.7142857142857,9,4
Q15014,288,29.8611111111111,36,5
O60828,265,43.0188679245283,21,8
P57721,371,7.8167115902965,7,2
P05141,298,9.06040268456376,12,3
Q9BUQ8,820,1.58536585365854,6,2
P08238,724,9.66850828729282,11,6
O60220,97,28.8659793814433,6,2
O15287,622,0.964630225080386,6,1
Q9UMS4,504,1.78571428571429,2,1
P26599,531,22.4105461393597,38,6
Q13310,644,9.78260869565217,21,6
P58876,126,64.2857142857143,214,15
Q96A08,127,31.496062992126,123,6
Q07687,328,3.04878048780488,1,1
Q5QJE6,756,3.17460317460317,3,2
Q9Y520,2896,2.90055248618785,12,7
P22607,806,0.86848635235732,1,1
Q9ULW0,747,3.4805890227577,6,2
Q9ULV4,474,2.32067510548523,1,1
E9PAV3,2078,1.05871029836381,11,3
P56182,461,27.9826464208243,59,12
Q9UKX7,468,2.99145299145299,4,2
P84098,196,66.3265306122449,164,22
Q8N9L1,334,2.69461077844311,1,1
P52926,109,42.2018348623853,37,3
P60228,445,14.6067415730337,12,5
P26232,953,1.78384050367261,1,1
CON_006957761,184,6.52173913043478,2,1
Q6P2C8,311,8.03858520900322,2,2
P46060,587,10.221465076661,9,5
CON_007047352,187,4.81283422459893,2,1
Q96PZ7,3565,0.532959326788219,2,2
Q9P2E9,1410,3.19148936170213,5,4
P50502,369,2.1680216802168,5,1
Q96QD9,318,26.1006289308176,14,8
P62873,340,2.94117647058824,4,1
P35241,583,4.45969125214408,7,3
P62280,158,34.8101265822785,55,6
P60842,406,23.3990147783251,27,8
Q93079,126,64.2857142857143,214,15
Q9Y608,721,6.38002773925104,6,4
P23528,166,6.62650602409639,8,1
P12814,892,5.26905829596413,12,4
O60832,514,8.75486381322957,10,3
Q8NHZ8,85,22.3529411764706,2,2
Q02543,176,41.4772727272727,38,7
P61604,102,17.6470588235294,6,2
Q9BUF5,446,2.24215246636771,1,1
P36873,323,16.71826625387,8,4
Q14232,305,5.24590163934426,7,2
Q8WYP5,2266,1.45631067961165,6,3
Q53HL2,280,20.0,7,5
Q8WUX9,453,0.0,76,0
Q9BRP8,204,30.3921568627451,47,5
Q9H9P5,680,1.47058823529412,1,1
Q6SPF0,538,1.48698884758364,4,1
P47813,144,15.2777777777778,11,3
A6NIZ1,184,6.52173913043478,2,1
Q9UM00,188,13.8297872340426,6,3
O75363,584,1.02739726027397,7,1
P62837,147,6.80272108843537,2,2
O76021,490,21.6326530612245,60,12
P40429,203,71.4285714285714,110,18
Q9Y4D8,3996,0.325325325325325,5,2
Q7L4I2,434,6.22119815668203,9,3
Q02763,1124,0.622775800711744,1,1
O60812,293,13.6518771331058,18,3
Q9BXK1,252,18.2539682539683,9,3
P09104,434,4.14746543778802,2,1
Q9UQ35,2752,2.21656976744186,6,4
P05114,100,31.0,67,7
P31943,449,3.34075723830735,3,2
P50990,548,2.55474452554745,1,1
P62899,125,56.0,113,10
Q9NYL9,352,3.69318181818182,7,1
Q8IY81,847,3.8961038961039,20,4
Q5VST9,7968,0.313755020080321,17,3
P09874,1014,3.94477317554241,6,4
P48634,2157,6.21233194251275,26,9
Q05682,793,8.19672131147541,20,8
Q15366,365,19.4520547945205,17,4
O95183,116,6.03448275862069,3,1
P61927,97,68.0412371134021,54,11
P46013,3256,1.53562653562654,9,4
Q8N807,584,1.02739726027397,1,1
Q71U36,451,9.97782705099778,9,3
P15311,586,3.24232081911263,6,2
CON_007083982,609,8.3743842364532,7,6
Q9Y2W1,955,3.97905759162304,4,4
Q99547,160,17.5,5,3
Q9HAC7,445,2.47191011235955,2,1
Q13562,356,1.68539325842697,2,1
P11142,646,19.969040247678,55,11
Q12797,758,0.923482849604222,1,1
A6NF01,834,2.03836930455636,1,1
O00231,422,4.50236966824645,2,2
Q9BQ61,176,39.2045454545455,42,6
Q7Z739,585,2.22222222222222,2,1
P32969,192,39.5833333333333,29,7
Q9UIL1,159,11.3207547169811,1,1
O60814,126,76.984126984127,207,17
P17096,107,92.5233644859813,127,12
O75956,126,4.76190476190476,4,1
P46779,137,73.7226277372263,116,14
Q9NVF7,368,2.44565217391304,2,1
Q9H0L4,616,2.27272727272727,5,1
Q07020,188,44.1489361702128,104,11
Q86WX3,136,50.7352941176471,26,6
Q16695,136,69.1176470588235,838,21
O43670,478,1.88284518828452,9,2
Q9NPJ4,139,7.9136690647482,1,1
Q96R47,310,2.25806451612903,11,1
P30086,187,4.81283422459893,2,1
P55769,128,14.84375,26,3
P68104,462,6.70995670995671,5,2
Q9Y2T7,364,2.1978021978022,9,1
P78346,268,6.71641791044776,8,2
Q9NQG5,326,7.05521472392638,3,3
Q14571,2701,0.222139948167345,2,1
Q9BXS6,441,4.53514739229025,9,2
Q96L21,214,24.7663551401869,29,6
Q8IWS0,365,3.28767123287671,7,1
O95478,260,25.3846153846154,16,6
P62861,59,45.7627118644068,41,4
Q03164,3969,0.478710002519526,4,2
Q9BTK6,254,3.93700787401575,1,1
Q8NI27,1593,4.08035153797866,12,6
Q6PJT7,736,9.64673913043478,17,6
O95983,291,32.9896907216495,14,5
Q12926,359,2.50696378830084,5,1
Q3MHD2,195,16.4102564102564,7,3
Q9H3J6,166,5.42168674698795,4,1
CON_006989001,375,40.0,64,8
Q00839,825,7.87878787878788,9,5
Q9NWB6,273,36.6300366300366,30,11
O95996,2303,0.303951367781155,14,1
Q9Y3A2,253,33.596837944664,34,7
Q9BYG3,293,10.2389078498294,10,3
P60468,96,34.375,9,3
Q14966,1978,0.455005055611729,1,1
P53999,127,64.5669291338583,35,5
Q9NTI5,1447,1.03662750518314,2,1
Q13813,2472,4.20711974110032,23,11
Q9H875,184,37.5,26,3
P0CG47,229,58.9519650655022,149,6
P62081,194,48.9690721649485,35,10
Q6NXT2,135,51.1111111111111,604,17
P0DME0,302,5.62913907284768,4,2
Q7L0X2,663,1.50829562594268,2,1
P15259,253,4.34782608695652,3,1
P67936,248,16.5322580645161,4,4
Q15528,200,18.0,8,3
P56270,477,5.45073375262055,11,4
Q13823,731,4.92476060191518,4,4
P23396,243,55.1440329218107,63,12
Q05D32,466,2.78969957081545,2,1
Q9UL40,294,3.74149659863946,4,1
Q9UIF9,1905,0.73490813648294,7,2
Q96T60,521,2.49520153550864,2,1
Q96CT7,223,81.6143497757848,140,21
P07355,339,27.4336283185841,42,9
Q99880,126,64.2857142857143,198,14
O94906,941,8.82040382571732,18,8
Q12857,509,1.17878192534381,9,1
Q5T3I0,446,51.5695067264574,86,25
CON_IPI000178701,499,1.80360721442886,4,1
Q12874,501,4.79041916167665,7,3
Q13029,1718,0.756693830034924,3,2
P17676,345,2.89855072463768,2,1
Q8NEJ9,315,19.047619047619,28,6
Q15365,356,13.4831460674157,6,3
P61221,599,2.67111853088481,5,2
P02545,664,15.6626506024096,20,8
P67809,324,45.9876543209877,55,8
CON_006997002,166,6.62650602409639,8,1
O00193,183,14.7540983606557,12,3
Q92945,711,11.1111111111111,13,4
Q9P013,229,40.174672489083,39,8
Q13573,536,22.2014925373134,49,12
P42167,454,24.2290748898678,33,8
P04406,335,7.16417910447761,3,2
O00425,579,5.35405872193437,11,2
P61981,247,13.3603238866397,7,4
Q15004,111,54.954954954955,11,4
O75683,361,26.3157894736842,56,10
O00479,90,82.2222222222222,61,12
Q12905,390,10.5128205128205,20,4
Q16643,649,4.46841294298921,5,3
P11021,654,4.12844036697248,9,3
P82979,210,33.3333333333333,51,5
O43597,315,4.76190476190476,1,1
Q9BUL9,199,7.03517587939699,1,1
P07910,306,29.0849673202614,92,12
Q6P9F7,803,1.49439601494396,1,1
P14923,745,1.61073825503356,1,1
O95409,532,1.69172932330827,1,1
Q8NI35,1801,0.499722376457524,1,1
P62913,178,30.3370786516854,24,4
P62266,143,20.979020979021,17,3
A6NKH3,93,8.60215053763441,13,2
A8MUN3,132,4.54545454545455,28,1
Q9UNQ2,313,17.5718849840256,12,4
P57740,925,1.62162162162162,2,2
Q9Y265,456,24.780701754386,12,6
Q6DRA6,164,20.1219512195122,101,8
Q4KMP7,808,6.18811881188119,7,4
P41091,472,7.41525423728813,3,3
P63173,70,18.5714285714286,2,1
P22626,353,7.64872521246459,2,2
D6REC4,459,1.96078431372549,1,1
Q9BWU1,502,1.39442231075697,9,1
Q7Z570,1209,0.661703887510339,6,2
Q6ZR08,3092,0.74385510996119,12,3
Q15691,268,4.85074626865672,6,1
P61353,136,93.3823529411765,82,12
Q9BWG6,230,4.78260869565217,2,1
Q9Y3A5,250,6.8,6,2
P45973,191,20.4188481675393,21,4
Q494R4,210,2.85714285714286,9,1
Q6NZ67,158,10.126582278481,2,1
Q9HBE1,687,1.89228529839884,2,2
P62424,266,47.7443609022556,98,15
Q8WWY3,499,3.60721442885772,6,2
P84090,104,47.1153846153846,9,4
O75817,140,10.7142857142857,4,2
Q9P258,522,7.08812260536398,7,3
CON_007032682,284,14.4366197183099,4,4
CON_002203273,644,5.59006211180124,5,4
Q9NRP2,79,24.0506329113924,5,2
Q15637,639,7.35524256651017,19,4
Q15019,361,3.04709141274238,1,1
Q15413,4870,0.328542094455852,12,2
Q9NY65,449,10.467706013363,11,3
Q00059,246,45.1219512195122,33,8
O15372,352,6.53409090909091,15,3
P62805,103,93.2038834951456,1071,26
Q96G25,268,5.22388059701492,3,1
P42696,430,26.046511627907,35,9
P61978,463,23.110151187905,61,9
O94776,668,12.4251497005988,13,7
Q15915,447,2.01342281879195,1,1
P37108,136,27.9411764705882,14,3
Q07666,443,8.12641083521445,11,4
Q14978,699,12.4463519313305,47,9
Q9NRD5,415,1.44578313253012,3,1
Q9NQZ2,479,15.2400835073069,5,5
P14678,240,25.4166666666667,50,6
Q2VIR3,472,7.41525423728813,3,3
Q96NU1,681,1.3215859030837,2,1
Q92794,2004,0.29940119760479,1,1
Q6DD87,383,11.7493472584856,5,2
Q8IXM2,172,6.3953488372093,1,1
Q4G0X9,1142,0.525394045534151,9,1
P18621,184,14.1304347826087,32,3
Q9NZZ3,219,4.5662100456621,1,1
P23246,707,32.6732673267327,84,21
Q8TDU9,374,2.13903743315508,5,1
Q9NYK5,338,1.77514792899408,1,1
Q14669,1992,3.91566265060241,11,6
Q9P015,296,2.02702702702703,6,1
Q9Y5L4,95,10.5263157894737,1,1
P0DMR1,293,13.6518771331058,18,3
Q92743,480,1.25,1,1
P62910,135,84.4444444444444,79,9
CON_IPI0030695910,469,1.91897654584222,4,1
Q9UMY1,257,28.7937743190661,50,10
P09493,284,11.6197183098592,3,3
P12956,609,14.4499178981938,17,7
Q5C9Z4,860,3.02325581395349,2,2
P62937,165,10.9090909090909,1,1
P46778,160,56.875,85,10
P35268,128,48.4375,43,4
CON_009065291,378,23.5449735449735,27,5
P62310,102,11.7647058823529,2,1
Q8IXQ4,340,21.1764705882353,18,6
Q9BRQ8,373,1.60857908847185,2,1
Q9Y262,564,5.14184397163121,9,3
P35269,517,13.5396518375242,23,5
P62807,126,76.984126984127,216,17
P25705,553,6.14828209764919,4,3
Q9NRG0,131,6.10687022900763,1,1
P68431,136,94.8529411764706,974,24
Q9NW13,759,3.55731225296443,10,3
Q9H910,190,65.2631578947368,18,6
P16402,221,43.4389140271493,205,17
O60683,326,1.84049079754601,3,1
Q92901,407,5.65110565110565,26,3
Q9BTM1,129,74.4186046511628,484,16
P53567,150,16.0,13,3
Q9UBU8,362,7.73480662983425,4,2
Q9UG63,623,11.2359550561798,13,5
Q8IYW2,2715,1.17863720073665,5,3
Q6S8J3,1075,2.51162790697674,13,3
CON_007130002,536,1.86567164179104,1,1
Q8WUR7,153,8.49673202614379,1,1
O75367,372,12.9032258064516,30,6
P08107,641,29.4851794071763,107,14
Q8N0T1,100,19.0,7,2
Q86V81,257,46.3035019455253,70,9
Q09161,790,3.16455696202532,2,2
Q8WUD4,166,37.3493975903614,27,6
P62736,377,23.6074270557029,27,5
P30626,198,6.06060606060606,3,1
Q9UI15,199,7.03517587939699,5,1
O60869,148,85.1351351351351,96,11
O75569,313,5.75079872204473,3,3
Q9H7B2,306,20.5882352941176,37,6
P10412,219,51.1415525114155,303,23
P31689,397,3.77833753148615,1,1
P35579,1960,3.87755102040816,10,7
P78371,535,2.80373831775701,5,1
P62158,149,21.4765100671141,9,3
P46777,297,37.7104377104377,61,9
Q8WWM7,1075,3.44186046511628,4,2
CON_IPI004063773,457,1.96936542669584,4,1
P37198,522,2.10727969348659,2,1
P16403,213,46.0093896713615,222,19
Q9BYJ9,559,2.32558139534884,2,1
P62701,263,46.0076045627376,62,11
CON_006907833,779,1.41206675224647,1,1
Q9NX24,153,12.4183006535948,10,1
Q5U623,682,3.37243401759531,2,2
P62263,151,45.6953642384106,68,8
Q96B01,352,15.625,15,4
Q9BQ39,737,2.71370420624152,4,2
P68133,377,17.7718832891247,26,4
Q96EU6,259,45.1737451737452,46,11
Q9NUD5,404,5.44554455445545,8,2
A8CG34,1229,1.38323840520749,1,1
P40227,531,3.2015065913371,6,2
Q96A72,148,19.5945945945946,6,2
P62851,125,42.4,34,6
Q9H4F8,434,2.76497695852535,3,1
Q16594,264,8.33333333333333,4,2
P83731,157,32.484076433121,68,8
Q9HC36,420,2.85714285714286,4,1
