Acoe_PIA60918.1	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Acoe_PIA60922.1	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Acoe_PIA60922.1	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	PHD	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Acoe_PIA60922.1	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Adig_XP_015752940.1	PHD.HG9.1:NA		PHD	ALS2CR8 MULE PHD
Adig_XP_015756191.1	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Adig_XP_015756191.1	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	PHD	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Adig_XP_015756191.1	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Adig_XP_015759311.1	PHD.HG9.1:NA		PHD	ALS2CR8 MULE SWIM Peptidase_C48 PHD
Adig_XP_015762141.1	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo
Andgod_ANDGO_00045.mRNA.1	Chromo.HG3.3:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo
Andgod_ANDGO_01498.mRNA.1	Chromo.HG3.3:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo
Andgod_ANDGO_02858.mRNA.1	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 rve Chromo
Andgod_ANDGO_04722.mRNA.1	Chromo.HG3.3:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo
Apla_XP_022090421.1	PHD.HG9.0:NA		PHD	HTH_Tnp_Tc5 PHD
Apla_XP_022090455.1	PHD.HG9.0:NA		PHD	HTH_Tnp_Tc5 DDE_1 PHD
Apla_XP_022104216.1	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Apla_XP_022104216.1	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	PHD	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Apla_XP_022104216.1	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Apla_XP_022111688.1	PHD.HG9.1:NA		PHD	Integrase_H2C2 rve PHD TatD_DNase
Aque_Aqu2.1.23472_001	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Aque_Aqu2.1.23472_001	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Atha_AT2G25170.3	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Atha_AT2G25170.3	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	PHD	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Atha_AT2G25170.3	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Atha_AT4G31900.1	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Atha_AT4G31900.1	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Atha_AT5G44800.1	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo SNF2_N Helicase_C DUF1087
Atha_AT5G44800.1	PHD.HG3.11:like:AC006064.6/CHD3/CHD4/CHD5:likeclu:4		PHD	PHD Chromo SNF2_N Helicase_C DUF1087
Atha_AT5G44800.1	SNF2_N.HG4.1:like:CHD1/CHD2:likeclu:6		SNF2_N	PHD Chromo SNF2_N Helicase_C DUF1087
Atri_ERM93773	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo Chromo SNF2_N Helicase_C DUF1087
Atri_ERM93773	PHD.HG3.11:like:AC006064.6/CHD3/CHD4/CHD5:likeclu:4		PHD	PHD Chromo Chromo SNF2_N Helicase_C DUF1087
Atri_ERM93773	SNF2_N.HG4.1:like:CHD1/CHD2:likeclu:6		SNF2_N	PHD Chromo Chromo SNF2_N Helicase_C DUF1087
Atri_ERN02848	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Atri_ERN02848	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	PHD	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Atri_ERN02848	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Auraur_scaffold10.g229.t1	Acetyltransf_1.HG30.0:NA		Acetyltransf_1	MarR_2 Acetyltransf_1
Auraur_scaffold1257.g13.t1	Chromo.HG3.0:NA		Chromo	rve Chromo
Auraur_scaffold1329.g6.t1	PHD.HG11.0:like:PYGO1/PYGO2:likeclu:2		PHD	PHD Exo_endo_phos RVT_1
Auraur_scaffold1520.g2.t1	PHD.HG11.0:like:PYGO1/PYGO2:likeclu:2		PHD	PHD Exo_endo_phos_2 RVT_1
Auraur_scaffold1574.g2.t1	PHD.HG9.1:NA		PHD	ALS2CR8 MULE Peptidase_C48 PHD
Auraur_scaffold1885.g5.t1	PHD.HG11.0:like:PYGO1/PYGO2:likeclu:2		PHD	PHD Exo_endo_phos RVT_1
Auraur_scaffold72.g1.t1	TUDOR.HG1.4:like:AKAP1/RNF17/SND1/STK31/TDRD1/TDRD3/TDRD5/TDRD7/TDRD9/TDRD10/TDRKH:likeclu:17/18/25/26/27/34/40/43/47/51/56		TUDOR	TUDOR RVT_1
Auraur_scaffold806.g9.t1	PHD.HG9.1:NA		PHD	MULE PHD
Auraur_scaffold921.g6.t1	Chromo.HG2.1:NA		Chromo	rve Chromo
Azfi_s0007.g010662	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	Chromo	PWWP PHD Chromo SNF2_N Helicase_C DUF1087
Azfi_s0007.g010662	PHD.HG3.11:like:AC006064.6/CHD3/CHD4/CHD5:likeclu:4		PHD	PWWP PHD Chromo SNF2_N Helicase_C DUF1087
Azfi_s0007.g010662	PWWP.HG1.1:like:AC098650.1/BRD1/BRPF1/BRPF3/DNMT3A/DNMT3B/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/NSD1/NSD2/NSD3/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11:likeclu:2/3/8/14/17/18/22		PWWP	PWWP PHD Chromo SNF2_N Helicase_C DUF1087
Azfi_s0007.g010662	SNF2_N.HG4.1:like:CHD1/CHD2:likeclu:6		SNF2_N	PWWP PHD Chromo SNF2_N Helicase_C DUF1087
Azfi_s0129.g048917	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Azfi_s0129.g048917	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	PHD	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Azfi_s0129.g048917	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Bdis_KQK08249	PHD.HG4.3:like:BAZ1A/BAZ1B/BAZ2A/BAZ2B/SP140L/TRIM24/TRIM28/TRIM33/TRIM66:likeclu:5/8		PHD	zf-BED PHD
Bdis_KQK16131	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo SNF2_N Helicase_C DUF1087
Bdis_KQK16131	PHD.HG3.11:like:AC006064.6/CHD3/CHD4/CHD5:likeclu:4		PHD	PHD Chromo SNF2_N Helicase_C DUF1087
Bdis_KQK16131	SNF2_N.HG4.1:like:CHD1/CHD2:likeclu:6		SNF2_N	PHD Chromo SNF2_N Helicase_C DUF1087
Bdis_KQK19283	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Bdis_KQK19283	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Bralan_BL01168_cuf0	Chromo.HG3.0:NA		Chromo	rve Chromo
Bralan_BL03346_cuf0	zf-CW.HG1.3:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18		zf-CW	rve zf-CW
Bralan_BL19600_cuf1	zf-CW.HG1.3:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18		zf-CW	rve zf-CW
Bralan_BL23301_evm0	zf-CW.HG1.3:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18		zf-CW	Asp_protease RVT_1 RT_RNaseH Integrase_H2C2 rve zf-CW
Bralan_BL28866_evm0	PHD.HG9.0:NA		PHD	MULE PHD
Bralan_BL73523_cuf0	zf-CW.HG1.3:like:AC098650.1/KDM1B/MORC1/MORC2/MORC3/MORC4/ZCWPW1/ZCWPW2:likeclu:14/16/17/18		zf-CW	Integrase_H2C2 rve zf-CW
Bremin_symbB.v1.2.004342.t1	CupinJmjC.HG1.5:like:KDM8:likeclu:45		CupinJmjC	DNA_methylase RVT_1 RNase_H Cupin_8
Bremin_symbB.v1.2.019811.t1	SNF2_N.HG1.17:like:HLTF/TTF2:likeclu:18/26		SNF2_N	rve RVT_2 SNF2_N zf-RING_2 Helicase_C
Bremin_symbB.v1.2.030677.t3	SET.HG1.50:like:SMYD1/SMYD2/SMYD3/SMYD4/SMYD5:likeclu:4/19/71		SET	UBA SET RVT_2 Band_7
Caulen_g2591.t1	Chromo.HG2.1:NA		Chromo	Retrotrans_gag RT_RNaseH_2 Integrase_H2C2 Chromo
Cavfas_EGG14714	Chromo.HG2.1:NA		Chromo	Retrotrans_gag RVT_1 RT_RNaseH_2
Cavfas_EGG14977	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 rve Chromo
Cavfas_EGG16520	Chromo.HG2.1:NA		Chromo	Retrotrans_gag RVT_1 RT_RNaseH_2
Cavfas_EGG22119	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 rve Chromo
Cavfas_EGG24134	Chromo.HG2.1:NA		Chromo	Retrotrans_gag RVT_1 RT_RNaseH_2
Cgig_EKC37026	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Cgig_EKC37026	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	PHD	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Cgig_EKC37026	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	CHDNT PHD PHD Chromo SNF2_N Helicase_C DUF1087 DUF1086 CHDCT2
Chabra_GBG41103	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG43817	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG44859	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo Integrase_H2C2 Chromo
Chabra_GBG58667	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG59012	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo Dimer_Tnp_hAT
Chabra_GBG59472	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG59590	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG59636	Chromo.HG2.1:NA		Chromo	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG60019	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG60020	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG60117	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG60168	Chromo.HG2.1:NA		Chromo	Chromo DDE_Tnp_4
Chabra_GBG60306	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG60413	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG60453	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG60635	Chromo.HG2.1:NA		Chromo	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG60871	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG61131	Chromo.HG2.1:NA		Chromo	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG61141	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 Chromo
Chabra_GBG61764	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 Chromo
Chabra_GBG61900	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG62107	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG62181	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG62411	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG62505	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG62580	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG62710	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG63627	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG63680	Chromo.HG2.1:NA		Chromo	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG63939	Chromo.HG2.1:NA		Chromo	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG63947	Chromo.HG2.1:NA		Chromo	RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG63965	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo RVP_2 RT_RNaseH_2 Integrase_H2C2 DDE_Tnp_4
Chabra_GBG63975	NAP.HG1.5:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0		NAP	NAP RT_RNaseH Integrase_H2C2 rve
Chabra_GBG63978	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG63981	NAP.HG1.5:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0		NAP	NAP RT_RNaseH Integrase_H2C2
Chabra_GBG63987	NAP.HG1.1:like:NAP1L1/NAP1L2/NAP1L3/NAP1L4/NAP1L5:likeclu:0		NAP	NAP RT_RNaseH_2 Integrase_H2C2
Chabra_GBG64223	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 Chromo
Chabra_GBG64355	SIR2.HG3.1:SIRT6	SIRT6	SIR2	SIR2 RT_RNaseH_2 Integrase_H2C2
Chabra_GBG64417	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH rve Chromo
Chabra_GBG64484	Histone.HG10.0:NA		Histone	Histone RVT_1
Chabra_GBG64587	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG64694	Histone.HG10.0:NA		Histone	Histone Peptidase_C48 Integrase_H2C2
Chabra_GBG64935	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG64943	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG65087	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG65481	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG65588	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG65694	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 Chromo
Chabra_GBG65696	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG65726	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG65742	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG65783	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG65886	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG66326	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG66465	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG66639	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG66927	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo DUF702
Chabra_GBG67760	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG68149	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG68433	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG68489	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG68587	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG68681	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG68974	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 Chromo
Chabra_GBG69036	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG69312	Chromo.HG2.1:NA		Chromo	RVT_1 RVT_1 Chromo
Chabra_GBG69397	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG69525	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG69971	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG70122	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG70257	Chromo.HG2.1:NA		Chromo	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG70548	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG70872	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG70955	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG71123	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Chromo
Chabra_GBG71240	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG71259	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG71415	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 Chromo
Chabra_GBG72047	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	Chromo	PWWP PHD PHD Chromo SNF2_N Helicase_C DUF1087
Chabra_GBG72047	PHD.HG3.11:like:AC006064.6/CHD3/CHD4/CHD5:likeclu:4		PHD	PWWP PHD PHD Chromo SNF2_N Helicase_C DUF1087
Chabra_GBG72047	PWWP.HG1.1:like:AC098650.1/BRD1/BRPF1/BRPF3/DNMT3A/DNMT3B/GLYR1/HDGFL1/HDGFL2/HDGFL3/MBD5/MSH6/NSD1/NSD2/NSD3/PSIP1/PWWP2A/PWWP2B/PWWP3B/ZCWPW1/ZCWPW2/ZMYND8/ZMYND11:likeclu:2/3/8/14/17/18/22		PWWP	PWWP PHD PHD Chromo SNF2_N Helicase_C DUF1087
Chabra_GBG72047	SNF2_N.HG4.1:like:CHD1/CHD2:likeclu:6		SNF2_N	PWWP PHD PHD Chromo SNF2_N Helicase_C DUF1087
Chabra_GBG72069	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG72070	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG72087	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 rve Chromo
Chabra_GBG72279	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG72328	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG72348	PHD.HG23.1:NA		PHD	AAA_34 PHD Helicase_C_4 RT_RNaseH_2 Integrase_H2C2 rve
Chabra_GBG72505	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG72519	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG72775	Kelch.HG0.14:KLHDC3	KLHDC3	Kelch	Kelch_1 Kelch_6 Kelch_1 RVT_1 RT_RNaseH Integrase_H2C2 Kelch_4 Kelch_1 BTB
Chabra_GBG73229	SWIRM.HG2.1:TADA2A	TADA2A	SWIRM	RVT_1 RT_RNaseH_2 RT_RNaseH_2
Chabra_GBG73474	Chromo.HG4.2:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	Chromo	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Chabra_GBG73474	PHD.HG3.4:AC006064.6/CHD3/CHD4/CHD5	islike:AC006064.6/CHD3/CHD4/CHD5	PHD	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Chabra_GBG73474	SNF2_N.HG4.0:AC006064.6/CHD3/CHD4/CHD5	AC006064.6/CHD3/CHD4/CHD5	SNF2_N	PHD Chromo Chromo SNF2_N Helicase_C DUF1087 DUF1086
Chabra_GBG73982	Dpy-30.HG1.6:like:NME5:likeclu:7		Dpy-30	Dpy-30 Integrase_H2C2 rve
Chabra_GBG74089	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Chromo
Chabra_GBG74134	Chromo.HG2.1:NA		Chromo	Integrase_H2C2 Chromo
Chabra_GBG74160	Chromo.HG2.1:NA		Chromo	RT_RNaseH Integrase_H2C2 Chromo
Chabra_GBG74600	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG74892	Chromo.HG2.1:NA		Chromo	RVT_1 Chromo
Chabra_GBG74902	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH_2 Integrase_H2C2 Chromo
Chabra_GBG75101	Chromo.HG2.1:NA		Chromo	RVT_1 Integrase_H2C2 Chromo
Chabra_GBG75344	Chromo.HG2.1:NA		Chromo	RVT_1 RT_RNaseH Integrase_H2C2 Chromo
