model	K9me1
num_obs	20
anova_test	Chisq
p	0.596076
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K9me2	Intercept	-76.6982066256658	-1719742.47894101	1719589.08252776	-8.74156620136496e-05	0.999930252392996
K9me2	SUV420	-7.61409977515973e-08	-1197421.66144224	1197421.66144209	-1.24629124514367e-13	0.999999999999901
K9me2	SMYD3	51.1321378983092	-1079290.24083649	1079392.50511228	9.28502800342484e-05	0.999925916195201
K9me2	SMYD4	-2.29697449712677e-08	-733268.075026424	733268.075026378	-6.13961993042363e-14	0.999999999999951
K9me2	SMYD5	-51.1321380492137	-1304910.83621381	1304808.57193771	-7.68030070328314e-05	0.999938720066526
K9me2	SETMAR	51.1321381917862	-4470278.1765998	4470380.44087618	2.24182923420284e-05	0.999982112790662
K9me2	SETD1A	51.1321403782321	-2158631.07573593	2158733.34001669	4.6425153840673e-05	0.999962958086531
K9me2	SETD1B	-51.1321380741178	-3333532.01284454	3333429.74856839	-3.00638139723067e-05	0.999976012546996
K9me2	SETD2	-2.25262773537688e-06	-733268.017419531	733268.017415026	-6.02108523356234e-12	0.999999999995196
K9me2	SETD3	51.1321379251733	-1036946.34930527	1037048.61358112	9.66416510929242e-05	0.999922891118783
K9me2	SETD4	-4.66883006114056e-08	-946644.779051543	946644.77905145	-9.66649684472156e-14	0.999999999999923
K9me2	SETD5	-2.37185752595879e-08	-733268.008570061	733268.008570013	-6.33977655237564e-14	0.999999999999949
K9me2	SETD7	2.53524451462209e-06	-1639637.05509905	1639637.05510412	3.03054137816749e-12	0.999999999997582
K9me2	SETD6	2.32193066486393e-08	-598710.780405958	598710.780406004	7.60116675140963e-14	0.999999999999939
K9me2	SETD8	7.63906421563279e-08	-898066.159487233	898066.159487386	1.6671701277305e-13	0.999999999999867
K9me2	NSD3	-102.264278382196	-3196343.19133649	3196138.66277973	-6.27093849018969e-05	0.999949965150002
K9me2	SUV39	51.1321355424462	-423301.27095029	423403.535221375	0.000236722747728201	0.999811122576161
K9me2	MLL1.MLL2	51.1321380257447	-1120034.17864575	1120136.4429218	8.94727821337683e-05	0.999928611048619
K9me2	Kmt2_Dpy30	51.1321404014513	-2824061.77286974	2824164.03715054	3.5486241878467e-05	0.99997168607549
K9me2	DOT1	-102.264276113315	-5773860.11783703	5773655.5892848	-3.47147045599671e-05	0.999972301673204

model	K9me3
num_obs	20
anova_test	Chisq
p	0.1330602
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K9me3	Intercept	-1.49980479565703e-06	-1719666.04845641	1719666.04845341	-1.70938036833918e-12	0.999999999998636
K9me3	SUV420	-7.01427024434489e-07	-1197421.7269901	1197421.7269887	-1.14810987197568e-12	0.999999999999084
K9me3	SMYD3	76.6982063134054	-1079264.69304989	1079418.08946251	0.000139275416722543	0.999888874295657
K9me3	SMYD4	-25.5660684384512	-733293.668052033	733242.535915156	-6.83359513799929e-05	0.999945475799489
K9me3	SMYD5	-25.566069653302	-1304885.74681431	1304834.614675	-3.84014904325752e-05	0.99996936004368
K9me3	SETMAR	127.830344501068	-4470201.70346588	4470457.36415488	5.60457276043104e-05	0.999955281979269
K9me3	SETD1A	51.1321380873816	-2158631.25966493	2158733.5239411	4.64251478051348e-05	0.999962958091347
K9me3	SETD1B	-51.1321428006345	-3333532.21177747	3333429.94749187	-3.00638149572416e-05	0.99997601254621
K9me3	SETD2	-51.1321367729415	-733318.956213655	733216.691940109	-0.000136671954280424	0.999890951558124
K9me3	SETD3	-9.94265813118078e-07	-1036997.59955673	1036997.59955475	-1.87919932081397e-12	0.999999999998501
K9me3	SETD4	-25.566067841033	-946670.420014454	946619.287878772	-5.29328100034845e-05	0.999957765728158
K9me3	SETD5	5.97418351069907e-07	-733268.056948798	733268.056949993	1.596849120459e-12	0.999999999998726
K9me3	SETD7	-51.1321358598973	-1639688.33978997	1639586.07551825	-6.11215360752836e-05	0.999951232070063
K9me3	SETD6	-4.97132831379366e-07	-598710.831550703	598710.831549709	-1.62743413629769e-12	0.999999999998701
K9me3	SETD8	-25.5660682341571	-898091.860773882	898040.728637414	-5.57960734754722e-05	0.999955481174444
K9me3	NSD3	-51.132137797408	-3196292.41473794	3196190.15046235	-3.13546881085061e-05	0.999974982578454
K9me3	SUV39	25.5660694451704	-423326.870641391	423378.002780282	0.000118361372212934	0.999905561288736
K9me3	MLL1.MLL2	51.1321390860188	-1120034.40680542	1120136.67108359	8.94727657635219e-05	0.99992861106168
K9me3	Kmt2_Dpy30	102.264275464362	-2824010.89698326	2824215.42553419	7.09724736121754e-05	0.99994337215911
K9me3	DOT1	-255.660688088223	-5774013.76760023	5773502.44622405	-8.67867568465958e-05	0.999930754186717

model	K14me1
num_obs	20
anova_test	Chisq
p	0.3936101
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K14me1	Intercept	63.9151710512935	-1719601.94982988	1719729.78017199	7.2846380146171e-05	0.999941876998022
K14me1	SUV420	38.3491017518786	-1197383.24669111	1197459.94489461	6.2770588518888e-05	0.999949916316581
K14me1	SMYD3	12.7830338648717	-1079328.45519948	1079354.02126721	2.32125717991772e-05	0.999981479047347
K14me1	SMYD4	-12.7830338648717	-733280.760951894	733255.194884164	-3.41679805239023e-05	0.999972737895871
K14me1	SMYD5	12.783033969714	-1304847.19959921	1304872.76566715	1.92007468442955e-05	0.999984680020538
K14me1	SETMAR	-38.3491020077923	-4470367.9954351	4470291.29723108	-1.68137172694591e-05	0.999986584594582
K14me1	SETD1A	-51.1321379802083	-2158733.77546361	2158631.51118765	-4.64251422985215e-05	0.99996295809574
K14me1	SETD1B	102.264273544538	-3333378.44046276	3333582.96900985	6.01276295877953e-05	0.999952025092703
K14me1	SETD2	-25.5660677297437	-733293.545567724	733242.413432265	-6.8335960900376e-05	0.999945475791892
K14me1	SETD3	-25.5660678345858	-1037023.08603915	1036971.95390348	-4.83208216192089e-05	0.99996144556248
K14me1	SETD4	5.2421158436756e-08	-946644.924971442	946644.924971546	1.08534446077555e-13	0.999999999999913
K14me1	SETD5	12.7830339172928	-733255.194884117	733280.760951952	3.41679806640192e-05	0.99997273789576
K14me1	SETD7	-63.9151695864645	-1639700.96423464	1639573.13389547	-7.64019271988713e-05	0.999939040081932
K14me1	SETD6	-12.783033917293	-598723.580123062	598698.014055228	-4.18470590690179e-05	0.999966610877664
K14me1	SETD8	-12.783033969714	-898079.05555121	898053.48948327	-2.78980371053969e-05	0.99997774058692
K14me1	NSD3	63.9151696913067	-3196177.25211068	3196305.08245006	3.91933599826945e-05	0.999968728223192
K14me1	SUV39	-12.7830338648719	-423365.248081871	423339.682014142	-5.9180678174305e-05	0.999952780650614
K14me1	MLL1.MLL2	-25.5660678345858	-1120110.90447538	1120059.77233971	-4.47363879017796e-05	0.999964305526799
K14me1	Kmt2_Dpy30	-63.9151718975014	-2824177.25976347	2824049.42941968	-4.43577929422326e-05	0.999964607601872
K14me1	DOT1	38.3491020602135	-5773719.7427182	5773796.44092232	1.30180131696119e-05	0.99998961312828

model	K14me3
num_obs	20
anova_test	Chisq
p	0.1065193
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K14me3	Intercept	115.047310479675	-1719551.05026411	1719781.14488507	0.0001311234694784	0.999895378608444
K14me3	SUV420	89.4812411809029	-1197332.33409177	1197511.29657413	0.000146464685844851	0.999883138088879
K14me3	SMYD3	-38.3491033526877	-1079379.70232323	1079303.00411653	-6.96377111712129e-05	0.999944437145452
K14me3	SMYD4	38.3491033526878	-733229.798070207	733306.496276913	0.000102503922610567	0.99991821370287
K14me3	SMYD5	115.047310065574	-1304744.99835947	1304975.0929796	0.000172806719766668	0.999862120186981
K14me3	SETMAR	-345.141927784751	-4470675.24520551	4469984.96134994	-0.000151323444216533	0.999879261360633
K14me3	SETD1A	-204.528551191991	-2158887.32741914	2158478.27031675	-0.000185700555151819	0.999851832394963
K14me3	SETD1B	204.528548880589	-3333276.7017553	3333685.75885306	0.000120255241269085	0.999904050199867
K14me3	SETD2	25.5660688323425	-733242.481122575	733293.61326024	6.83359575391171e-05	0.999945475794574
K14me3	SETD3	-76.698206709131	-1037074.33774523	1036920.94133181	-0.000144962454201537	0.999884336696302
K14me3	SETD4	51.1321378223022	-946593.827372435	946696.091648079	0.000105865612632742	0.999915531462318
K14me3	SETD5	12.7830344696147	-733255.310401777	733280.876470716	3.41679767575448e-05	0.999972737898877
K14me3	SETD7	-115.047312328851	-1639752.18886774	1639522.09424308	-0.000137523469655471	0.99989027214716
K14me3	SETD6	-12.7830344658593	-598723.659227033	598698.093158102	-4.18470553358716e-05	0.999966610880642
K14me3	SETD8	-63.9151722940746	-898130.243135107	898002.412790519	-0.000139490182252157	0.999888702937558
K14me3	NSD3	268.443725747113	-3195972.98818604	3196509.87563753	0.000164612106296797	0.999868658542458
K14me3	SUV39	38.3491033564429	-423314.145255896	423390.843462609	0.000177542030387212	0.999858341955805
K14me3	MLL1.MLL2	-76.6982067091309	-1120162.14731201	1120008.7508986	-0.000134209156050354	0.99989291658679
K14me3	Kmt2_Dpy30	-217.31158565785	-2824330.85451132	2823896.23134001	-0.000150816486249147	0.999879665854563
K14me3	DOT1	396.274065603299	-5773362.46388388	5774155.01201509	0.00013451945809318	0.999892669001584

model	K18me1
num_obs	20
anova_test	Chisq
p	0.2603924
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K18me1	Intercept	-25.5660685969223	-1719691.45047288	1719640.31833569	-2.9138551930747e-05	0.999976750799294
K18me1	SUV420	-25.5660678581999	-1197447.1970019	1197396.06486619	-4.18470578231427e-05	0.999966610878658
K18me1	SMYD3	51.1321378517491	-1079290.14825537	1079392.41253108	9.28502879139898e-05	0.999925916188914
K18me1	SMYD4	-51.132137851749	-733319.172113507	733216.907837803	-0.000136671916923166	0.999890951587931
K18me1	SMYD5	-2.44639999724374e-08	-1304859.93574953	1304859.93574948	-3.67461346234258e-14	0.999999999999971
K18me1	SETMAR	153.396409181739	-4470176.09256696	4470482.88538532	6.72548719496818e-05	0.999946338376073
K18me1	SETD1A	51.132137876213	-2158631.37803309	2158733.64230884	4.64251450677555e-05	0.999962958093531
K18me1	SETD1B	-102.264273639448	-3333583.10061953	3333378.57207225	-6.0127627269692e-05	0.999952025094553
K18me1	SETD2	-51.1321378272851	-733319.157204687	733216.892929033	-0.000136671919636587	0.999890951585766
K18me1	SETD3	4.89278471381341e-08	-1036997.55219191	1036997.55219201	9.24754528389398e-14	0.999999999999926
K18me1	SETD4	-25.5660677848082	-946670.419349563	946619.287213993	-5.29328099242498e-05	0.999957765728221
K18me1	SETD5	76.6982056365572	-733191.296629906	733344.693041179	0.000205007884955096	0.999836427374897
K18me1	SETD7	-25.5660699690853	-1639662.65433552	1639611.52219558	-3.05607727004054e-05	0.9999756160313
K18me1	SETD6	25.566067809272	-598685.18968815	598736.321823768	8.36941238331567e-05	0.999933221750842
K18me1	SETD8	2.44637655512522e-08	-898066.204396795	898066.204396844	5.33903838847717e-14	0.999999999999957
K18me1	NSD3	-25.5660679071278	-3196266.63605302	3196215.50391721	-1.56773444890717e-05	0.999987491288878
K18me1	SUV39	2.44639813623156e-08	-423352.484779014	423352.484779063	1.13259102314289e-13	0.99999999999991
K18me1	MLL1.MLL2	4.89279961422587e-08	-1120085.36823803	1120085.36823813	8.56158941040272e-14	0.999999999999932
K18me1	Kmt2_Dpy30	76.6982056854851	-2824036.51123653	2824189.90764791	5.32293536674779e-05	0.999957529120547
K18me1	DOT1	-230.09461484276	-5773988.04651914	5773527.85728945	-7.81080817528353e-05	0.999937678767559

model	K23me1
num_obs	20
anova_test	Chisq
p	0.1800073
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K23me1	Intercept	-25.5660684983353	-1719691.46658871	1719640.33445172	-2.91385515453106e-05	0.999976750799601
K23me1	SUV420	-2.96845521678788e-08	-1197421.64104932	1197421.64104926	-4.85882759687385e-14	0.999999999999961
K23me1	SMYD3	51.132137747825	-1079290.17415385	1079392.43842934	9.28502854973694e-05	0.999925916190842
K23me1	SMYD4	2.60200177099782e-08	-733267.989275729	733267.989275781	6.9549330305585e-14	0.999999999999944
K23me1	SMYD5	7.72349289135984e-08	-1304860.01414579	1304860.01414595	1.16010665801766e-13	0.999999999999907
K23me1	SETMAR	2.09003414700149e-06	-4470329.44818456	4470329.44818874	9.16351177706486e-13	0.999999999999269
K23me1	SETD1A	-1.03254927479097e-07	-2158682.54037896	2158682.54037875	-9.37497456433808e-14	0.999999999999925
K23me1	SETD1B	-2.21143587800851e-06	-3333480.65513303	3333480.65512861	-1.30024293626696e-12	0.999999999998963
K23me1	SETD2	5.2039874241488e-08	-733268.024930835	733268.02493094	1.39098223030963e-13	0.999999999999889
K23me1	SETD3	-51.1321378250601	-1037048.68423364	1036946.41995799	-9.66416443193268e-05	0.999922891124187
K23me1	SETD4	4.83751729340632e-08	-946644.925245016	946644.925245113	1.0015750802458e-13	0.99999999999992
K23me1	SETD5	51.1321378027048	-733216.879542011	733319.143817616	0.000136671922066063	0.999890951583828
K23me1	SETD7	-51.1321377953755	-1639688.25015726	1639585.98588167	-6.11215417302387e-05	0.999951232065551
K23me1	SETD6	-2.23552498407801e-08	-598710.838438722	598710.838438677	-7.3183048878127e-14	0.999999999999942
K23me1	SETD8	2.60198493383065e-08	-898066.204369031	898066.204369083	5.67864232482371e-14	0.999999999999955
K23me1	NSD3	51.1321378986304	-3196189.97352492	3196292.23780072	3.13546899063075e-05	0.999974982577019
K23me1	SUV39	2.60199354557668e-08	-423352.484720135	423352.484720187	1.20462589010361e-13	0.999999999999904
K23me1	MLL1.MLL2	-5.12149731088552e-08	-1120085.42629628	1120085.42629618	-8.96177205826764e-14	0.999999999999929
K23me1	Kmt2_Dpy30	-1.25610174889504e-07	-2824113.25007528	2824113.25007503	-8.71747685290783e-14	0.999999999999931
K23me1	DOT1	-51.132139815504	-5773809.06486927	5773706.80058963	-1.73573526390425e-05	0.999986150836314

model	K23me3
num_obs	20
anova_test	Chisq
p	0.2603924
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K23me3	Intercept	51.1321382618972	-1719614.77618458	1719717.0404611	5.82771042682243e-05	0.999953501598282
K23me3	SUV420	51.1321378497464	-1197370.51258577	1197472.77686147	8.36941181743645e-05	0.999933221755357
K23me3	SMYD3	-25.5660689119378	-1079366.81200599	1079315.67986817	-4.64251454137317e-05	0.999962958093255
K23me3	SMYD4	25.5660689119377	-733242.42318874	733293.555326564	6.83359631509294e-05	0.999945475790097
K23me3	SMYD5	76.6982067358135	-1304783.29086261	1304936.68727608	0.000115204484879805	0.999908080120382
K23me3	SETMAR	-230.094620203271	-4470559.72315095	4470099.53391054	-0.000100882307594632	0.999919507564449
K23me3	SETD1A	-153.396413521241	-2158836.03958274	2158529.24675569	-0.000139275426524879	0.999888874287836
K23me3	SETD1B	153.396413519171	-3333327.34802594	3333634.14085298	9.01914451903469e-05	0.999928037638464
K23me3	SETD2	51.1321378238759	-733216.892720686	733319.156996334	0.000136671919666309	0.999890951585742
K23me3	SETD3	-51.1321378238757	-1037048.68418242	1036946.41990678	-9.66416443218609e-05	0.999922891124185
K23me3	SETD4	25.5660689356815	-946619.376206942	946670.508344814	5.29328073308409e-05	0.99995776573029
K23me3	SETD5	2.37437501817957e-08	-733268.011540654	733268.011540702	6.34650557256095e-14	0.999999999999949
K23me3	SETD7	-102.264275673622	-1639739.39046957	1639534.86191822	-0.000122243082950095	0.999902464131692
K23me3	SETD6	-2.3743627785109e-08	-598710.83826834	598710.838268292	-7.7728099019785e-14	0.999999999999938
K23me3	SETD8	-25.5660689615521	-898091.811655897	898040.679517974	-5.57960781146616e-05	0.999955481170742
K23me3	NSD3	204.528551321374	-3196036.63770057	3196445.69480321	0.000125418757080251	0.999899930310353
K23me3	SUV39	25.5660689119381	-423326.918619894	423378.050757718	0.000118361356330532	0.999905561301409
K23me3	MLL1.MLL2	-51.1321378238754	-1120136.50023945	1120034.2359638	-8.9472777201962e-05	0.999928611052554
K23me3	Kmt2_Dpy30	-153.396413544985	-2824266.74961526	2823959.95678817	-0.000106458703424539	0.999915058244335
K23me3	DOT1	255.660689138953	-5773502.40893391	5774013.73031219	8.67867577637786e-05	0.999930754185985

model	K27me1
num_obs	20
anova_test	Chisq
p	0.1065193
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K27me1	Intercept	-38.3491080516853	-1719703.88849124	1719627.19027514	-4.37078425421594e-05	0.999965126187261
K27me1	SUV420	-63.9151739458958	-1197485.41894736	1197357.58859947	-0.000104617662706743	0.999916527182291
K27me1	SMYD3	12.7830372232636	-1079328.08419801	1079353.65027246	2.32125858764238e-05	0.999981479036115
K27me1	SMYD4	-12.7830350186873	-733280.578267717	733255.01219768	-3.41679921205194e-05	0.999972737886619
K27me1	SMYD5	12.7830305127358	-1304847.03839626	1304872.60445728	1.92007440238628e-05	0.999984680022788
K27me1	SETMAR	63.9151819154351	-4470264.54556232	4470392.37592615	2.80228747662812e-05	0.999977640980878
K27me1	SETD1A	6.80996501644711e-06	-2158682.11746267	2158682.11747629	6.18307163440092e-12	0.999999999995067
K27me1	SETD1B	-51.1321445951811	-3333530.76054228	3333428.49625309	-3.00638291007109e-05	0.999976012534926
K27me1	SETD2	25.5660677363385	-733242.405797328	733293.537932801	6.83359616295307e-05	0.999945475791311
K27me1	SETD3	25.566070036836	-1036971.9485026	1037023.08064267	4.83208260331057e-05	0.999961445558958
K27me1	SETD4	51.1321344175994	-946593.664608324	946695.928877159	0.000105865623786226	0.999915531453419
K27me1	SETD5	12.783033868708	-733255.012198834	733280.578266572	3.41679890467198e-05	0.999972737889071
K27me1	SETD7	89.4812439889244	-1639547.59093821	1639726.55342619	0.000106962704421363	0.999914656109723
K27me1	SETD6	-12.7830338681693	-598723.577785316	598698.01171758	-4.18470590715986e-05	0.999966610877661
K27me1	SETD8	38.3491050590392	-898027.801890414	898104.500100532	8.36941295156758e-05	0.999933221746308
K27me1	NSD3	-89.4812484939983	-3196330.25658773	3196151.29409074	-5.4870717404355e-05	0.999956219501765
K27me1	SUV39	-12.7830350181487	-423365.244777008	423339.678706972	-5.91806839756963e-05	0.999952780645986
K27me1	MLL1.MLL2	-25.5660655308845	-1120110.66272828	1120059.53059722	-4.47363935260108e-05	0.999964305522312
K27me1	Kmt2_Dpy30	-12.7830248460341	-2824125.37802003	2824099.81197034	-8.87155432687347e-06	0.999992921523772
K27me1	DOT1	-12.7830474934039	-5773769.2728676	5773743.70677261	-4.33934350087517e-06	0.999996537704817

model	K27me2
num_obs	20
anova_test	Chisq
p	0.1330602
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K27me2	Intercept	-115.047308648803	-1719781.25795043	1719551.16333313	-0.000131123458770388	0.999895378616988
K27me2	SUV420	-89.4812401660603	-1197511.25373317	1197332.29125284	-0.000146464689423778	0.999883138086024
K27me2	SMYD3	38.3491022453197	-1079303.16528312	1079379.86348761	6.96376987621685e-05	0.999944437155353
K27me2	SMYD4	-38.3491022376323	-733306.422308428	733229.724103953	-0.000102503929970054	0.999918213696999
K27me2	SMYD5	-63.9151711322097	-1304924.15541354	1304796.32507128	-9.60037171962361e-05	0.999923400116387
K27me2	SETMAR	242.877644550724	-4470087.05539276	4470572.81068186	0.000106486868553325	0.999915035771814
K27me2	SETD1A	102.264271160277	-2158580.45897525	2158784.98751757	9.28502768011924e-05	0.99992591619778
K27me2	SETD1B	-153.396411363983	-3333634.78834369	3333327.99552096	-9.01914264044589e-05	0.999928037653453
K27me2	SETD2	25.5660711927287	-733242.348318659	733293.480461044	6.83359762245022e-05	0.999945475779666
K27me2	SETD3	76.6982044653658	-1036920.83884592	1037074.23525485	0.00014496246428761	0.999884336688254
K27me2	SETD4	2.25230096228948e-06	-946644.922958297	946644.922962802	4.66323608922608e-12	0.999999999996279
K27me2	SETD5	-12.7830332824685	-733280.856239485	733255.29017292	-3.41679745270589e-05	0.999972737900656
K27me2	SETD7	115.047309052093	-1639522.23528008	1639752.32989819	0.000137523453909443	0.999890272159723
K27me2	SETD6	12.783033292368	-598698.02145129	598723.587517874	4.18470565063319e-05	0.999966610879708
K27me2	SETD8	63.9151712207957	-898002.36291898	898130.193261421	0.000139490187656159	0.999888702933247
K27me2	NSD3	-217.311580109882	-3196458.58019934	3196023.95703912	-0.000133257421653547	0.999893675960965
K27me2	SUV39	12.7830355497315	-423339.692471212	423365.258542312	5.91806845125409e-05	0.999952780645557
K27me2	MLL1.MLL2	25.5660689044769	-1120060.0811487	1120111.21328651	4.47363774399915e-05	0.999964305535146
K27me2	Kmt2_Dpy30	115.047304455931	-2823998.48218726	2824228.57679618	7.98440186264828e-05	0.999936293690333
K27me2	DOT1	-242.877642307664	-5774001.46307522	5773515.70779061	-8.24474083093881e-05	0.999934216485906

model	K27me3
num_obs	20
anova_test	Chisq
p	0.3936101
deviance_residual	3.15401e-10
df_residual	0
CI	0.95
variables	SUV420,SMYD3,SMYD4,SMYD5,SETMAR,SETD1A,SETD1B,SETD2,SETD3,SETD4,SETD5,SETD7,SETD6,SETD8,NSD3,SUV39,MLL1.MLL2,Kmt2_Dpy30,DOT1
call	glm(formula = mark ~ ., family = "binomial", data = data_min)
model	var	coef	coef_CIdo	coef_CIup	zscore	p
K27me3	Intercept	38.3490986585258	-1719627.44104859	1719704.1392459	4.37078254629047e-05	0.999965126200888
K27me3	SUV420	-12.7830360690319	-1197434.51074875	1197408.94467661	-2.09235307231628e-05	0.99998330543788
K27me3	SMYD3	-12.7830317073406	-1079353.64398013	1079328.07791672	-2.32125759953216e-05	0.999981479043998
