orthogroup	closest_group	closest_score	LECA_probability	is_probability
Acetyltransf_1.HG1.38:NAT8/NAT8L	bac	0.969014084507042	1	TRUE
Acetyltransf_1.HG1.39:like:NAT14:likeclu:23	eukoth	1	0.00511880394106146	TRUE
Acetyltransf_1.HG1.4:like:NAT14:likeclu:23	eukoth	0.533333333333333	0.942948438960796	TRUE
Acetyltransf_1.HG1.40:like:NAT14:likeclu:23	eukoth	0.588235294117647	0.104920715150269	TRUE
Acetyltransf_1.HG1.41:like:NAT14:likeclu:23	eukoth	1	0.00338348484166939	TRUE
Acetyltransf_1.HG1.42:like:NAT14:likeclu:23	eukoth	1	0.00221373893203958	TRUE
Acetyltransf_1.HG1.43:like:NAT14:likeclu:23	eukoth	1	0.433676431286842	TRUE
Acetyltransf_1.HG1.44:like:NAT14:likeclu:23	eukoth	1	0.06268942254959	TRUE
Acetyltransf_1.HG1.45:like:NAT14:likeclu:23	eukoth	1	0.0105625331827877	TRUE
Acetyltransf_1.HG1.46:like:NAT14:likeclu:23	eukoth	1	0.235726149922072	TRUE
Acetyltransf_1.HG1.47:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	bac	1	0.000279047108795893	TRUE
Acetyltransf_1.HG1.48:like:NAT14:likeclu:23	eukoth	1	0.000678587110093387	TRUE
Acetyltransf_1.HG1.49:like:NAT14:likeclu:23	eukoth	1	0.00258848984873006	TRUE
Acetyltransf_1.HG1.5:like:NAT14:likeclu:23	bac	0.743589743589744	0.83101387820212	TRUE
Acetyltransf_1.HG1.50:like:NAT14:likeclu:23	eukoth	1	0.00066309935648512	TRUE
Acetyltransf_1.HG1.51:like:NAT14:likeclu:23	eukoth	1	0.00134289779902363	TRUE
Acetyltransf_1.HG1.52:like:NAT8/NAT8L:likeclu:38	eukoth	1	0.00027860096498955	TRUE
Acetyltransf_1.HG1.6:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	bac	1	0.00331210187399522	TRUE
Acetyltransf_1.HG1.7:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	bac	0.666666666666667	0.996511956281125	TRUE
Acetyltransf_1.HG1.8:like:NAT14:likeclu:23	eukoth	0.714285714285714	0.000843435345447174	TRUE
Acetyltransf_1.HG1.9:like:NAA30/NAT8/NAT8L/NAT14:likeclu:14/23/38	bac	1	0.00413069204685657	TRUE
Acetyltransf_1.HG10.0:NAA40	eukoth	0.970820189274448	1	TRUE
Acetyltransf_1.HG10.1:like:NAA40:likeclu:0	eukoth	0.888888888888889	0.380901331428365	TRUE
Acetyltransf_1.HG10.2:like:NAA40:likeclu:0	eukoth	1	0.00148070532980094	TRUE
Acetyltransf_1.HG10.3:like:NAA40:likeclu:0	eukoth	1	0.559023599559176	TRUE
Acetyltransf_1.HG11.0:NA	bac	1	0.00280601218923415	TRUE
Acetyltransf_1.HG11.1:NA	bac	0.988273615635179	1	FALSE
Acetyltransf_1.HG12.0:NA	bac	0.900497512437811	0.999999996905108	TRUE
Acetyltransf_1.HG12.1:NA	bac	0.982456140350877	0.999957034144156	TRUE
Acetyltransf_1.HG12.2:NA	bac	0.990430622009569	1	TRUE
Acetyltransf_1.HG13.0:NA	bac	0.969465648854962	0.999995801305147	TRUE
Acetyltransf_1.HG13.1:NA	bac	0.909090909090909	0.99994969350957	TRUE
Acetyltransf_1.HG13.2:NA	bac	1	0.650078319943205	TRUE
Acetyltransf_1.HG13.3:NA	bac	0.815642458100559	0.121318291363742	TRUE
Acetyltransf_1.HG13.4:NA	bac	0.666666666666667	0.2111593955917	TRUE
Acetyltransf_1.HG13.5:NA	bac	1	0.002699279020699	TRUE
Acetyltransf_1.HG13.6:NA	bac	1	0.986643292814771	TRUE
Acetyltransf_1.HG14.0:like:NAT9:likeclu:1	eukoth	0.666666666666667	0.00160775653960044	TRUE
Acetyltransf_1.HG14.1:NAT9	bac	1	0.999999999999999	TRUE
Acetyltransf_1.HG15.0:NA	bac	0.932721712538226	0.999815078793363	TRUE
Acetyltransf_1.HG15.1:NA	bac	1	0.999999999192858	TRUE
Acetyltransf_1.HG16.0:AANAT	bac	1	1	TRUE
Acetyltransf_1.HG17.0:NA	eukoth	0.96551724137931	1.89723104382367e-05	TRUE
Acetyltransf_1.HG17.1:NA	eukoth	0.834782608695652	0.00100259922882839	TRUE
Acetyltransf_1.HG17.2:NA	bac	0.754716981132075	0.999960898613707	TRUE
Acetyltransf_1.HG18.0:NA	bac	0.99353169469599	0.99999999594533	TRUE
Acetyltransf_1.HG19.0:NA	bac	1	0.190988157359257	TRUE
Acetyltransf_1.HG19.1:NA	bac	1	0.993396371705796	TRUE
Acetyltransf_1.HG2.0:KAT14	bac	0.942664418212479	0.99999387698234	TRUE
Acetyltransf_1.HG2.1:like:NAA50/NAA60:likeclu:8/17	bac	0.714285714285714	0.990509486959058	TRUE
Acetyltransf_1.HG2.10:like:NAA50:likeclu:17	bac	0.81651376146789	0.238737322475534	TRUE
Acetyltransf_1.HG2.11:like:NAA50:likeclu:17	bac	0.526315789473684	0.0428920719047231	TRUE
Acetyltransf_1.HG2.12:like:NAA50:likeclu:17	eukoth	1	0.000546827673568284	TRUE
Acetyltransf_1.HG2.13:like:NAA50:likeclu:17	eukoth	1	0.335304722009593	TRUE
Acetyltransf_1.HG2.14:like:NAA50:likeclu:17	eukoth	1	0.293550135979133	TRUE
Acetyltransf_1.HG2.15:like:NAA50:likeclu:17	eukoth	1	0.97747485020377	TRUE
Acetyltransf_1.HG2.16:like:NAA50:likeclu:17	eukoth	1	0.998448058134846	TRUE
Acetyltransf_1.HG2.17:NAA50	eukoth	0.9923273657289	0.999999152727209	TRUE
Acetyltransf_1.HG2.18:like:KAT14:likeclu:0	eukoth	1	0.000330416163261127	TRUE
Acetyltransf_1.HG2.19:like:NAA50:likeclu:17	eukoth	1	0.00710274285004875	TRUE
Acetyltransf_1.HG2.2:like:NAA50/NAA60:likeclu:8/17	bac	0.615384615384615	0.00458101945643818	TRUE
Acetyltransf_1.HG2.3:like:NAA50/NAA60:likeclu:8/17	eukoth	0.85	0.712920139988574	TRUE
Acetyltransf_1.HG2.4:like:NAA50/NAA60:likeclu:8/17	bac	0.645522388059702	0.915608771083526	TRUE
Acetyltransf_1.HG2.5:like:NAA50/NAA60:likeclu:8/17	eukoth	1	0.00309864794652659	TRUE
Acetyltransf_1.HG2.6:like:NAA50/NAA60:likeclu:8/17	bac	0.931972789115646	0.99998643800175	TRUE
Acetyltransf_1.HG2.7:like:NAA50/NAA60:likeclu:8/17	bac	1	0.00443519434987616	TRUE
Acetyltransf_1.HG2.8:NAA60	eukoth	0.983333333333333	1	TRUE
Acetyltransf_1.HG2.9:like:NAA50:likeclu:17	bac	0.833333333333333	0.0163226429813061	TRUE
Acetyltransf_1.HG20.0:NA	bac	0.881578947368421	0.0113551777862552	TRUE
Acetyltransf_1.HG20.1:NA	bac	0.868098159509202	0.999300602916766	TRUE
Acetyltransf_1.HG21.0:NA	arc	0.595155709342561	0.999999598857841	TRUE
Acetyltransf_1.HG22.0:NA	bac	0.789227166276347	0.999905373177586	TRUE
Acetyltransf_1.HG23.0:NA	bac	0.605263157894737	0.999999981306428	TRUE
Acetyltransf_1.HG23.1:NA	bac	0.786666666666667	0.999519214284029	TRUE
Acetyltransf_1.HG24.0:NA	eukoth	0.683544303797468	0.0135960930253497	TRUE
Acetyltransf_1.HG24.1:NA	eukoth	1	0.471855202293957	TRUE
Acetyltransf_1.HG25.0:NA	bac	1	0.0237415972770323	TRUE
Acetyltransf_1.HG25.1:NA	bac	0.9	0.999999998950341	TRUE
Acetyltransf_1.HG26.0:NA	bac	1	0.999462284770085	TRUE
Acetyltransf_1.HG27.0:NA	bac	1	0.99910406724467	TRUE
Acetyltransf_1.HG28.0:NA	bac	1	0.638853211199056	TRUE
Acetyltransf_1.HG28.1:NA	bac	1	0.999483547565103	TRUE
Acetyltransf_1.HG29.0:NA	arc	0.612244897959184	0.986162517971989	TRUE
Acetyltransf_1.HG3.0:like:GNPNAT1/NAA80:likeclu:4/5	bac	0.978685612788632	1	TRUE
Acetyltransf_1.HG3.1:like:GNPNAT1/NAA80:likeclu:4/5	bac	1	0.0255474677640239	TRUE
Acetyltransf_1.HG3.2:like:GNPNAT1:likeclu:5	bac	1	0.166205260916225	TRUE
Acetyltransf_1.HG3.3:like:NAA80:likeclu:4	arc	0.705882352941177	0.0117120169248951	TRUE
Acetyltransf_1.HG3.4:NAA80	bac	0.987261146496815	0.996528869890712	TRUE
Acetyltransf_1.HG3.5:GNPNAT1	arc	0.993815708101422	1	TRUE
Acetyltransf_1.HG3.6:like:GNPNAT1/NAA80:likeclu:4/5	bac	1	0.000243426390484358	TRUE
Acetyltransf_1.HG3.7:like:NAA80:likeclu:4	bac	1	0.00399548956700291	TRUE
Acetyltransf_1.HG3.8:like:GNPNAT1:likeclu:5	arc	1	0.00182424524759262	TRUE
Acetyltransf_1.HG30.0:NA	bac	1	0.999999910193142	TRUE
Acetyltransf_1.HG31.0:NA	bac	1	0.999999227794738	TRUE
Acetyltransf_1.HG32.0:NA	bac	1	0.0774469392240879	TRUE
Acetyltransf_1.HG32.1:NA	bac	0.936708860759494	0.370093379141609	TRUE
Acetyltransf_1.HG33.0:NA	bac	0.956204379562044	0.0790362706355531	TRUE
Acetyltransf_1.HG34.0:NA	bac	1	0.995991914831881	TRUE
Acetyltransf_1.HG35.0:NA	eukoth	1	0.000514432671143039	TRUE
Acetyltransf_1.HG35.1:NA	eukoth	0.545454545454545	0.0010933742194823	TRUE
Acetyltransf_1.HG36.0:NA	bac	1	0.83559943877466	TRUE
Acetyltransf_1.HG37.0:NA	eukoth	0.89010989010989	0.00203791462196035	TRUE
Acetyltransf_1.HG38.0:NA	bac	0.842105263157895	0.0115217445840443	TRUE
Acetyltransf_1.HG39.0:NA	bac	1	0.00176099481180758	TRUE
Acetyltransf_1.HG4.0:like:SAT1/SAT2/SATL1:likeclu:1	bac	0.97752808988764	1	TRUE
Acetyltransf_1.HG4.1:SAT1/SAT2/SATL1	bac	1	1	FALSE
Acetyltransf_1.HG40.0:NA	bac	1	0.00405534015680353	TRUE
Acetyltransf_1.HG40.1:NA	bac	1	0.00130285555987242	TRUE
Acetyltransf_1.HG41.0:NA	bac	1	0.257032279198974	TRUE
Acetyltransf_1.HG42.0:NA	bac	0.714285714285714	0.228049541054835	TRUE
Acetyltransf_1.HG43.0:NA	bac	1	0.00114071155867945	TRUE
Acetyltransf_1.HG45.0:NA	eukoth	1	0.0670966572470691	TRUE
Acetyltransf_1.HG46.0:NA	bac	1	0.00112229100130601	TRUE
Acetyltransf_1.HG5.0:like:KAT2A/KAT2B:likeclu:1	eukoth	1	1.46722612346384e-05	TRUE
Acetyltransf_1.HG5.1:KAT2A/KAT2B	eukoth	0.994909502262443	1	TRUE
Acetyltransf_1.HG6.0:like:NAA10/NAA11:likeclu:1	eukoth	0.821656050955414	0.20692305012998	TRUE
Acetyltransf_1.HG6.1:NAA10/NAA11	eukoth	1	1	TRUE
Acetyltransf_1.HG7.0:NA	bac	1	1	TRUE
Acetyltransf_1.HG7.1:NA	bac	1	0.900267412754886	TRUE
Acetyltransf_1.HG7.2:NA	bac	1	0.999999951956639	TRUE
Acetyltransf_1.HG8.0:like:NAA20:likeclu:1	eukoth	0.9	0.0597856018053207	TRUE
Acetyltransf_1.HG8.1:NAA20	eukoth	0.994944388270981	0.999999999999983	TRUE
Acetyltransf_1.HG9.0:like:ELP3:likeclu:1	arc	1	0.000320748962726047	TRUE
Acetyltransf_1.HG9.1:ELP3	arc	1	1	TRUE
ADD_ATRX.HG1.0:ATRX	NA	NA	0.0180369257818865	TRUE
ADD_DNMT3.HG1.0:DNMT3A/DNMT3B/DNMT3L	NA	NA	0.00769752270132396	TRUE
AF9.HG1.0:MLLT1/MLLT3	NA	NA	0.0150755363595222	TRUE
ASF1_hist_chap.HG1.0:like:ASF1A/ASF1B:likeclu:1	eukoth	1	4.41371340587082e-06	TRUE
ASF1_hist_chap.HG1.1:ASF1A/ASF1B	arc	0.994291151284491	1	TRUE
BAH.HG1.0:like:ASH1L:likeclu:2	NA	NA	0.405116530075568	TRUE
BAH.HG1.1:like:BAHCC1/BAHD1/ORC1/PBRM1/TNRC18:likeclu:6/9/11	NA	NA	0.00012641642509037	TRUE
BAH.HG1.10:like:ORC1:likeclu:11	NA	NA	0.813909854841645	TRUE
BAH.HG1.11:ORC1	NA	NA	0.990089838266317	TRUE
BAH.HG1.12:like:PBRM1:likeclu:6	NA	NA	0.000651471327641207	TRUE
BAH.HG1.2:ASH1L	NA	NA	0.00142366134292637	TRUE
BAH.HG1.3:like:ASH1L:likeclu:2	NA	NA	0.0267528325292951	TRUE
BAH.HG1.4:like:PBRM1:likeclu:6	NA	NA	0.000650355997313112	TRUE
BAH.HG1.5:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11	NA	NA	0.789227021673568	TRUE
BAH.HG1.6:PBRM1	NA	NA	0.499983843821075	TRUE
BAH.HG1.7:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11	NA	NA	0.00709750924067787	TRUE
BAH.HG1.8:like:BAHCC1/BAHD1/ORC1/TNRC18:likeclu:9/11	NA	NA	0.999999999976808	TRUE
BAH.HG1.9:BAHCC1/BAHD1/TNRC18	NA	NA	0.0333963653823509	TRUE
BAH.HG2.0:DNMT1	NA	NA	0.999988296526845	TRUE
BAH.HG3.0:MTA1/MTA2/MTA3/RERE	NA	NA	0.951785217579575	TRUE
BIR.HG1.0:BIRC5	NA	NA	0.003205175630004	TRUE
BIR.HG1.1:like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP:likeclu:8/10/16	NA	NA	0.998743264775832	TRUE
BIR.HG1.10:BIRC6	NA	NA	0.997260476790691	TRUE
BIR.HG1.11:like:BIRC2/BIRC3/XIAP:likeclu:16	NA	NA	0.000825477476951608	TRUE
BIR.HG1.12:like:BIRC2/BIRC3/XIAP:likeclu:16	NA	NA	0.0008314506139947	TRUE
BIR.HG1.13:like:BIRC2/BIRC3/XIAP:likeclu:16	NA	NA	0.000763433577151029	TRUE
BIR.HG1.14:like:BIRC2/BIRC3/XIAP:likeclu:16	NA	NA	0.00355227608187825	TRUE
BIR.HG1.15:like:BIRC2/BIRC3/XIAP:likeclu:16	NA	NA	0.000715813931208009	TRUE
BIR.HG1.16:BIRC2/BIRC3/XIAP	NA	NA	0.000681363302326821	TRUE
BIR.HG1.2:like:BIRC5:likeclu:0	NA	NA	0.00149633729823972	TRUE
BIR.HG1.3:like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP:likeclu:8/10/16	NA	NA	0.00598602276194649	TRUE
BIR.HG1.4:like:BIRC5:likeclu:0	NA	NA	0.00178566472626074	TRUE
BIR.HG1.5:like:BIRC5:likeclu:0	NA	NA	0.016367781347945	TRUE
BIR.HG1.6:like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP:likeclu:8/10/16	NA	NA	0.00205069291610505	TRUE
BIR.HG1.7:like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP:likeclu:8/10/16	NA	NA	0.000616837951437188	TRUE
BIR.HG1.8:BIRC7/NAIP	NA	NA	0.0124216569544778	TRUE
BIR.HG1.9:like:BIRC2/BIRC3/BIRC6/BIRC7/NAIP/XIAP:likeclu:8/10/16	NA	NA	0.00065255829615396	TRUE
Bromodomain.HG1.0:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.00420126477143912	TRUE
Bromodomain.HG1.1:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.0462513757690619	TRUE
Bromodomain.HG1.10:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.970341514894352	TRUE
Bromodomain.HG1.11:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	1	FALSE
Bromodomain.HG1.12:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.679388202548838	TRUE
Bromodomain.HG1.13:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.139360931212199	TRUE
Bromodomain.HG1.14:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.143507635388785	TRUE
Bromodomain.HG1.15:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.999999999999995	TRUE
Bromodomain.HG1.16:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.999534761576644	TRUE
Bromodomain.HG1.17:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.00842161673598496	TRUE
Bromodomain.HG1.18:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.0312619549191391	TRUE
Bromodomain.HG1.19:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.983518705887957	TRUE
Bromodomain.HG1.2:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000802968016289762	TRUE
Bromodomain.HG1.20:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.0150079285743687	TRUE
Bromodomain.HG1.21:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.776919660605113	TRUE
Bromodomain.HG1.22:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.014258635796504	TRUE
Bromodomain.HG1.23:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.996314347891875	TRUE
Bromodomain.HG1.24:like:BRD8:likeclu:40	NA	NA	0.00026838326980172	TRUE
Bromodomain.HG1.25:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.246334838244323	TRUE
Bromodomain.HG1.26:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.767005345850241	TRUE
Bromodomain.HG1.27:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.0687994013143194	TRUE
Bromodomain.HG1.28:like:BRD8:likeclu:40	NA	NA	0.999902407823017	TRUE
Bromodomain.HG1.29:like:CREBBP/EP300:likeclu:54	NA	NA	0.020269192755027	TRUE
Bromodomain.HG1.3:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.00202309917870869	TRUE
Bromodomain.HG1.30:like:CREBBP/EP300:likeclu:54	NA	NA	0.392606469625364	TRUE
Bromodomain.HG1.31:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	4.11379179258153e-05	TRUE
Bromodomain.HG1.32:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.00432445661121827	TRUE
Bromodomain.HG1.33:like:BRD8:likeclu:40	NA	NA	0.828682398244939	TRUE
Bromodomain.HG1.34:like:CREBBP/EP300:likeclu:54	NA	NA	0.0161413054746893	TRUE
Bromodomain.HG1.35:like:CREBBP/EP300:likeclu:54	NA	NA	0.0713834076854066	TRUE
Bromodomain.HG1.36:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.000398952486073467	TRUE
Bromodomain.HG1.37:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.000130922117130838	TRUE
Bromodomain.HG1.38:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000262484894943293	TRUE
Bromodomain.HG1.39:like:BRD8:likeclu:40	NA	NA	0.00112400569296722	TRUE
Bromodomain.HG1.4:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000338807082601811	TRUE
Bromodomain.HG1.40:BRD8	NA	NA	0.996599524153205	TRUE
Bromodomain.HG1.41:like:CREBBP/EP300:likeclu:54	NA	NA	0.0118008580819248	TRUE
Bromodomain.HG1.42:like:CREBBP/EP300:likeclu:54	NA	NA	0.0622566816482422	TRUE
Bromodomain.HG1.43:like:CREBBP/EP300:likeclu:54	NA	NA	0.00712649013003253	TRUE
Bromodomain.HG1.44:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.00473512532430109	TRUE
Bromodomain.HG1.45:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.000831330385837714	TRUE
Bromodomain.HG1.46:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	3.11979741030033e-06	TRUE
Bromodomain.HG1.47:like:CREBBP/EP300:likeclu:54	NA	NA	0.00410671474065005	TRUE
Bromodomain.HG1.48:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.000395636106531483	TRUE
Bromodomain.HG1.49:BRD2/BRD3/BRD4/BRDT	NA	NA	0.0101639902243373	TRUE
Bromodomain.HG1.5:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.147897873008911	TRUE
Bromodomain.HG1.50:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.076729305226636	TRUE
Bromodomain.HG1.51:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.00409636103450017	TRUE
Bromodomain.HG1.52:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000978670442864593	TRUE
Bromodomain.HG1.53:like:CREBBP/EP300:likeclu:54	NA	NA	0.181524789118336	TRUE
Bromodomain.HG1.54:CREBBP/EP300	NA	NA	0.999926415766425	TRUE
Bromodomain.HG1.55:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000590061237628281	TRUE
Bromodomain.HG1.56:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.0046965505868144	TRUE
Bromodomain.HG1.57:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000373583033949298	TRUE
Bromodomain.HG1.58:like:BRD8:likeclu:40	NA	NA	0.000228415302897411	TRUE
Bromodomain.HG1.59:like:CREBBP/EP300:likeclu:54	NA	NA	0.00217891580255802	TRUE
Bromodomain.HG1.6:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000369402035900079	TRUE
Bromodomain.HG1.60:like:BRD2/BRD3/BRD4/BRDT:likeclu:49	NA	NA	0.000194834897195184	TRUE
Bromodomain.HG1.7:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.000369402035900079	TRUE
Bromodomain.HG1.8:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	1.2097315825188e-05	TRUE
Bromodomain.HG1.9:like:BRD2/BRD3/BRD4/BRD8/BRDT/CREBBP/EP300:likeclu:40/49/54	NA	NA	0.00561538128691008	TRUE
Bromodomain.HG2.0:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5	NA	NA	0.993801567778243	TRUE
Bromodomain.HG2.1:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5	NA	NA	0.0851924231229524	TRUE
Bromodomain.HG2.2:like:BRD1/BRD7/BRD9/BRPF1/BRPF3:likeclu:3/5	NA	NA	0.999222469049153	TRUE
Bromodomain.HG2.3:BRD7/BRD9	NA	NA	1	TRUE
